Name	Description	GTEX-1192X-0011-R8b-SM-DO11U	GTEX-11DXY-0011-R8a-SM-DO11M	GTEX-11DYG-0011-R8a-SM-DO93F	GTEX-11DZ1-0011-R8b-SM-DNZZI	GTEX-11EI6-0011-R8a-SM-DO93M	GTEX-11EMC-0011-R8b-SM-DO91Z	GTEX-11GSP-0011-R8b-SM-5NQ79	GTEX-11H98-0011-R8a-SM-5NQ8V	GTEX-11OF3-0011-R8b-SM-57WCS	GTEX-11ONC-0011-R8b-SM-5NQ87	GTEX-11TTK-0011-R8b-SM-DO111	GTEX-11WQC-0011-R8b-SM-57WCH	GTEX-11WQK-0011-R8a-SM-5BC7C	GTEX-11ZTS-0011-R8a-SM-57WDI	GTEX-11ZUS-0011-R8a-SM-5BC73	GTEX-12WSA-0011-R8a-SM-5P9EX	GTEX-12WSM-0011-R8a-SM-5DUWJ	GTEX-12ZZX-0011-R8a-SM-5DUW8	GTEX-13112-0011-R8b-SM-664OV	GTEX-1313W-0011-R8a-SM-5DUVM	GTEX-131XH-0011-R8a-SM-5EGLL	GTEX-131XW-0011-R8a-SM-5DUWY	GTEX-132Q8-0011-R8b-SM-5DUWX	GTEX-1399T-0011-R8b-SM-5IJD8	GTEX-139TS-0011-R8a-SM-5J1NP	GTEX-13CF2-0011-R8b-SM-5IJCX	GTEX-13CIG-0011-R8b-SM-5LZX5	GTEX-13FLV-0011-R8a-SM-5LZZE	GTEX-13FLW-0011-R8b-SM-5J1MZ	GTEX-13FXS-0011-R8a-SM-5J1MN	GTEX-13G51-0011-R8b-SM-5LZZ4	GTEX-13IVO-0011-R8a-SM-5L3DY	GTEX-13JVG-0011-R8a-SM-5KM3E	GTEX-13N1W-0011-R8a-SM-5MR56	GTEX-13NYB-0011-R8a-SM-5KM4R	GTEX-13NYS-0011-R8a-SM-5MR5H	GTEX-13NZ8-0011-R8b-SM-5KM48	GTEX-13NZA-0011-R8b-SM-5KM2Q	GTEX-13O3O-0011-R8b-SM-5LUAL	GTEX-13O3Q-0011-R8b-SM-5KM2J	GTEX-13OVH-0011-R8b-SM-5MR35	GTEX-13OVJ-0011-R8b-SM-5L3FS	GTEX-13OVL-0011-R8a-SM-5L3HH	GTEX-13OW5-0011-R8a-SM-5L3GQ	GTEX-13OW6-0011-R8a-SM-5L3GF	GTEX-13OW7-0011-R8b-SM-5L3HR	GTEX-13OW8-0011-R8a-SM-5L3G5	GTEX-13PDP-0011-R8b-SM-5O9CS	GTEX-13QIC-0011-R8b-SM-5O9CV	GTEX-13QJC-0011-R8b-SM-5S2U6	GTEX-13RTJ-0011-R8b-SM-5O9DL	GTEX-13SLW-0011-R8b-SM-5SI64	GTEX-13SLX-0011-R8b-SM-5PNWZ	GTEX-13X6I-0011-R8a-SM-5PNZF	GTEX-13X6J-0011-R8b-SM-5PNUA	GTEX-13X6K-0011-R8b-SM-5PNZ4	GTEX-1445S-0011-R8a-SM-5PNWX	GTEX-144GL-0011-R8a-SM-5Q5B1	GTEX-145LS-0011-R8b-SM-5PNXA	GTEX-145LU-0011-R8b-SM-5PNZG	GTEX-145MH-0011-R8a-SM-5PNUL	GTEX-145MI-0011-R8b-SM-5PNZ9	GTEX-14753-0011-R8b-SM-5S2U1	GTEX-1477Z-0011-R8b-SM-5S2RG	GTEX-147F4-0011-R8b-SM-5S2UN	GTEX-14ASI-0011-R8b-SM-5S2UB	GTEX-14BIL-0011-R8b-SM-69LQK	GTEX-14C5O-0011-R8a-SM-5YYAG	GTEX-14JIY-0011-R8a-SM-6AJAP	GTEX-14LLW-0011-R8a-SM-62LFG	GTEX-14LZ3-0011-R8b-SM-COH3M	GTEX-14PJM-0011-R8b-SM-69LPD	GTEX-14PJO-0011-R8a-SM-6AJAL	GTEX-14PN4-0011-R8a-SM-6EU1H	GTEX-14PQA-0011-R8b-SM-6AJAB	GTEX-15CHQ-0011-R8b-SM-CNPO4	GTEX-15DCD-0011-R8b-SM-7KUEF	GTEX-15ER7-0011-R8a-SM-7KUL2	GTEX-15G19-0011-R8b-SM-7KUL1	GTEX-16GPK-0011-R8a-SM-79OMQ	GTEX-16NPV-0011-R8a-SM-7EPH8	GTEX-16XZZ-0011-R8b-SM-7LT8S	GTEX-16YQH-0011-R8a-SM-7DUFB	GTEX-16Z82-0011-R8a-SM-7DUEX	GTEX-17EVP-0011-R8b-SM-7DUF9	GTEX-17EVQ-0011-R8a-SM-7189T	GTEX-17F97-0011-R8a-SM-7DUET	GTEX-17HG3-0011-R8a-SM-79OK7	GTEX-17HII-0011-R8a-SM-79OK6	GTEX-183WM-0011-R8a-SM-7189W	GTEX-18464-0011-R8a-SM-72D4Z	GTEX-18465-0011-R8b-SM-7LG6O	GTEX-1A3MX-0011-R8a-SM-7P8PI	GTEX-1A8G6-0011-R8a-SM-7P8PD	GTEX-1A8G7-0011-R8a-SM-7P8S6	GTEX-1AX9I-0011-R8a-SM-7P8PJ	GTEX-1B8L1-0011-R8b-SM-7P8ST	GTEX-1B8SF-0011-R8b-SM-7P8SX	GTEX-1B8SG-0011-R8b-SM-7IGNW	GTEX-1B933-0011-R8a-SM-9QEGX	GTEX-1B996-0011-R8b-SM-79OOS	GTEX-1BAJH-0011-R8a-SM-7MXUB	GTEX-1C64N-0011-R8b-SM-7MGXE	GTEX-1C6VR-0011-R8b-SM-7MXUF	GTEX-1C6WA-0011-R8b-SM-7P8S7	GTEX-1CAMQ-0011-R8a-SM-ARU85	GTEX-1CB4G-0011-R8b-SM-9WG7H	GTEX-1CB4H-0011-R8b-SM-CJI26	GTEX-1CB4J-0011-R8a-SM-9QEHU	GTEX-1E1VI-0011-R8b-SM-ARU8E	GTEX-1E2YA-0011-R8a-SM-CKZNG	GTEX-1EMGI-0011-R8b-SM-9QEID	GTEX-1F48J-0011-R8a-SM-9OSWW	GTEX-1F52S-0011-R8a-SM-9OSXA	GTEX-1F6I4-0011-R8a-SM-9QEIA	GTEX-1F6IF-0011-R8a-SM-9OSX5	GTEX-1F75A-0011-R8a-SM-CL539	GTEX-1F75W-0011-R8a-SM-9QEI4	GTEX-1F88E-0011-R8a-SM-CJI2H	GTEX-1GF9V-0011-R8b-SM-CE6RB	GTEX-1GF9W-0011-R8b-SM-9QEIR	GTEX-1GMR8-0011-R8a-SM-CKZNX	GTEX-1GN1U-0011-R8a-SM-CL537	GTEX-1GN1V-0011-R8a-SM-CKZNV	GTEX-1GN2E-0011-R8a-SM-CE6RK	GTEX-1GN73-0011-R8b-SM-CKZNY	GTEX-1GTWX-0011-R8a-SM-CE6RM	GTEX-1GZ2Q-0011-R8a-SM-CE6RO	GTEX-1GZ4I-0011-R8b-SM-9WG76	GTEX-1GZHY-0011-R8b-SM-9OSWK	GTEX-1H1CY-0011-R8b-SM-CJI31	GTEX-1H1DG-0011-R8a-SM-CL54Z	GTEX-1H1ZS-0011-R8b-SM-A9SKA	GTEX-1H23P-0011-R8b-SM-A9G1G	GTEX-1H3NZ-0011-R8a-SM-CKZP6	GTEX-1H3O1-0011-R8a-SM-CL555	GTEX-1H3VE-0011-R8b-SM-A9G1L	GTEX-1HB9E-0011-R8b-SM-A9G1O	GTEX-1HBPH-0011-R8b-SM-CL556	GTEX-1HBPI-0011-R8a-SM-A9G1S	GTEX-1HCU6-0011-R8a-SM-CJI3R	GTEX-1HCVE-0011-R8a-SM-ARU7A	GTEX-1HFI6-0011-R8a-SM-ARZLP	GTEX-1HGF4-0011-R8b-SM-CKZP9	GTEX-1HSKV-0011-R8a-SM-CL54X	GTEX-1HT8W-0011-R8b-SM-CM2SX	GTEX-1I1CD-0011-R8b-SM-CJI3X	GTEX-1I1GQ-0011-R8a-SM-C1YRS	GTEX-1I1GS-0011-R8b-SM-CKZPE	GTEX-1I1HK-0011-R8b-SM-E8VN9	GTEX-1ICLZ-0011-R8b-SM-ACKX4	GTEX-1IDJH-0011-R8b-SM-ARZLL	GTEX-1IKK5-0011-R8b-SM-CJI45	GTEX-1IKOH-0011-R8a-SM-A9SKG	GTEX-1IY9M-0011-R8a-SM-EYYWW	GTEX-1J1OQ-0011-R8a-SM-ACKVE	GTEX-1J8Q2-0011-R8b-SM-D4P2E	GTEX-1RLM8-0011-R8a-SM-EYYXR	GTEX-N7MS-0011-R8a-SM-2YUMK	GTEX-N7MT-0011-R8a-SM-2I5GU	GTEX-NL3H-0011-R8a-SM-DIPDY	GTEX-NL4W-0011-R8a-SM-2I3G4	GTEX-NPJ7-0011-R8a-SM-2I3G2	GTEX-NPJ8-0011-R8a-SM-2HMLG	GTEX-OHPN-0011-R8A-SM-33HBT	GTEX-OXRN-0011-R8A-SM-E9TI1	GTEX-P44H-0011-R8A-SM-2XCEL	GTEX-PWO3-0011-R8A-SM-2I5GD	GTEX-Q2AG-0011-R8A-SM-2HMK5	GTEX-QDT8-0011-R8A-SM-32PKE	GTEX-QMR6-0011-R8A-SM-32PKJ	GTEX-QVJO-0011-R8A-SM-447C7	GTEX-QVUS-0011-R8A-SM-3GAD7	GTEX-R55E-0011-R8A-SM-2TC66	GTEX-RNOR-0011-R8A-SM-EZ6MN	GTEX-RU72-0011-R8A-SM-2TF61	GTEX-S7SE-0011-R8A-SM-2XCDG	GTEX-T5JC-0011-R8A-SM-32PLM	GTEX-T6MN-0011-R8A-SM-32QP3	GTEX-TSE9-0011-R8A-SM-3DB7R	GTEX-WHSE-0011-R8A-SM-3P5Z1	GTEX-WVLH-0011-R8A-SM-3MJFC	GTEX-WWYW-0011-R8A-SM-3NB3S	GTEX-WZTO-0011-R8A-SM-4E3II	GTEX-X261-0011-R8A-SM-4E3I5	GTEX-X4EP-0011-R8B-SM-4QASL	GTEX-X4XX-0011-R8B-SM-46MWM	GTEX-X4XY-0011-R8A-SM-46MVC	GTEX-X585-0011-R8A-SM-46MUX	GTEX-XLM4-0011-R8A-SM-4AT44	GTEX-XMD1-0011-R8A-SM-4AT48	GTEX-Y8DK-0011-R8B-SM-EYYVQ	GTEX-YFC4-0011-R8a-SM-4SOK3	GTEX-YJ89-0011-R8b-SM-4SOK8	GTEX-Z93S-0011-R8a-SM-4RGNL	GTEX-ZAB4-0011-R8b-SM-4SOKF	GTEX-ZDXO-0011-R8a-SM-4WWD7	GTEX-ZF28-0011-R8a-SM-4WWFW	GTEX-ZUA1-0011-R8b-SM-51MST	GTEX-ZVT3-0011-R8b-SM-57WDJ	GTEX-ZVZQ-0011-R8a-SM-51MR5	GTEX-ZXG5-0011-R8a-SM-57WD1
ENSG00000162374.16	ELAVL4	33.2	19.29	10.29	1.237	2.977	1.807	6.6610000000000005	6.729	24.12	10.84	1.111	15.48	2.545	5.257999999999999	31.38	10.39	10.99	20.31	3.2769999999999997	17.34	17.28	4.81	6.279	18.74	9.304	21.26	24.59	11.62	15.04	17.36	45.6	15.86	12.47	15.89	26.64	6.117000000000001	6.921	15.73	9.036	33.5	15.04	9.946	11.02	12.54	24.97	30.84	5.648	10.54	9.597999999999999	2.488	21.22	14.63	9.507	8.693999999999999	8.314	31.5	1.906	8.314	18.05	22.12	8.411	1.45	2.485	8.324	4.9830000000000005	20.71	11.82	22.03	15.9	11.82	12.46	22.0	9.042	14.1	12.67	19.34	2.6710000000000003	30.94	6.88	13.32	12.76	4.335	56.36	21.26	22.22	12.01	12.84	35.11	20.11	1.5519999999999998	27.46	6.617999999999999	35.34	3.031	11.73	29.64	14.23	10.25	3.583	30.4	20.61	18.71	1.109	24.83	1.73	0.9533	6.421	4.248	5.952000000000001	20.8	5.5729999999999995	18.98	16.97	16.61	6.867000000000001	13.78	6.1770000000000005	24.09	12.72	21.89	15.06	20.46	12.75	2.39	16.24	20.91	15.94	12.09	13.89	7.894	4.351	14.64	8.009	0.6464	25.15	13.67	0.5035	52.71	17.09	3.398	11.83	6.676	34.6	18.56	17.49	23.4	14.36	29.32	11.74	14.29	8.215	19.88	26.14	11.41	12.13	14.37	6.132999999999999	49.65	6.34	9.786	2.958	25.31	15.16	39.32	0.7879	5.143	11.18	13.98	11.18	4.73	50.43	12.05	63.69	12.26	7.9879999999999995	34.58	25.99	45.63	18.46	9.588	18.68	18.96	4.935	19.71	34.65	37.19	21.14	1.505	43.57	1.194	4.335	4.522	9.032	6.55	20.7	9.511000000000001	10.59	3.594	11.48	9.486	12.31	12.48
ENSG00000169291.9	SHE	2.813	1.454	0.7652	1.3230000000000002	0.3478	1.4709999999999999	1.601	3.845	1.276	0.8132	2.699	1.4369999999999998	1.064	0.4626	1.19	1.85	1.001	2.222	1.855	1.61	0.7874	0.5113	0.8015	1.297	0.3952	1.078	1.442	1.07	2.063	0.9420000000000001	2.705	1.4880000000000002	2.156	1.143	1.145	1.425	1.101	1.2570000000000001	1.38	1.145	0.8881	5.438	1.043	1.244	2.748	1.204	1.517	1.463	1.275	1.287	1.253	1.3230000000000002	1.113	3.612	1.9409999999999998	2.8369999999999997	1.266	0.6107	2.3480000000000003	1.601	2.081	2.131	0.3879	1.053	1.081	1.381	2.251	3.787	1.9069999999999998	0.298	3.708	1.248	1.4809999999999999	2.772	4.255	1.456	2.135	1.909	3.853	1.7930000000000001	2.5980000000000003	0.9292	1.982	1.374	2.233	1.143	3.34	1.713	1.2990000000000002	2.031	1.7619999999999998	1.038	1.104	0.6528	0.6113	1.0979999999999999	0.8045	1.245	1.943	1.845	2.38	1.285	0.8926	1.256	0.5112	2.073	1.848	1.392	2.53	0.9071	1.982	2.005	2.379	0.7579	1.167	0.6733	0.8616	0.8758	1.9780000000000002	0.6098	3.322	1.848	1.83	1.7719999999999998	1.1320000000000001	1.119	1.044	0.9086	1.1079999999999999	2.23	2.432	5.172000000000001	1.47	1.659	2.9389999999999996	1.7530000000000001	1.831	1.7269999999999999	1.9580000000000002	1.619	1.369	0.9843	2.204	1.517	1.535	1.093	1.83	1.459	1.55	0.9189	1.484	2.792	1.58	2.04	1.5019999999999998	1.886	0.6611	2.15	5.622000000000001	3.503	2.823	4.167	3.215	3.01	2.219	1.359	3.4330000000000003	3.076	1.771	2.6510000000000002	2.221	3.931	3.319	2.153	1.7309999999999999	1.686	2.079	1.328	1.548	1.5959999999999999	1.86	3.573	1.5330000000000001	1.828	2.144	4.242	2.246	1.837	2.58	4.088	2.73	1.005	1.673	1.556	0.9067	2.8360000000000003	1.085	1.5419999999999998	2.665	1.23	0.9164	1.48
ENSG00000132702.12	HAPLN2	79.45	79.82	86.14	53.97	24.54	165.1	92.63	680.2	49.07	88.87	277.8	107.3	11.92	19.48	78.4	432.2	29.03	49.32	44.96	69.11	98.58	28.14	55.58	13.05	5.76	15.84	11.14	129.2	426.8	24.78	30.13	14.32	115.2	60.05	33.17	37.37	23.77	9.877	59.5	52.92	83.16	99.27	41.97	118.4	52.91	21.02	13.71	17.05	44.89	57.2	58.79	18.39	90.91	91.13	59.29	55.03	21.55	53.61	185.6	102.3	26.69	49.14	3.4410000000000003	21.77	16.79	63.67	10.76	95.59	97.94	17.82	43.05	126.6	69.97	203.2	25.91	129.9	227.7	41.53	153.9	74.5	15.87	72.91	61.3	111.9	301.8	159.9	184.4	12.98	53.5	233.9	86.78	73.9	23.31	56.03	39.5	92.52	36.29	146.7	70.01	58.73	211.0	17.29	43.68	51.75	27.21	47.68	73.19	41.56	66.63	25.77	61.55	143.8	80.85	36.83	89.36	15.01	181.4	22.26	19.84	33.72	142.2	92.67	33.52	80.6	19.54	181.5	57.19	21.96	41.5	6.189	287.1	455.6	161.3	71.7	49.5	236.6	88.64	88.22	361.0	83.53	92.45	54.95	32.87	72.59	18.87	84.91	67.61	15.46	95.68	22.18	198.0	98.81	43.45	23.87	280.4	50.52	129.8	81.68	218.8	137.7	26.91	32.23	122.9	8.611	52.85	8.46	194.5	46.02	110.7	93.03	50.78	180.0	32.62	158.0	131.0	39.06	45.01	50.1	458.7	192.5	333.7	24.75	141.5	121.3	59.14	318.7	108.4	49.8	63.44	1022.0	367.5	40.44	88.56	77.63	121.1	398.3	13.91	32.37	54.38	63.54	14.0	20.64
ENSG00000143248.12	RGS5	47.95	58.91	72.99	33.77	71.6	222.4	148.4	175.5	39.57	76.95	74.95	63.1	15.46	53.39	66.3	66.96	52.88	66.54	147.0	66.09	64.11	51.91	15.43	58.45	13.22	55.83	16.59	101.9	142.5	44.68	79.86	33.24	169.1	38.1	55.93	17.4	20.78	30.85	83.87	29.55	31.71	113.8	55.88	37.05	76.18	37.03	42.74	33.42	50.48	58.09	49.59	31.31	91.73	89.52	72.68	51.95	65.86	19.31	82.24	107.3	92.24	65.01	10.96	52.37	28.79	51.45	68.42	25.04	103.9	6.178999999999999	65.12	41.04	46.49	81.47	48.87	78.59	119.3	40.21	36.52	100.1	17.95	35.62	56.29	118.9	69.04	60.23	64.2	90.26	50.13	38.44	66.28	52.31	44.93	51.39	36.28	46.8	33.67	94.2	64.53	50.62	71.41	117.7	52.74	29.7	31.17	79.43	72.26	25.61	40.12	50.44	42.91	100.9	36.94	31.41	102.3	46.92	78.24	49.2	21.68	29.45	94.34	60.71	51.49	38.43	125.0	30.56	42.6	29.04	80.79	102.0	173.8	128.0	34.08	49.11	29.07	187.3	23.81	60.11	119.1	73.15	87.62	29.46	76.85	105.2	96.17	111.7	81.92	36.84	22.61	73.66	60.19	97.95	75.19	122.4	72.05	41.49	45.64	79.51	255.7	121.1	69.47	41.94	59.74	22.13	76.31	35.66	76.41	73.9	94.74	83.24	84.18	94.15	78.71	86.19	86.08	73.46	76.67	82.4	102.9	45.79	43.85	221.9	68.16	43.98	51.04	34.02	42.79	66.03	28.71	84.41	28.26	148.4	71.85	93.02	75.79	111.9	62.89	19.92	150.4	60.22	47.09	64.09
ENSG00000116161.17	CACYBP	126.7	91.02	46.61	96.24	19.62	17.13	48.67	48.29	72.6	54.2	23.71	43.12	34.24	21.26	118.4	45.33	38.35	64.75	20.57	77.81	90.63	12.83	24.42	79.42	30.54	51.36	114.3	77.46	54.5	67.33	74.34	154.4	39.51	103.0	78.23	74.83	76.22	56.8	32.29	93.61	55.47	112.0	36.69	35.55	93.24	87.04	13.83	92.4	73.95	22.3	72.31	64.29	70.06	43.13	40.61	95.83	17.28	50.51	73.24	55.38	63.75	136.4	6.806	20.82	22.38	68.15	22.49	85.3	72.8	67.31	59.42	67.3	28.47	69.81	41.69	87.04	40.81	92.39	66.1	39.94	37.7	24.12	109.6	75.7	72.53	44.03	60.59	55.55	82.15	17.65	60.75	25.13	79.19	46.13	49.49	95.09	100.4	32.87	33.18	99.48	87.39	37.64	8.86	102.1	69.64	6.531000000000001	27.67	17.39	35.33	69.18	29.12	83.5	76.15	48.9	25.99	63.95	41.96	57.58	61.59	89.8	46.61	79.3	71.44	19.87	27.19	98.7	64.14	51.01	40.52	19.28	42.24	58.21	36.69	7.695	93.5	55.48	70.54	175.4	79.42	14.76	37.56	23.65	87.13	53.51	61.39	98.92	39.84	107.8	40.91	36.0	53.13	71.52	106.8	24.53	76.42	56.82	64.29	58.32	46.34	47.65	73.0	63.79	81.86	237.5	18.14	12.9	75.2	78.54	43.31	32.21	131.7	72.72	102.0	57.44	52.31	73.73	71.59	106.7	70.6	93.28	75.31	21.21	117.2	95.09	95.86	63.24	112.9	13.19	194.2	50.49	76.38	24.47	61.02	32.22	79.98	47.08	40.4	33.42	64.55	35.59	38.17	28.0
ENSG00000144119.3	C1QL2	29.39	12.69	12.22	5.936	6.106	7.452999999999999	10.33	9.198	28.29	29.91	7.597	8.396	7.239	5.433	15.95	18.06	28.91	13.84	4.102	21.05	9.648	5.686	10.83	12.85	7.341	14.41	35.65	10.73	9.037	48.18	8.363	13.48	22.11	13.84	9.809	11.11	6.103	5.8260000000000005	13.53	23.41	15.63	6.723	15.04	12.85	53.32	17.84	4.496	8.055	12.83	10.9	21.0	28.06	17.98	12.58	13.47	37.08	25.42	12.78	8.312999999999999	13.45	4.902	2.155	2.344	8.919	26.04	36.95	4.38	10.91	15.17	2.426	15.4	21.11	14.33	6.5889999999999995	8.529	18.83	12.87	67.08	6.482	12.11	6.375	7.855	24.2	15.99	28.9	12.62	14.79	9.026	46.35	8.275	7.028	15.19	49.2	5.48	15.39	27.14	11.87	12.69	5.382999999999999	13.54	17.74	6.28	3.91	5.691	7.441	1.7080000000000002	11.8	9.677	1.16	12.05	5.617999999999999	20.1	13.83	10.41	6.327000000000001	15.44	12.65	8.853	19.39	8.677999999999999	11.55	14.01	31.72	4.502	11.2	19.14	19.12	20.46	11.34	6.417000000000001	3.983	12.63	26.57	2.688	34.68	12.63	2.077	8.282	17.24	7.822	10.48	7.957000000000001	20.29	15.75	10.09	17.32	18.3	13.28	15.91	19.92	6.212000000000001	23.23	17.49	6.9510000000000005	27.43	7.917999999999999	8.096	25.99	8.514	9.96	8.314	7.776	8.934	14.13	0.9386	3.971	6.596	12.49	11.73	8.462	10.73	8.384	15.6	10.67	14.09	7.747000000000001	18.34	27.83	13.54	11.21	12.82	4.638999999999999	6.632999999999999	17.14	78.68	20.37	23.69	0.5465	27.4	3.052	7.454	10.95	12.23	8.839	15.94	11.77	6.562	5.36	4.988	6.86	7.318	6.974
ENSG00000271179.1	RP11-629P16.1	0.27	0.3027	0.0	0.1093	0.0	0.0	0.3772	0.0	0.06682	0.45899999999999996	0.0	0.0	0.0	0.1176	0.3032	0.03798	0.1373	0.1801	0.08751	0.0	0.4797	0.0	0.2617	0.2181	0.0	0.1567	0.0	0.1756	0.09929	0.1663	0.059489999999999994	0.0	0.07873	0.0661	0.1478	0.1255	0.0	0.128	0.1368	0.06788	0.1579	0.2205	0.0	0.0	0.0	0.2507	0.05445	0.0	0.0	0.0	0.1886	0.2522	0.09458	0.0	0.1257	0.0	0.0	0.0	0.2036	0.0	0.7354	0.0	0.0	0.0	0.1043	0.46399999999999997	0.0	0.3111	0.21600000000000003	0.0	0.2172	0.1469	0.0	0.0	0.1403	0.3036	0.0	0.22	0.0	0.0	0.0	0.0862	0.0	0.0	0.1221	0.08327999999999999	0.3249	0.3298	0.1914	0.0	0.0	0.05451	0.0	0.0	0.07119	0.0	0.0	0.0	0.1563	0.3516	0.2002	0.0	0.0	0.0	0.1243	0.0	0.0	0.0	0.0	0.2205	0.0	0.3826	0.218	0.1927	0.0	0.1024	0.0	0.1786	0.05583	0.1354	0.1464	0.1371	0.0	0.0	0.0	0.0	0.1118	0.0	0.2381	0.0	0.0	0.1804	0.0	0.0	0.4953	0.275	0.09899	0.3174	0.2113	0.0	0.08957000000000001	0.2157	0.0	0.3172	0.0	0.1226	0.1647	0.0	0.060039999999999996	0.1435	0.1355	0.0	0.06661	0.0	0.1673	0.1376	0.1567	0.09863999999999999	0.3027	0.0	0.1761	0.1277	0.0	0.2881	0.1635	0.0	0.0	0.2117	0.1274	0.0	0.4418	0.1678	0.0	0.0	0.0	0.3795	0.2934	0.3845	0.0	0.0	0.4597	0.2682	0.04807	0.7065	0.0	0.0	0.2461	0.0	0.4683	0.0	0.0	0.0	0.1601	0.0	0.07293999999999999	0.07156	0.0	0.0	0.355	0.0	0.09477999999999999	0.1172
ENSG00000150551.10	LYPD1	42.21	41.68	16.91	21.18	14.05	4.138999999999999	34.01	10.2	31.17	25.06	11.33	22.63	11.12	14.06	56.13	8.361	33.49	49.01	11.11	32.74	35.54	12.5	8.86	31.05	16.65	29.97	59.48	43.37	31.92	41.64	18.96	21.72	8.993	48.33	43.18	13.94	13.02	22.01	34.0	43.6	25.66	29.72	14.43	16.72	44.35	26.36	5.704	13.93	24.31	19.47	25.03	29.42	25.51	9.405	23.47	48.25	31.61	31.98	38.58	22.2	13.97	6.255	3.815	10.38	17.47	36.41	10.68	28.3	36.9	14.92	27.05	22.17	12.72	89.97	13.3	39.35	13.64	46.72	16.93	13.11	14.9	10.71	33.77	23.74	31.27	15.4	12.14	14.22	30.52	5.568	21.89	12.74	18.32	10.15	22.89	39.1	24.87	7.888	12.68	25.51	15.94	12.2	7.797000000000001	50.31	20.57	3.94	12.62	8.77	26.52	22.58	33.0	27.53	33.7	16.93	15.66	31.92	13.4	15.13	28.99	35.85	8.802	27.85	16.38	3.365	6.162999999999999	41.24	22.04	26.46	23.48	4.69	12.73	13.58	13.23	3.1239999999999997	33.28	17.56	92.41	37.67	9.458	6.343999999999999	16.35	33.85	36.16	13.78	30.95	40.61	17.78	38.31	19.08	12.95	10.35	26.4	32.9	10.16	28.38	39.34	13.53	8.507	8.128	17.72	8.043	18.55	39.25	65.22	2.4019999999999997	4.125	18.6	38.91	14.58	19.77	31.89	13.71	20.9	18.69	22.91	22.46	21.57	9.526	24.5	20.4	13.5	3.635	15.89	40.69	23.28	37.32	31.86	2.417	60.49	19.53	37.41	25.24	16.53	12.2	31.29	26.66	31.56	21.79	19.66	23.39	16.74	10.15
ENSG00000118260.14	CREB1	8.808	5.468999999999999	2.958	3.7430000000000003	1.9969999999999999	2.695	5.132000000000001	7.7860000000000005	5.441	4.48	3.28	5.443	2.073	2.112	8.05	3.673	3.9330000000000003	5.587999999999999	3.5580000000000003	5.287000000000001	6.627000000000001	1.839	2.636	5.6129999999999995	2.7460000000000004	6.291	6.17	4.655	4.936	4.811	7.612	4.34	4.281000000000001	4.322	5.178999999999999	3.384	2.4419999999999997	4.41	4.812	7.202000000000001	4.12	4.204	3.505	2.928	7.902	6.209	1.909	2.9730000000000003	4.22	3.318	5.859	6.415	3.892	4.89	5.2139999999999995	9.078	3.753	3.552	8.515	4.92	4.055	4.1160000000000005	0.8557	3.491	4.338	6.251	3.265	6.367999999999999	5.752999999999999	5.795	4.77	5.672999999999999	4.664	6.6979999999999995	4.69	5.627999999999999	7.273	7.416	6.187	5.06	4.0969999999999995	2.443	8.798	5.95	6.557	4.481	6.551	4.6419999999999995	6.604	2.658	6.9110000000000005	2.498	5.167000000000001	3.141	3.6519999999999997	6.919	4.891	3.82	2.3409999999999997	7.207999999999999	6.942	3.536	1.214	8.211	3.052	1.851	3.502	2.133	4.336	4.445	3.52	5.996	6.643	3.7460000000000004	2.717	4.024	4.745	4.032	4.671	4.95	5.881	5.266	4.709	2.194	2.7680000000000002	5.5760000000000005	5.197	3.534	3.228	2.5180000000000002	7.004	6.749	4.927	2.089	7.172999999999999	5.729	13.24	11.24	9.271	3.09	3.695	2.2880000000000003	6.51	4.1160000000000005	5.316	5.431	3.866	8.959	4.08	3.8810000000000002	3.852	6.4910000000000005	7.119	3.888	8.616	4.186	3.9539999999999997	6.106	10.74	4.7	3.444	6.484	7.415	15.65	7.313	1.361	7.992000000000001	8.221	4.541	6.671	13.86	5.0280000000000005	9.25	8.29	5.278	5.486000000000001	7.233	6.659	7.6979999999999995	4.031000000000001	4.678999999999999	4.148	6.4239999999999995	6.687	6.141	18.96	8.133	1.5330000000000001	10.44	11.09	9.19	3.734	6.0120000000000005	5.867999999999999	5.124	7.308	5.0	2.775	4.692	4.4719999999999995	3.552	3.4410000000000003
