Name	Description	GTEX-11NUK-0011-R4a-SM-DO12B	GTEX-11ONC-0011-R4b-SM-DO93H	GTEX-11PRG-0011-R4a-SM-DNZZR	GTEX-11TTK-0011-R4a-SM-DNZZU	GTEX-11ZU8-0011-R4a-SM-5BC6Y	GTEX-11ZVC-0011-R4a-SM-5BC6Z	GTEX-12WSA-0011-R4a-SM-57WB7	GTEX-12WSD-0011-R4b-SM-5LZUA	GTEX-12WSF-0011-R4b-SM-5HL88	GTEX-12WSH-0011-R4a-SM-5GU6K	GTEX-12ZZW-0011-R4a-SM-5DUX9	GTEX-12ZZZ-0011-R4b-SM-5DUV7	GTEX-13112-0011-R4b-SM-5DUXL	GTEX-1313W-0011-R4b-SM-5KLZV	GTEX-131XH-0011-R4b-SM-5DUWB	GTEX-131YS-0011-R4a-SM-5DUVL	GTEX-1399T-0011-R4b-SM-5DUVX	GTEX-139T8-0011-R4a-SM-5HL54	GTEX-13CZV-0011-R4b-SM-5J2NY	GTEX-13FLV-0011-R4a-SM-5LZYU	GTEX-13JVG-0011-R4a-SM-5MR4C	GTEX-13N1W-0011-R4a-SM-5MR52	GTEX-13N2G-0011-R4b-SM-5MR54	GTEX-13NYB-0011-R4b-SM-9QEGJ	GTEX-13NYS-0011-R4b-SM-5MR3O	GTEX-13O3O-0011-R4b-SM-5KM3F	GTEX-13O3Q-0011-R4a-SM-5P9H2	GTEX-13OVH-0011-R4a-SM-5KM3W	GTEX-13OVJ-0011-R4b-SM-5P9H5	GTEX-13OVL-0011-R4b-SM-5L3HV	GTEX-13OW5-0011-R4b-SM-5L3HS	GTEX-13OW6-0011-R4a-SM-5O9DX	GTEX-13OW7-0011-R4b-SM-5O9CX	GTEX-13OW8-0011-R4a-SM-9WG6V	GTEX-13PVQ-0011-R4a-SM-5O9CT	GTEX-13QIC-0011-R4a-SM-5PNX8	GTEX-13RTJ-0011-R4b-SM-5PNX1	GTEX-13SLW-0011-R4b-SM-5S2W2	GTEX-13SLX-0011-R4a-SM-5O9BJ	GTEX-13VXU-0011-R4b-SM-5O9CI	GTEX-13X6I-0011-R4b-SM-5PNU9	GTEX-13X6J-0011-R4b-SM-5P9K4	GTEX-13X6K-0011-R4b-SM-5P9HO	GTEX-1445S-0011-R4a-SM-5PNWN	GTEX-144GL-0011-R4a-SM-5PNUI	GTEX-145LS-0011-R4b-SM-5S2UT	GTEX-145MI-0011-R4b-SM-5PNZH	GTEX-147GR-0011-R4a-SM-5S2V2	GTEX-14ABY-0011-R4b-SM-5S2VN	GTEX-14ASI-0011-R4a-SM-69LQ4	GTEX-14BIM-0011-R4b-SM-5S2RK	GTEX-14DAQ-0011-R4a-SM-5YYAI	GTEX-14E7W-0011-R4b-SM-62LEA	GTEX-14JFF-0011-R4a-SM-5ZZV5	GTEX-14JG1-0011-R4b-SM-62LEB	GTEX-14JIY-0011-R4b-SM-5ZZV7	GTEX-14PJM-0011-R4a-SM-5YYAS	GTEX-14PN4-0011-R4a-SM-686ZT	GTEX-14PQA-0011-R4b-SM-6AJBU	GTEX-15CHQ-0011-R4a-SM-686ZX	GTEX-15DCD-0011-R4a-SM-69LPB	GTEX-15DDE-0011-R4b-SM-7KULI	GTEX-15DYW-0011-R4a-SM-6M46V	GTEX-15EO6-0011-R4a-SM-7KUKZ	GTEX-15ER7-0011-R4a-SM-6M46S	GTEX-15SHU-0011-R4b-SM-7IGLC	GTEX-16YQH-0011-R4a-SM-7EPGI	GTEX-17EVP-0011-R4a-SM-79OML	GTEX-17EVQ-0011-R4b-SM-7LT94	GTEX-17F97-0011-R4b-SM-7KFS2	GTEX-17HG3-0011-R4a-SM-7IGLL	GTEX-183WM-0011-R4a-SM-7LG6S	GTEX-18464-0011-R4a-SM-7LG6T	GTEX-1A3MX-0011-R4b-SM-7EWFK	GTEX-1AX9I-0011-R4b-SM-7EPIB	GTEX-1B8L1-0011-R4a-SM-7EWFJ	GTEX-1B996-0011-R4b-SM-9OSVO	GTEX-1C6VR-0011-R4b-SM-9QEGZ	GTEX-1C6WA-0011-R4a-SM-9QEH2	GTEX-1CB4G-0011-R4b-SM-CJI28	GTEX-1CB4J-0011-R4b-SM-9WG5P	GTEX-1E1VI-0011-R4b-SM-9QEHV	GTEX-1EMGI-0011-R4b-SM-CJI2D	GTEX-1EX96-0011-R4a-SM-ARU82	GTEX-1F48J-0011-R4b-SM-9OSVX	GTEX-1F6IF-0011-R4b-SM-CKZNJ	GTEX-1F75A-0011-R4a-SM-ARL8J	GTEX-1F7RK-0011-R4b-SM-9QEI7	GTEX-1GF9W-0011-R4a-SM-CE6RH	GTEX-1GMR8-0011-R4a-SM-9OSX1	GTEX-1GN73-0011-R4b-SM-9QEIK	GTEX-1GTWX-0011-R4a-SM-C1YQI	GTEX-1GZ4I-0011-R4a-SM-9QEI9	GTEX-1H1CY-0011-R4b-SM-CJI3G	GTEX-1H1DG-0011-R4a-SM-CE6RQ	GTEX-1H1ZS-0011-R4b-SM-CKZO7	GTEX-1H23P-0011-R4b-SM-CL54R	GTEX-1H2FU-0011-R4a-SM-CL551	GTEX-1H3NZ-0011-R4a-SM-CL54T	GTEX-1H3O1-0011-R4b-SM-A9SKE	GTEX-1HB9E-0011-R4b-SM-ARZLS	GTEX-1HBPH-0011-R4a-SM-A96RX	GTEX-1HBPI-0011-R4a-SM-CJI3K	GTEX-1HCU6-0011-R4b-SM-ARU74	GTEX-1HFI6-0011-R4b-SM-A96RT	GTEX-1I1GR-0011-R4a-SM-CMKHC	GTEX-1ICLZ-0011-R4a-SM-CMKHL	GTEX-1IY9M-0011-R4a-SM-C1YQ2	GTEX-1J1OQ-0011-R4a-SM-D4P2A	GTEX-1J8EW-0011-R4b-SM-ARU89	GTEX-1J8Q2-0011-R4a-SM-ADEHA	GTEX-1JJEA-0011-R4a-SM-EXUTC	GTEX-1JMQJ-0011-R4b-SM-EXUT8	GTEX-1JN6P-0011-R4a-SM-EZ6MS	GTEX-1LSVX-0011-R4b-SM-EXURP	GTEX-1LVAO-0011-R4a-SM-EXURO	GTEX-1N2DW-0011-R4b-SM-EZ6MD	GTEX-1N2EE-0011-R4a-SM-EXOII	GTEX-N7MS-0011-R4a-SM-2HMKW	GTEX-N7MT-0011-R4a-SM-2I3G9	GTEX-NL3H-0011-R4a-SM-2I3GK	GTEX-NL4W-0011-R4a-SM-2I5GZ	GTEX-NPJ7-0011-R4a-SM-2I3GJ	GTEX-NPJ8-0011-R4a-SM-2HML3	GTEX-OHPN-0011-R4A-SM-2I5FD	GTEX-P44G-0011-R4A-SM-2I3FB	GTEX-P44H-0011-R4A-SM-2XCEW	GTEX-Q2AG-0011-R4A-SM-2HMKA	GTEX-QDT8-0011-R4A-SM-32PKM	GTEX-QMR6-0011-R4A-SM-32PKU	GTEX-QVJO-0011-R4A-SM-2S1QL	GTEX-QVUS-0011-R4A-SM-3GAE7	GTEX-R55E-0011-R4A-SM-2TC5H	GTEX-RNOR-0011-R4A-SM-3GAD3	GTEX-S7SE-0011-R4A-SM-2XCDB	GTEX-T5JC-0011-R4A-SM-32PLT	GTEX-T6MN-0011-R4A-SM-32QPG	GTEX-TSE9-0011-R4A-SM-3DB7H	GTEX-UTHO-0011-R4A-SM-3GIJP	GTEX-WHSE-0011-R4A-SM-3P5ZN	GTEX-WVLH-0011-R4A-SM-3MJFS	GTEX-WZTO-0011-R4A-SM-3NMC7	GTEX-X4EP-0011-R4B-SM-3P627	GTEX-X4XX-0011-R4B-SM-46MWL	GTEX-X585-0011-R4B-SM-46MVH	GTEX-XLM4-0011-R4B-SM-4AT5C	GTEX-Y8DK-0011-R4A-SM-EXUR1	GTEX-YFC4-0011-R4a-SM-4RGLQ	GTEX-ZAB4-0011-R4a-SM-4SOKB	GTEX-ZAK1-0011-R4a-SM-6AJBK	GTEX-ZE9C-0011-R4a-SM-4WKH6	GTEX-ZVZQ-0011-R4b-SM-57WCZ
ENSG00000109971.13	HSPA8	192.1	230.2	206.0	196.3	78.1	170.6	83.62	169.6	193.4	474.6	123.7	66.44	138.4	240.9	386.7	214.0	95.24	253.9	59.23	215.7	184.3	373.0	351.7	231.0	552.6	161.6	211.7	80.41	624.3	59.29	285.5	87.94	122.7	170.6	228.5	177.6	210.4	121.3	174.1	207.4	205.8	140.6	311.7	154.7	68.4	216.2	388.1	198.5	234.7	104.2	149.1	82.32	389.5	86.66	227.5	400.9	156.9	194.4	187.0	179.5	181.4	572.2	302.8	144.2	192.0	314.1	607.7	269.4	28.99	121.9	289.7	54.35	76.27	262.4	367.6	320.2	363.3	131.6	226.1	139.3	540.5	103.7	407.4	94.46	228.2	192.6	193.0	292.0	69.44	136.7	366.2	114.0	78.41	84.34	118.3	227.3	107.9	179.4	300.6	85.1	1338.0	94.85	136.9	345.2	286.7	100.7	218.3	344.2	156.3	89.49	88.75	44.25	293.9	51.6	230.4	230.9	234.4	117.3	284.3	172.2	259.3	349.5	163.1	362.0	62.76	188.5	157.2	452.6	186.3	124.3	345.1	265.6	461.2	350.5	235.3	401.6	231.4	433.6	178.8	476.7	241.4	412.5	463.2	165.5	469.1	260.9	78.22	283.3	166.6	227.8	58.25	230.6
ENSG00000004478.7	FKBP4	17.54	27.99	22.46	21.1	5.591	15.23	8.822000000000001	19.74	32.2	129.4	12.15	9.158	17.21	26.35	48.56	27.98	10.61	25.74	7.531000000000001	21.88	48.55	114.4	55.91	23.54	87.14	20.29	28.87	12.14	151.7	7.051	33.62	10.87	10.87	12.33	75.25	15.43	19.49	14.37	20.03	28.42	29.69	18.86	30.13	14.75	9.215	25.79	147.0	25.01	21.9	14.88	21.18	12.96	41.74	10.07	21.03	42.55	19.24	19.97	22.47	26.76	17.56	142.5	27.11	28.54	17.95	27.22	51.54	28.39	3.773	13.86	28.41	8.283	12.72	30.73	41.28	36.3	61.3	15.93	26.83	14.42	128.2	15.31	40.03	10.24	29.91	19.11	20.39	33.33	8.887	15.34	53.69	11.93	10.46	8.968	13.36	26.8	12.56	49.83	37.59	10.26	150.0	15.26	15.02	74.14	41.74	13.13	25.51	35.45	22.51	6.381	11.09	4.637	39.06	7.087000000000001	28.08	25.68	22.17	13.41	36.19	20.55	55.33	38.24	22.77	51.49	8.797	20.59	14.04	47.6	21.54	12.81	33.89	22.58	43.82	32.33	28.18	38.85	17.04	46.7	29.63	47.83	27.2	48.47	95.82	37.77	67.16	34.59	10.92	35.07	24.91	24.0	9.04	23.17
ENSG00000167588.12	GPD1	8.664	6.82	15.98	9.351	2.377	5.734	2.952	16.39	6.12	10.83	0.8058	2.8139999999999996	8.69	9.546	17.18	18.28	4.235	2.273	3.569	5.183	3.2880000000000003	13.28	12.42	11.25	4.473	8.533	9.471	3.2689999999999997	5.553999999999999	5.627999999999999	3.095	5.773	2.925	4.276	6.9239999999999995	7.751	13.46	4.521	5.619	9.282	5.377999999999999	8.833	6.062	7.431	5.27	9.387	4.512	16.61	10.26	10.18	4.584	7.98	47.93	4.209	6.361000000000001	21.2	10.94	11.9	3.477	8.532	7.422999999999999	3.5980000000000003	12.03	7.872000000000001	8.276	9.101	17.06	8.781	2.529	4.79	13.44	1.7830000000000001	9.309	4.377	28.52	16.4	19.23	8.87	7.773	10.58	7.494	7.664	16.48	5.531000000000001	13.34	5.106	6.484	15.28	4.301	1.725	15.11	5.394	4.285	5.356	6.284	8.232000000000001	3.9789999999999996	0.3112	6.202000000000001	6.805	7.34	13.84	16.0	11.28	11.14	8.794	4.208	13.37	4.819	3.188	2.138	1.781	12.87	6.021	9.2	5.087	33.07	7.218	26.14	7.159	3.918	4.544	2.589	2.565	2.4930000000000003	3.62	13.37	13.09	7.19	7.654	7.031000000000001	6.162000000000001	10.23	11.53	14.98	14.37	11.77	7.4270000000000005	2.296	19.32	11.81	12.74	2.345	2.576	12.46	8.751	6.504	17.15	8.262	24.17	2.262	9.203
ENSG00000123358.19	NR4A1	14.89	39.45	9.177	5.827000000000001	0.6935	5.746	3.708	23.12	13.1	3.063	1.693	24.85	33.07	27.68	75.67	5.127000000000001	4.105	8.041	5.364	30.47	58.73	58.35	6.0489999999999995	11.61	10.5	55.83	8.29	4.468999999999999	37.96	19.48	5.8629999999999995	40.95	35.5	26.09	38.58	35.09	8.422	6.107	44.52	19.59	7.374	18.72	22.92	8.472000000000001	8.677	54.78	28.8	2.004	6.064	9.004	2.821	35.44	11.03	1.2309999999999999	3.051	5.8389999999999995	42.0	12.7	3.7680000000000002	7.085	3.2960000000000003	9.782	52.3	8.846	15.09	3.833	31.77	19.48	2.648	12.87	2.63	6.9	4.736000000000001	11.51	12.22	13.11	11.88	6.212000000000001	20.3	6.558	23.63	14.88	112.8	21.9	6.297000000000001	94.62	2.376	7.01	3.5839999999999996	8.022	111.4	4.082	11.23	16.39	3.9010000000000002	3.608	3.767	3.622	5.16	3.319	327.2	12.91	7.975	11.51	9.213	21.63	5.983	13.82	2.013	27.95	1.986	9.737	2.379	7.182	86.03	3.958	3.576	18.16	11.15	4.479	4.2589999999999995	2.583	4.36	4.485	2.695	12.41	4.641	4.2780000000000005	3.3789999999999996	2.826	5.829	2.94	6.886	31.04	4.133	13.64	37.3	36.9	21.31	21.74	25.51	28.56	54.43	7.082999999999999	15.71	22.25	3.517	8.203	8.958	30.37	2.8760000000000003	17.95
ENSG00000155980.11	KIF5A	730.3	822.8	979.9	405.0	475.0	190.0	252.2	441.4	525.8	367.3	762.6	435.2	404.1	633.6	888.3	362.2	716.4	322.9	386.4	1205.0	706.6	633.6	626.8	659.4	708.0	803.6	1017.0	319.2	707.5	290.9	736.3	689.5	162.6	257.3	659.9	484.6	685.4	371.7	490.2	563.5	1123.0	1025.0	708.0	474.9	205.1	631.7	414.1	430.4	583.2	411.5	251.1	804.0	350.6	516.8	999.7	818.3	731.5	581.1	431.2	539.4	710.7	313.7	944.2	700.0	1208.0	662.6	990.8	774.4	210.1	341.7	587.2	64.58	374.3	678.8	549.2	573.5	453.7	559.7	590.4	573.4	448.6	297.9	778.8	263.5	454.0	738.4	761.6	816.2	771.1	697.8	623.2	879.7	487.0	713.5	611.9	481.9	341.7	117.9	793.0	383.6	645.8	679.3	366.8	618.4	710.8	639.1	658.4	710.0	766.9	209.6	523.5	116.6	487.2	159.7	439.2	889.7	542.4	374.3	513.0	723.3	459.8	969.6	765.2	385.3	815.5	706.6	378.9	942.5	697.8	508.4	1234.0	867.6	1057.0	1136.0	731.6	901.6	582.2	579.1	914.9	635.0	1204.0	898.8	62.56	656.0	1192.0	800.6	222.0	521.3	554.0	947.8	199.0	725.0
ENSG00000139289.13	PHLDA1	9.596	11.32	14.08	12.81	5.622999999999999	8.073	13.11	11.22	10.27	12.07	9.543	8.219	11.67	10.24	8.378	13.36	7.516	10.59	9.04	14.74	12.39	23.9	16.45	7.002999999999999	7.502000000000001	12.46	6.417000000000001	8.89	19.07	8.842	19.21	9.673	6.6610000000000005	6.442	26.2	11.55	8.352	10.26	12.26	9.517000000000001	20.06	12.96	15.87	10.92	6.237	12.67	11.52	13.65	13.85	10.12	10.34	12.67	14.63	7.232	6.803999999999999	10.97	12.67	14.51	10.47	17.15	9.65	20.5	11.84	12.47	14.37	8.796	14.74	10.78	4.311	8.269	13.23	4.126	9.738	11.36	8.48	9.166	12.14	8.311	8.355	8.878	19.81	8.628	12.78	8.387	11.95	11.25	7.947	3.637	16.06	8.826	17.6	9.115	12.31	7.124	16.08	13.74	13.04	3.072	18.53	9.999	12.55	8.015	8.73	12.59	13.0	8.577	6.882999999999999	13.05	9.892999999999999	4.957	9.552999999999999	2.925	6.756	9.793	10.53	19.74	10.75	11.16	15.94	15.64	6.689	14.4	10.95	7.919	11.53	25.43	14.52	10.76	16.51	12.47	14.48	11.81	15.27	10.44	12.25	11.98	11.36	12.28	14.17	36.45	12.91	9.131	24.99	13.74	10.45	11.22	10.57	13.71	11.04	18.87	5.559	11.55
ENSG00000257941.1	RP11-290L1.4	0.4555	0.3666	0.3674	0.09763	0.0	0.2111	0.047869999999999996	0.7798	0.4175	0.0	0.1939	0.0	0.2695	0.2009	0.4129	0.6161	0.1206	0.0	0.5658	0.1392	0.2489	0.5242	0.9156	0.2814	0.3133	1.093	0.2871	0.048389999999999996	0.5537	0.5465	0.8191	0.2385	0.1227	0.349	0.3599	0.1785	0.9215	0.5934	0.3518	0.7582	1.135	0.7074	1.127	0.7351	0.2897	0.2204	0.4215	0.0	0.9862	0.1005	0.2934	0.6939	0.0	0.0	0.1042	0.1808	0.3567	0.7816	0.355	1.053	0.5743	0.04477	1.614	0.4079	0.4271	0.3707	0.0	0.7665	0.09062	0.3396	0.0	0.03625	0.4675	0.3392	0.8998	0.2621	0.728	0.7093	0.1341	0.2605	1.849	0.08707000000000001	1.107	0.1712	0.7204	0.3368	0.0	0.2228	0.3291	0.07967	0.6252	0.6328	0.08893	0.04608	0.7151	0.7913	0.1357	0.1817	1.62	0.5113	0.6314	0.3144	0.1951	1.047	1.308	0.3949	0.1213	0.9953	0.2519	0.3647	0.2258	0.0	0.06298	0.06417	0.6075	0.0548	0.6871	0.2833	0.9727	0.5263	0.1352	0.6433	0.2364	0.3129	0.3371	0.662	0.4365	1.526	1.217	1.631	0.8643	0.6026	1.27	0.6946	1.01	0.8687	0.8988	0.03857	0.4565	0.7015	0.6127	0.8117	1.584	0.2507	1.043	0.8531	0.1329	0.5135	0.371	0.5206	0.07122	0.7568
ENSG00000133636.10	NTS	3.747	0.4607	6.41	7.666	0.9142	15.44	3.748	0.9311	0.5247	43.17	0.05686	0.2199	2.395	1.4140000000000001	2.325	15.96	0.7425	1.764	1.77	0.2449	0.0	0.8455	16.62	0.7427	1.102	0.2404	0.1684	1.8519999999999999	7.85	0.5409	7.746	3.252	3.1310000000000002	0.1116	3.815	61.76	6.997000000000001	10.44	1.294	4.132	0.4113	0.5857	0.08745	12.71	0.1699	30.76	0.4382	86.89	1.157	12.91	18.78	1.3840000000000001	0.6701	14.17	0.2291	2.148	0.6101	1.692	0.58	7.537000000000001	17.18	7.681	0.5809	3.3289999999999997	0.3221	0.1864	1.931	1.214	0.1329	1.75	16.72	0.0	1.851	0.2984	0.1484	0.1537	0.1281	0.336	0.4327	0.3437	0.1539	2.911	11.06	0.113	0.1584	0.4021	0.3654	0.3921	0.08272	0.1051	3.8960000000000004	0.1113	0.6454	0.8716	3.8789999999999996	3.1039999999999996	0.039810000000000005	0.1598	0.1096	0.184	0.0	7.652	8.369	0.2048	2.762	2.716	0.6756	1.265	2.358	0.1604	0.03973	0.2058	1.7180000000000002	2.766	3.073	1.8559999999999999	10.63	0.1246	0.5348	3.0669999999999997	0.7435	4.395	0.1664	0.2294	0.0	5.577000000000001	2.194	0.9033	2.141	0.1537	4.968999999999999	4.877	6.407	0.2222	11.63	2.126	3.9530000000000003	10.33	0.4016	72.08	5.178999999999999	0.1339	0.09955	2.233	2.14	0.1668	0.5846	29.95	0.5222	46.23	0.031330000000000004	0.4237
ENSG00000133639.4	BTG1	10.23	14.65	12.52	15.7	4.82	7.222	8.729	12.22	15.2	11.15	8.032	8.42	8.399	10.95	16.41	16.56	8.308	18.0	8.187000000000001	12.48	8.255	20.66	22.24	12.72	16.37	13.46	11.6	6.544	23.92	7.869	18.21	9.62	7.957000000000001	10.5	13.29	11.56	12.69	13.26	12.29	12.09	18.05	11.34	11.46	12.19	7.045	19.65	14.58	15.3	12.74	10.32	16.52	12.12	21.55	6.903	8.531	13.59	12.64	15.38	11.54	23.02	11.36	17.11	17.54	17.17	12.68	12.94	19.22	15.09	4.9639999999999995	12.24	16.98	4.981	7.347	12.89	16.06	15.04	14.48	8.693	13.48	10.39	38.21	10.73	23.18	8.918	19.41	14.22	12.26	13.28	7.4270000000000005	9.161	20.5	9.725	9.992	7.024	10.33	14.92	11.7	10.38	25.71	10.54	24.95	9.008	8.902000000000001	9.712	18.02	10.52	14.75	22.23	17.33	6.542000000000001	9.427	4.978	14.18	9.499	17.37	16.42	14.3	12.59	14.99	14.66	12.85	15.86	13.15	13.79	10.84	13.79	16.26	19.86	17.96	16.4	22.98	20.14	13.51	15.66	12.01	24.2	12.17	13.56	18.34	35.43	17.37	12.06	197.0	16.26	31.28	15.1	7.7989999999999995	14.2	16.69	17.44	5.182	11.65
ENSG00000185950.8	IRS2	10.03	10.03	11.85	17.15	5.1160000000000005	7.0729999999999995	5.532	10.61	7.872999999999999	12.61	7.569	3.009	7.777	11.15	17.44	13.77	10.27	10.76	7.565	9.002	5.695	13.05	23.69	8.002	24.83	19.14	12.68	7.011	16.63	3.7489999999999997	30.82	4.704	4.8389999999999995	8.619	6.181	9.079	15.28	12.0	7.386	11.15	11.39	8.237	14.08	8.62	4.306	15.47	4.354	9.7	11.36	8.336	12.42	8.359	14.31	5.787999999999999	9.287	14.2	7.85	15.9	10.73	16.0	11.74	5.662999999999999	19.4	16.55	11.84	11.94	20.89	11.35	4.1160000000000005	7.632999999999999	12.08	1.835	6.396	19.8	19.06	10.84	20.65	7.261	7.462000000000001	6.865	13.45	7.156000000000001	20.29	4.955	15.86	9.644	13.56	12.57	5.617999999999999	9.038	22.42	10.9	5.153	2.971	7.727	15.84	12.04	6.8	19.84	9.176	21.86	7.499	8.285	11.25	14.5	6.621	13.71	20.56	15.7	3.5860000000000003	8.58	2.412	12.28	6.022	17.75	15.53	9.856	8.856	10.31	14.88	12.65	13.81	13.09	10.6	5.872999999999999	13.68	19.71	22.75	13.59	8.934	19.19	11.63	18.53	15.55	14.46	14.3	11.52	15.32	11.29	22.77	13.64	14.67	38.49	11.23	17.75	17.09	3.5069999999999997	12.61	9.868	10.93	3.582	10.27
ENSG00000015133.18	CCDC88C	1.729	1.3769999999999998	2.056	1.508	0.529	3.444	1.043	2.282	0.9775	0.8539	1.0959999999999999	0.8479	0.7698	1.526	2.185	3.037	0.8782	1.669	1.374	3.236	1.014	3.056	3.9730000000000003	2.46	2.208	1.4169999999999998	1.4180000000000001	1.294	5.0169999999999995	1.598	5.653	1.169	1.5590000000000002	1.939	1.472	6.242000000000001	4.746	6.018	2.193	1.75	1.402	1.71	1.7719999999999998	2.246	1.008	4.942	1.2209999999999999	1.3130000000000002	3.7260000000000004	2.099	3.009	1.469	1.026	0.8552	0.4801	1.541	1.08	1.7169999999999999	1.8869999999999998	2.9610000000000003	3.832	0.6522	3.323	2.63	2.208	1.29	1.091	1.7009999999999998	0.2183	1.198	0.9733	0.6498	1.208	1.7990000000000002	1.92	2.013	1.751	0.8662	0.5546	0.8547	3.069	0.5747	4.301	0.8525	1.206	1.867	1.288	1.547	0.61	1.102	4.638999999999999	1.5190000000000001	0.9412	0.6791	1.207	4.33	0.9887	0.9252	2.765	2.492	3.3280000000000003	1.008	2.929	0.6225	2.292	1.518	1.706	3.065	1.841	1.474	1.146	0.6016	1.093	0.6317	2.371	1.699	1.713	1.42	1.1440000000000001	2.313	1.854	1.855	0.8609	1.739	0.9144	2.364	1.462	3.6719999999999997	2.841	1.3519999999999999	2.926	2.1430000000000002	2.65	2.332	2.9560000000000004	2.645	1.931	1.275	1.629	5.41	3.409	1.2930000000000001	15.6	1.0590000000000002	2.14	1.7469999999999999	1.104	3.597	0.7388	4.765	0.6625	2.4819999999999998
ENSG00000166710.17	B2M	225.4	265.6	281.8	526.5	86.43	287.3	112.7	218.7	328.9	289.2	125.5	182.0	215.2	217.2	235.7	233.7	191.5	273.9	83.55	213.9	200.1	253.2	498.1	318.2	300.7	177.2	183.2	111.2	536.0	154.2	229.7	237.6	129.8	196.9	204.7	222.5	313.3	360.2	195.8	183.6	519.1	167.2	309.1	332.0	221.3	229.9	468.2	421.2	231.2	175.9	190.4	236.3	459.7	153.9	186.7	199.2	265.0	480.9	202.7	463.4	246.1	385.6	279.6	264.7	219.9	140.0	324.1	218.1	112.1	490.3	262.4	175.8	196.6	208.4	257.5	262.8	420.3	121.3	252.7	193.3	1054.0	154.2	313.8	181.7	383.3	160.6	208.3	241.2	117.6	183.5	291.5	129.8	222.1	273.1	381.9	259.0	273.5	158.9	379.5	188.8	483.5	138.1	210.4	196.1	273.6	178.9	340.3	321.4	375.3	184.2	126.4	160.8	191.8	195.3	307.0	314.5	393.6	248.4	365.7	415.0	135.2	247.4	244.1	322.3	344.7	139.4	220.1	159.5	407.7	339.8	421.4	396.9	202.1	325.7	208.2	341.1	366.2	192.4	372.8	415.2	281.5	170.9	7924.0	241.1	951.2	327.1	171.3	303.7	441.0	339.1	135.7	223.7
ENSG00000140488.15	CELF6	7.867000000000001	9.568999999999999	13.99	7.126	1.8530000000000002	4.248	4.916	10.91	8.136000000000001	4.107	6.5089999999999995	2.765	6.362	13.09	16.7	17.48	8.48	9.7	4.579	10.94	2.904	9.988999999999999	10.33	9.661	9.945	12.19	11.8	5.454	9.012	3.735	11.13	5.3660000000000005	5.48	4.906000000000001	4.155	9.666	13.86	10.78	7.457000000000001	9.539	13.22	12.75	15.7	5.72	3.8939999999999997	10.72	4.301	3.485	15.85	5.244	13.94	8.488	9.651	1.72	12.95	12.7	9.547	10.84	6.17	12.6	11.78	2.6860000000000004	16.75	16.3	10.95	10.35	12.25	12.17	1.308	6.934	6.3839999999999995	2.373	8.273	11.14	17.64	13.04	10.57	7.997999999999999	9.827	3.719	5.519	4.834	19.1	3.7969999999999997	8.663	11.36	5.457000000000001	13.91	4.999	7.7989999999999995	17.05	10.41	4.957	2.065	7.412999999999999	12.62	3.306	6.066	24.21	6.778	18.43	7.218	7.81	9.104	23.94	8.464	11.72	18.01	7.821000000000001	2.9989999999999997	6.702000000000001	1.6340000000000001	8.964	1.847	14.05	12.11	8.767000000000001	6.352	10.55	9.453	5.761	8.729	8.022	7.557	1.963	9.158	9.812999999999999	25.4	18.86	12.3	20.12	17.84	25.49	19.09	11.99	12.13	9.88	11.11	6.319	11.35	17.19	13.15	12.1	10.72	18.12	20.08	4.935	11.58	17.29	9.965	2.656	11.88
ENSG00000091622.15	PITPNM3	48.62	15.75	65.57	14.77	7.972	3.647	6.135	34.24	20.93	7.632999999999999	13.1	6.755	8.479	50.88	60.92	45.05	23.86	11.5	14.69	19.45	4.928999999999999	58.86	48.77	12.8	16.08	48.15	77.7	22.99	4.668	6.595	32.39	16.45	5.942	6.067	6.848	10.67	36.83	11.92	34.16	56.28	35.12	45.27	68.83	15.03	7.1770000000000005	59.48	2.194	5.409	38.95	27.78	26.48	23.88	11.29	5.388	25.05	61.78	24.49	45.54	37.35	29.41	21.98	12.59	75.75	51.01	66.13	51.47	110.2	70.46	10.38	15.6	31.18	2.241	22.27	74.66	74.09	69.53	25.55	12.39	22.37	10.26	1.859	12.01	70.27	6.2010000000000005	30.38	21.91	47.32	63.6	16.96	44.35	46.99	58.55	7.582000000000001	6.211	10.58	37.91	3.718	1.393	101.6	21.08	47.65	39.06	24.99	31.39	43.51	24.87	24.93	89.89	19.12	4.405	10.17	3.8819999999999997	70.95	2.009	48.69	86.22	9.362	18.67	19.93	20.9	26.56	39.94	25.26	10.14	6.532	41.3	91.11	108.5	28.94	12.83	54.98	29.81	85.04	59.9	94.73	49.7	20.82	28.0	23.35	72.87	74.95	68.98	3.4589999999999996	17.6	25.27	44.79	9.774	52.61	43.62	32.88	7.808	62.22
