Name	Description	GTEX-11DZ1-0011-R2a-SM-DNZZM	GTEX-11EMC-0011-R2b-SM-DO114	GTEX-11GS4-0011-R2a-SM-DO942	GTEX-11GSO-0011-R2a-SM-57WDF	GTEX-11GSP-0011-R2b-SM-9QEGE	GTEX-11PRG-0011-R2a-SM-69LQ5	GTEX-11TUW-0011-R2b-SM-DO92T	GTEX-11UD1-0011-R2b-SM-5BC6O	GTEX-11WQC-0011-R2a-SM-DO927	GTEX-11ZTS-0011-R2b-SM-5BC75	GTEX-12WSA-0011-R2a-SM-57WDK	GTEX-12WSD-0011-R2a-SM-5LZWB	GTEX-12WSF-0011-R2a-SM-5DUVU	GTEX-12WSH-0011-R2a-SM-5GU68	GTEX-12ZZX-0011-R2a-SM-5EGLG	GTEX-1313W-0011-R2a-SM-5EGLF	GTEX-131XH-0011-R2b-SM-5DUVY	GTEX-132Q8-0011-R2b-SM-5EQ5Z	GTEX-1399T-0011-R2b-SM-5DUXM	GTEX-139TS-0011-R2b-SM-5J1MX	GTEX-13CF2-0011-R2a-SM-5L3DC	GTEX-13FXS-0011-R2b-SM-5K7XX	GTEX-13G51-0011-R2b-SM-5LZXS	GTEX-13N2G-0011-R2a-SM-5MR4Q	GTEX-13NYB-0011-R2a-SM-5MR3C	GTEX-13NYS-0011-R2b-SM-5MR4G	GTEX-13O3O-0011-R2b-SM-5P9H1	GTEX-13O3Q-0011-R2b-SM-5KM3K	GTEX-13OVJ-0011-R2b-SM-5L3GP	GTEX-13OW6-0011-R2a-SM-5L3HG	GTEX-13OW8-0011-R2a-SM-5L3G2	GTEX-13PDP-0011-R2b-SM-5O9DH	GTEX-13QJC-0011-R2b-SM-5PNUN	GTEX-13RTJ-0011-R2a-SM-5PNW9	GTEX-13SLW-0011-R2b-SM-5O9C6	GTEX-13SLX-0011-R2b-SM-5S2VP	GTEX-13X6I-0011-R2b-SM-5PNWQ	GTEX-13X6K-0011-R2b-SM-5P9K3	GTEX-1445S-0011-R2b-SM-5PNUH	GTEX-145LS-0011-R2a-SM-5PNZI	GTEX-147GR-0011-R2b-SM-5S2RQ	GTEX-14ASI-0011-R2b-SM-5YY9H	GTEX-14BIM-0011-R2b-SM-69LQ6	GTEX-14BIN-0011-R2a-SM-5S2RJ	GTEX-14C5O-0011-R2a-SM-5ZZV2	GTEX-14JG1-0011-R2a-SM-5ZZVE	GTEX-14PJO-0011-R2a-SM-5ZZVF	GTEX-14PN4-0011-R2a-SM-6EU2Y	GTEX-15CHQ-0011-R2b-SM-6AJAD	GTEX-15DCD-0011-R2b-SM-6LPIE	GTEX-15DYW-0011-R2b-SM-7KUKY	GTEX-15EO6-0011-R2a-SM-6M46R	GTEX-15ER7-0011-R2a-SM-6M46O	GTEX-15RJE-0011-R2b-SM-79OMP	GTEX-16Z82-0011-R2b-SM-79OK9	GTEX-17EVP-0011-R2a-SM-7LG4W	GTEX-17HG3-0011-R2a-SM-7MGVX	GTEX-18464-0011-R2a-SM-731AL	GTEX-1A3MX-0011-R2b-SM-7EWFL	GTEX-1A8G7-0011-R2a-SM-7IGQI	GTEX-1B8L1-0011-R2a-SM-9OSVL	GTEX-1B8SG-0011-R2b-SM-79OOT	GTEX-1B933-0011-R2b-SM-7IGNM	GTEX-1B996-0011-R2a-SM-7IGON	GTEX-1C6VR-0011-R2a-SM-7RHGZ	GTEX-1CB4G-0011-R2a-SM-9QEGQ	GTEX-1E1VI-0011-R2a-SM-9QEGS	GTEX-1EKGG-0011-R2a-SM-CE6R8	GTEX-1EMGI-0011-R2b-SM-9OSVS	GTEX-1EU9M-0011-R2b-SM-9QEH7	GTEX-1F48J-0011-R2a-SM-CL535	GTEX-1F6I4-0011-R2a-SM-CL536	GTEX-1F6IF-0011-R2b-SM-9QEHB	GTEX-1F75B-0011-R2a-SM-ARL8I	GTEX-1GMR8-0011-R2a-SM-CE6RD	GTEX-1GN1U-0011-R2a-SM-CL53A	GTEX-1GN2E-0011-R2a-SM-9WG7D	GTEX-1GN73-0011-R2a-SM-CJI2V	GTEX-1GTWX-0011-R2b-SM-ADEH5	GTEX-1GZ2Q-0011-R2b-SM-9OSWO	GTEX-1H1DG-0011-R2a-SM-ADEIQ	GTEX-1H1ZS-0011-R2b-SM-CL54Q	GTEX-1H23P-0011-R2a-SM-CKZP3	GTEX-1H3O1-0011-R2b-SM-CKZOT	GTEX-1H3VE-0011-R2a-SM-CE6SA	GTEX-1HB9E-0011-R2b-SM-A96RW	GTEX-1HFI6-0011-R2a-SM-CMKH5	GTEX-1HR98-0011-R2a-SM-ARL7A	GTEX-1HSMO-0011-R2a-SM-CL553	GTEX-1HT8W-0011-R2a-SM-CMKH9	GTEX-1I1CD-0011-R2a-SM-CM2T3	GTEX-1I1GS-0011-R2b-SM-CMKHG	GTEX-1I1GV-0011-R2a-SM-ARZLF	GTEX-1IGQW-0011-R2b-SM-D4P26	GTEX-1IKJJ-0011-R2b-SM-ARZLJ	GTEX-1IKOH-0011-R2a-SM-CMKHO	GTEX-1IL2U-0011-R2a-SM-ARU6V	GTEX-1IY9M-0011-R2a-SM-D4P29	GTEX-1J1OQ-0011-R2b-SM-ARU88	GTEX-1J8Q2-0011-R2b-SM-EAZ2X	GTEX-1JMQK-0011-R2a-SM-EYYXQ	GTEX-1LB8K-0011-R2a-SM-EZ6MQ	GTEX-1LH75-0011-R2b-SM-EYYWQ	GTEX-1LSNL-0011-R2a-SM-EZ6MK	GTEX-1LVA9-0011-R2a-SM-EZ6MJ	GTEX-1LVAO-0011-R2a-SM-EYYX1	GTEX-1MA7X-0011-R2b-SM-EZ6MT	GTEX-1RLM8-0011-R2a-SM-EZ6N4	GTEX-N7MS-0011-R2a-SM-2HML6	GTEX-N7MT-0011-R2a-SM-2I3GI	GTEX-NL4W-0011-R2a-SM-2I5GV	GTEX-NPJ7-0011-R2a-SM-2I3GF	GTEX-NPJ8-0011-R2a-SM-2TC6M	GTEX-OHPN-0011-R2A-SM-2I5FB	GTEX-OXRO-0011-R2A-SM-3NB1W	GTEX-P44G-0011-R2A-SM-2XCD2	GTEX-PWO3-0011-R2A-SM-2S1OX	GTEX-Q2AG-0011-R2A-SM-2HMIT	GTEX-QDT8-0011-R2A-SM-32PKQ	GTEX-QMR6-0011-R2A-SM-32PKV	GTEX-R55E-0011-R2A-SM-EYYV9	GTEX-RU72-0011-R2A-SM-2TF6O	GTEX-S7SE-0011-R2A-SM-2XCDC	GTEX-T2IS-0011-R2A-SM-32QPF	GTEX-T5JC-0011-R2A-SM-32PLZ	GTEX-T6MN-0011-R2A-SM-32QOW	GTEX-UTHO-0011-R2A-SM-3GIKC	GTEX-WHSE-0011-R2A-SM-3P5ZL	GTEX-X4XX-0011-R2A-SM-3P623	GTEX-X585-0011-R2B-SM-46MVF	GTEX-XLM4-0011-R2B-SM-4AT5Z	GTEX-XMD1-0011-R2B-SM-4AT5N	GTEX-YFC4-0011-R2a-SM-4V6DZ	GTEX-YJ89-0011-R2b-SM-4RGLT	GTEX-Z93S-0011-R2a-SM-4RGNG	GTEX-ZAB4-0011-R2a-SM-4RGNP	GTEX-ZDXO-0011-R2b-SM-4WKFG	GTEX-ZE9C-0011-R2a-SM-4WKGH	GTEX-ZV68-0011-R2a-SM-4YCDK
ENSG00000026025.15	VIM	32.78	35.52	63.38	34.57	29.92	32.53	89.44	76.71	38.89	58.8	54.47	17.53	37.6	42.38	28.35	33.52	39.08	280.5	58.79	58.57	27.97	49.3	44.88	30.21	118.6	60.68	26.48	34.3	77.08	29.04	43.16	47.6	53.62	32.51	36.85	30.12	63.65	68.93	29.94	48.13	39.17	42.69	84.35	28.62	57.41	39.81	34.28	42.49	63.57	44.19	37.45	42.48	29.16	52.66	32.34	48.16	42.34	39.01	37.95	31.01	31.19	44.96	45.06	36.37	44.49	73.66	34.16	34.51	28.55	65.81	207.9	53.16	60.5	40.13	35.48	27.56	17.69	23.73	38.34	20.07	105.1	45.59	34.5	56.3	45.91	22.4	70.9	101.8	140.8	56.33	33.44	102.9	46.98	62.96	43.17	81.06	57.26	34.84	45.11	48.57	368.4	51.34	71.21	73.07	57.78	77.56	31.42	26.09	48.22	182.0	69.78	90.14	131.6	150.1	61.35	21.46	53.41	69.32	40.73	60.97	36.09	36.99	63.52	56.13	24.33	41.06	106.4	49.64	80.0	193.5	74.38	71.56	414.4	33.69	27.66	92.96	26.07	76.9	29.42
ENSG00000122877.15	EGR2	0.07827	0.1641	0.13	0.2242	3.535	0.09193	5.016	0.2351	0.3926	1.374	0.2683	0.3615	0.6034	0.3964	0.1879	0.6231	1.1420000000000001	0.1856	0.7821	0.2946	0.2235	1.034	0.2798	0.2384	1.6669999999999998	0.508	0.4054	0.34600000000000003	14.38	0.507	0.16	0.05446	1.335	0.1615	0.1476	8.63	0.1065	1.393	0.2964	3.389	0.2571	0.6124	0.741	0.2053	1.587	0.812	0.03294	2.11	0.7599	2.755	1.521	0.1251	0.1183	0.6485	3.637	0.1528	0.1745	0.1102	0.3917	0.061	0.09468	1.238	0.3485	1.0859999999999999	0.5378	2.861	0.7632	0.9421	1.515	0.6072	0.2247	0.5854	2.0069999999999997	0.2481	0.1658	1.069	0.1286	1.297	0.1793	1.35	0.522	0.392	0.031639999999999995	0.5073	0.08578999999999999	3.261	0.7364	0.5719	0.215	0.2664	0.1067	0.4414	0.8621	0.2634	0.1209	0.09022999999999999	1.2690000000000001	9.113999999999999	0.1193	0.06071	0.5071	0.354	0.3539	0.4379	0.4926	0.1595	0.303	0.05227999999999999	1.405	0.3421	0.3041	0.9283	0.056179999999999994	0.3142	0.3959	0.3408	0.4983	0.2531	0.2761	0.33	2.222	0.7424	0.3973	15.56	4.825	1.8459999999999999	0.4617	5.768	0.3692	1.253	0.8737	0.017759999999999998	0.6025	0.3699	0.1052	0.1324	0.6526	0.276	1.835
ENSG00000189319.13	FAM53B	21.41	8.389	22.24	12.97	12.37	10.38	8.758	26.47	13.41	25.92	22.1	7.441	8.394	12.44	9.052	11.68	35.32	29.33	10.55	31.9	8.708	13.48	12.35	22.83	57.13	16.21	11.36	9.805	8.605	17.62	10.13	12.19	16.54	12.57	8.291	14.66	19.25	12.48	12.68	18.42	16.78	12.75	7.981	9.051	28.92	21.83	8.575	13.66	22.14	14.22	13.04	9.572000000000001	12.38	15.42	21.46	14.19	9.572000000000001	10.75	18.65	7.997999999999999	10.12	12.77	13.74	15.37	6.534	12.16	8.127	6.821000000000001	9.772	8.65	14.91	13.32	19.9	10.06	9.02	18.79	4.994	23.3	21.44	5.392	40.56	10.0	6.155	13.78	5.417999999999999	19.79	20.45	24.79	36.52	13.11	9.732999999999999	19.47	29.57	8.996	24.43	18.64	10.3	30.86	8.074	30.66	26.87	30.97	21.12	9.382	10.09	9.626	11.27	7.519	30.22	45.66	12.7	39.84	10.98	12.51	14.78	22.13	10.31	37.04	14.78	10.8	11.76	12.69	17.68	21.22	35.89	19.22	41.95	23.83	111.9	39.94	20.79	14.22	21.75	7.091	10.07	46.21	9.936	47.0	10.22
ENSG00000176697.18	BDNF	1.669	0.06452000000000001	0.3704	0.7793	2.102	0.1445	0.0762	0.1164	0.7929999999999999	0.4748	0.0747	0.1478	0.3689	0.2266	2.22	4.249	0.34700000000000003	0.1945	2.5469999999999997	0.1604	0.2833	1.626	0.5185	0.7359	0.05607	0.4615	0.7311	3.4410000000000003	0.2074	1.8840000000000001	1.266	0.1142	0.5272	0.5874	0.05803	1.943	0.1396	0.165	1.194	0.7438	1.443	0.5597	0.9669	0.1704	1.3019999999999998	0.7603	0.3884	1.038	1.37	1.146	0.8314	0.08602	8.34	0.3528	1.248	0.4772	0.1902	0.1617	1.006	0.1918	4.561	0.1048	1.399	0.3056	0.1103	1.422	1.242	1.141	1.412	0.2493	0.1296	1.662	0.6276	0.006843999999999999	0.3265	0.030789999999999998	0.0809	0.3911	0.1443	0.010790000000000001	0.2122	0.07849	0.0304	0.3673	0.02997	1.696	0.8683	0.1567	0.3181	0.9203	0.2203	0.08826	0.9652	0.1179	0.7542	0.009457	0.1135	1.617	0.02084	0.04136	0.1539	0.0371	1.52	1.214	0.02615	0.1738	0.3449	0.0411	0.9037	0.2818	0.1644	0.9334	0.1178	0.1038	0.0634	0.8037	0.2114	1.764	3.449	0.3555	0.1847	1.27	0.4759	1.402	1.48	0.6683	0.2354	2.305	0.2598	1.675	0.8	0.1536	1.694	0.054189999999999995	3.7769999999999997	0.7354	0.1507	0.0452	0.2162
ENSG00000167996.15	FTH1	1497.0	745.6	789.8	702.4	670.1	389.0	1267.0	1105.0	509.6	878.7	640.7	343.6	791.0	1089.0	1142.0	619.1	1641.0	2332.0	797.6	866.4	574.0	511.5	630.7	1261.0	2693.0	2997.0	1305.0	1108.0	2129.0	1275.0	726.7	606.7	786.2	920.5	635.5	860.1	902.2	830.3	798.0	668.2	593.3	514.3	977.4	383.4	2475.0	1126.0	779.9	949.5	1034.0	596.7	585.6	1227.0	738.8	1404.0	1303.0	1548.0	368.5	333.7	850.7	839.6	438.5	965.8	655.7	828.9	383.3	616.8	544.2	659.9	1391.0	763.2	1379.0	607.6	1200.0	1713.0	606.9	1167.0	372.7	1519.0	1341.0	646.9	3110.0	2111.0	552.1	1464.0	1331.0	2399.0	1506.0	1454.0	2745.0	981.2	496.1	1479.0	966.5	666.4	1450.0	1025.0	333.3	1057.0	1009.0	917.8	1464.0	1126.0	1228.0	571.5	1275.0	1275.0	705.2	452.1	1442.0	2532.0	517.7	1950.0	813.2	641.1	685.2	1092.0	1485.0	1869.0	835.4	1128.0	739.3	745.1	1353.0	1357.0	1106.0	1771.0	1151.0	1882.0	2497.0	1773.0	1666.0	2141.0	998.8	492.7	974.1	2246.0	345.4	2282.0	933.4
ENSG00000109971.13	HSPA8	454.3	130.2	273.7	162.8	700.2	129.0	279.1	294.2	217.3	266.3	166.9	52.73	278.0	576.0	511.7	725.8	334.1	334.7	365.1	135.6	160.4	223.3	207.2	361.2	561.5	617.5	137.1	590.0	602.0	517.9	202.8	340.0	536.1	338.9	150.4	626.8	235.0	322.7	252.8	542.1	161.2	184.2	315.2	123.6	451.1	377.1	156.0	359.8	667.2	216.7	151.2	305.8	1353.0	147.3	253.1	194.5	116.6	80.34	410.1	143.1	811.1	237.7	666.9	403.4	181.2	418.5	226.4	306.6	634.2	163.2	199.4	453.8	250.1	224.0	120.9	121.9	90.06	540.8	251.1	163.9	283.1	322.2	94.51	175.9	175.9	988.2	711.4	375.0	828.5	442.1	95.79	214.5	355.9	193.1	310.2	104.8	127.5	476.4	99.49	128.3	378.4	140.7	433.6	276.8	190.9	263.9	165.7	116.0	644.5	371.3	305.6	575.4	401.2	106.5	469.8	378.2	163.2	667.6	474.1	309.1	273.6	172.1	504.2	313.0	393.2	430.5	379.0	782.4	691.2	783.2	261.1	255.7	373.1	92.08	803.2	424.5	110.6	160.9	255.6
ENSG00000004478.7	FKBP4	70.03	10.53	27.41	18.58	83.8	10.53	60.94	25.93	17.52	24.35	14.23	7.117000000000001	33.55	119.7	41.25	51.05	32.0	26.33	31.11	18.21	11.17	24.79	21.44	41.12	53.26	103.8	16.82	47.47	152.7	47.21	17.15	115.0	35.16	26.52	15.32	72.0	27.48	20.46	29.47	38.71	30.62	17.85	33.91	13.6	40.93	33.82	11.24	30.23	58.11	20.45	23.72	28.73	99.08	20.53	33.08	25.86	9.549	8.774	39.8	15.0	47.23	35.76	50.58	45.89	10.04	34.21	23.69	21.39	50.6	14.39	17.11	32.3	29.95	27.94	17.2	15.06	5.421	39.61	17.66	17.31	31.81	38.75	7.706	12.83	13.75	121.5	60.8	36.6	135.0	39.56	8.012	22.04	35.53	13.23	33.34	13.0	8.922	39.29	15.69	16.93	23.07	21.4	42.56	24.09	17.22	23.39	20.18	11.5	66.95	31.31	35.8	40.7	50.87	10.04	149.0	35.24	17.02	63.11	37.06	22.74	21.7	24.12	34.55	27.32	44.67	41.21	39.25	74.0	126.2	83.63	24.6	23.77	46.23	6.721	90.28	41.64	7.472	34.73	28.2
ENSG00000167588.12	GPD1	5.194	11.19	41.43	24.05	30.18	23.22	33.89	38.66	22.2	51.76	9.6	13.69	16.05	32.72	11.58	30.31	30.97	15.16	28.72	20.98	18.49	30.32	19.28	17.15	154.3	17.11	26.57	24.8	6.976	28.76	16.76	2.039	9.36	19.55	3.265	13.71	14.21	14.26	17.75	29.71	28.18	22.51	16.83	19.09	28.44	54.05	14.73	15.94	34.46	16.4	29.15	3.761	25.55	8.767999999999999	24.37	31.69	23.78	14.88	12.76	20.2	21.52	41.4	32.86	31.23	13.91	52.11	14.0	19.12	22.26	13.83	41.72	29.94	26.68	5.324	2.966	31.66	10.34	38.06	50.73	4.563	36.33	16.34	4.341	33.07	4.035	11.23	54.17	18.41	19.67	27.18	15.2	21.07	28.55	23.23	36.2	23.14	12.05	48.11	3.2880000000000003	18.71	52.65	75.33	17.51	21.74	43.02	25.17	33.54	4.513	76.52	61.27	25.03	36.76	3.1010000000000004	15.96	5.775	38.27	13.3	109.3	15.05	16.52	12.99	17.09	86.21	49.17	36.87	64.19	17.08	56.02	57.45	19.6	29.61	11.08	66.57	15.43	19.26	50.19	24.18	61.66	14.53
ENSG00000123358.19	NR4A1	4.359	26.07	5.442	3.074	87.2	1.52	10.83	5.337999999999999	9.035	53.44	4.7410000000000005	17.58	16.44	5.043	14.26	15.88	61.66	7.0889999999999995	3.6	14.94	9.228	18.55	5.687	2.365	62.36	9.408999999999999	6.446000000000001	15.9	53.42	43.85	22.63	8.769	36.18	8.117	5.553999999999999	122.2	5.347	51.3	9.575	113.9	2.529	28.33	3.09	5.523	12.29	24.86	1.406	16.11	5.843999999999999	3.092	54.74	1.5390000000000001	27.43	4.973	64.61	32.18	6.155	3.3110000000000004	12.62	3.2439999999999998	7.011	24.83	7.131	5.807	16.91	14.11	41.77	52.22	33.67	45.79	3.633	42.38	51.81	3.07	12.02	2.9	7.205	24.03	3.2439999999999998	3.603	4.602	2.745	3.355	1.955	3.135	71.28	3.017	2.801	10.92	21.31	2.073	2.866	20.66	2.713	16.5	7.484	38.16	5.388	4.038	2.283	7.0089999999999995	39.17	2.907	85.28	11.46	2.089	17.12	0.4927	19.59	5.593999999999999	2.27	4.713	4.4239999999999995	2.9	24.49	17.66	3.4760000000000004	9.076	3.426	2.476	4.1530000000000005	40.92	3.177	6.2410000000000005	17.94	68.83	38.42	34.75	9.123	14.21	15.12	4.532	153.4	5.507000000000001	5.608	6.237	18.1	3.484	28.73
ENSG00000155980.11	KIF5A	308.3	29.41	59.88	49.3	103.5	27.06	48.84	37.47	39.9	54.48	28.96	20.99	48.18	27.14	144.8	172.0	115.1	33.31	113.5	60.54	21.77	54.15	60.8	70.38	62.07	74.29	69.26	114.8	71.53	121.4	39.65	20.83	38.48	69.53	11.3	109.8	107.6	21.57	68.02	125.2	78.28	33.82	63.86	33.29	108.2	114.1	28.23	115.8	178.2	88.17	82.5	21.57	325.0	49.53	67.93	112.8	27.16	24.85	88.56	34.52	148.3	37.63	162.4	32.19	27.43	73.61	62.04	65.9	97.69	89.9	26.44	93.52	69.83	31.68	25.07	36.81	16.66	124.3	54.79	10.67	68.35	19.0	11.76	36.33	10.38	126.9	164.2	136.4	88.36	243.4	29.7	18.79	62.99	55.29	114.9	47.05	42.53	86.6	20.77	71.32	72.76	23.87	132.9	67.83	36.94	22.47	70.7	9.607000000000001	283.2	66.98	23.97	66.36	49.99	44.76	47.3	91.06	93.62	167.8	168.0	62.56	197.6	100.2	110.4	64.9	83.87	93.46	141.5	156.7	117.3	268.2	65.74	27.56	65.71	19.99	438.5	167.9	32.09	41.58	31.13
ENSG00000139289.13	PHLDA1	7.106	8.543	14.27	10.09	18.8	4.123	22.11	30.34	8.088	17.6	11.14	3.238	14.6	9.887	17.55	15.17	13.85	13.67	9.804	15.43	4.895	12.54	12.07	10.32	4.535	9.602	12.55	6.709	22.73	15.97	7.586	4.672	12.53	12.87	2.9619999999999997	17.14	11.53	12.87	12.75	17.05	11.91	9.42	10.98	7.237	17.73	13.51	6.178	20.64	17.43	11.41	11.97	11.66	17.99	23.37	18.26	13.65	8.654	7.221	15.13	5.365	13.93	8.371	11.42	11.83	6.872999999999999	12.59	9.59	12.49	13.59	12.27	10.41	17.03	17.71	4.559	8.163	12.18	4.181	15.86	9.201	9.472999999999999	16.15	2.349	3.28	8.216000000000001	5.919	15.55	14.19	13.68	5.417999999999999	19.3	5.622000000000001	7.3839999999999995	11.25	8.142999999999999	10.33	11.48	4.255	12.43	7.817	13.38	11.54	7.358	23.27	20.55	8.506	11.14	8.392000000000001	0.8331	13.88	15.34	12.06	9.126	7.303	5.771	8.061	29.23	9.043	12.57	16.25	17.66	12.94	10.56	19.87	20.03	19.89	17.94	18.43	27.77	11.77	16.8	13.12	7.58	11.31	4.404	11.41	12.71	4.657	8.865	9.507
ENSG00000257941.1	RP11-290L1.4	0.2649	0.2315	0.2749	0.4552	0.5851	0.2828	0.2734	0.7074	0.3875	0.5513	0.0	0.04894	0.2917	0.0	0.3179	0.1081	0.9272	0.4187	0.4941	0.5865	0.09759	0.7181	0.5411	0.2989	1.0859999999999999	0.5731	0.5246	0.2856	0.20600000000000002	0.9359	0.1032	0.061439999999999995	0.6026	0.6429	0.03569	0.7379	0.2163	0.4098	0.5158	0.9175	0.5801	0.1928	0.0	0.1737	0.8371	1.173	0.3902	0.7324	0.7793	0.5671	1.1440000000000001	0.2116	0.6407	0.5853	0.6478	0.3309	0.04725	0.1492	0.7697	0.05161	0.6992	0.1289	0.6022	0.7486	0.2374	0.2397	0.09144	0.4398	0.1928	0.1695	0.03803	1.715	0.3354	0.0884	0.0	0.6364	0.2438	1.183	0.9536	0.0836	1.226	0.08943999999999999	0.1071	0.2259	0.0	0.8719	1.537	0.6159	0.1712	0.5738	0.4064	0.2752	1.5030000000000001	0.2229	1.474	0.0	0.3537	0.389	0.0	0.6986	0.4516	0.1917	0.7319	1.235	0.08442000000000001	0.0	0.07071000000000001	0.07078	0.3458	0.5514	0.3217	0.4384	0.1521	0.5086	0.0	0.4119	0.4818	1.371	1.304	0.3103	0.2434	0.3077	0.1537	0.5839	0.7522	0.6524	2.6180000000000003	1.078	3.142	0.3113	0.8157	0.1803	0.8156	0.05384	0.7118	1.254	0.1872	0.2919	0.2023
ENSG00000133636.10	NTS	0.1864	3.095	2.322	0.6674	1.57	0.6967	0.3367	0.6223	0.9741	4.001	0.2996	0.1292	5.817	0.6438	6.881	6.659	3.807	0.3377	2.142	1.2209999999999999	6.396	0.9673	0.8926	3.997	1.858	2.219	1.81	8.09	3.262	0.4117	0.6579999999999999	0.1621	4.1080000000000005	1.159	0.0314	104.4	10.18	0.7571	259.3	1.899	92.63	0.9328	8.667	0.2038	17.68	88.32	2.28	3.06	1.577	2.467	0.3872	4.212	0.3523	4.5969999999999995	21.78	2.602	0.3326	0.8312	83.57	1.6340000000000001	3.127	0.6806	134.6	1.018	1.131	35.39	142.6	7.327000000000001	2.5610000000000004	11.16	0.3513	36.53	50.41	0.4277	0.2042	0.3849	0.3983	1.2009999999999998	24.16	0.09807	21.51	3.239	0.1099	0.6558	0.1277	0.2877	390.4	1.935	28.67	5.751	0.5959	0.4668	17.23	0.8169	112.1	6.635	0.6224	25.24	0.3157	7.502000000000001	2.861	0.4216	6.38	1.05	0.5942	1.861	3.608	1.043	2.0540000000000003	20.71	0.0566	12.37	0.3346	2.38	0.3275	1.015	1.06	0.2512	57.1	2.293	1.5630000000000002	0.0	3.245	0.6718	2.013	0.5298	1.635	21.02	1.068	3.697	0.7176	0.2908	1.541	0.5921	0.04817	7.765	11.08	0.0	0.4272
ENSG00000133639.4	BTG1	14.16	9.651	13.19	10.8	12.32	6.096	28.91	19.32	11.15	24.02	16.7	4.571000000000001	11.39	11.46	9.684	8.856	15.53	29.64	9.832	13.57	5.78	10.49	9.605	14.4	18.14	19.16	9.974	7.601	27.84	12.19	9.097999999999999	11.47	17.64	10.93	5.836	13.88	16.45	9.015	17.01	20.27	9.345	10.12	11.96	8.787	18.81	11.55	7.486000000000001	20.64	14.69	10.99	12.35	12.09	9.291	17.08	27.85	12.78	5.642	6.685	13.13	10.74	9.937999999999999	15.79	11.45	12.38	7.601	15.45	9.432	6.78	16.34	11.79	20.08	13.21	17.17	11.09	5.945	20.3	4.861000000000001	8.937000000000001	8.884	15.44	16.9	6.292000000000001	8.32	9.816	9.237	16.97	15.01	15.25	16.34	14.28	11.77	11.78	14.24	8.492	20.17	11.61	8.735	16.32	15.57	14.69	28.29	9.899	19.66	14.61	9.805	13.96	11.59	4.086	16.37	26.17	11.03	20.47	17.88	14.86	11.64	18.01	14.02	17.27	18.89	16.78	16.64	10.9	17.05	17.89	21.03	21.71	21.21	22.21	31.33	29.8	16.39	17.61	26.49	7.321000000000001	8.427999999999999	16.08	8.517999999999999	12.84	7.806
ENSG00000185950.8	IRS2	16.36	4.802	11.58	8.679	14.6	4.8069999999999995	7.61	15.22	6.976	13.02	9.11	2.9389999999999996	6.906000000000001	7.415	10.39	15.09	11.25	16.73	11.91	6.446000000000001	5.3229999999999995	9.749	9.681000000000001	13.79	8.814	27.94	9.752	11.55	10.44	18.46	8.118	5.534	17.87	17.24	8.243	15.59	10.27	9.231	11.98	16.32	7.975	7.553	15.42	7.162999999999999	23.94	12.7	7.191	14.92	19.16	9.759	10.93	13.89	20.61	19.84	13.07	9.193	3.6910000000000003	4.827	17.53	6.3629999999999995	15.94	5.724	15.77	17.36	4.279	11.21	6.572	9.691	16.44	7.564	8.786	15.35	12.92	7.017	8.738999999999999	6.46	3.693	15.78	12.08	5.74	15.59	9.44	2.575	6.367999999999999	7.728	26.81	16.26	9.031	15.0	11.36	5.619	12.12	13.73	4.456	23.35	9.451	3.093	14.4	10.33	12.75	15.58	9.486	20.78	8.859	5.746	14.74	9.689	7.404	17.35	18.21	7.731	14.52	9.067	4.397	6.354	11.64	6.568	14.99	22.24	17.21	8.828	11.65	13.32	12.5	11.53	18.54	18.13	19.04	34.52	24.15	13.0	11.54	9.937000000000001	2.75	16.05	16.79	3.43	6.94	5.8389999999999995
ENSG00000015133.18	CCDC88C	1.1420000000000001	0.7271	1.173	1.068	1.4180000000000001	0.9463	1.198	1.3030000000000002	1.6380000000000001	1.5019999999999998	1.382	0.6906	0.6944	0.635	1.328	0.9507	1.385	0.9928	1.3330000000000002	0.8165	1.33	1.8	1.4969999999999999	1.9080000000000001	2.658	1.141	1.178	1.105	2.3169999999999997	1.2819999999999998	1.482	0.7866	1.169	0.9402	1.521	1.368	1.4769999999999999	2.01	0.8414	1.453	1.234	1.736	0.6057	1.2590000000000001	1.556	1.666	0.9229999999999999	1.329	2.168	1.4269999999999998	1.68	1.24	1.0659999999999998	1.268	1.278	1.949	0.726	0.6621	1.217	0.7195	0.9117	0.9171	1.2309999999999999	0.9488	0.5809	1.067	0.7829999999999999	1.389	1.005	0.9451	0.7899	2.134	1.311	0.4829	0.9291	0.8283	0.547	1.349	1.07	0.7643	0.9520000000000001	1.452	0.5869	1.023	0.7077	0.7411	1.624	1.6269999999999998	6.343	1.196	0.6269	1.581	1.7309999999999999	0.5791	2.608	0.5039	1.6269999999999998	0.985	0.8092	0.7179	1.018	1.167	0.9276	1.061	0.6437	0.9188	1.175	0.588	2.366	2.19	0.7724	1.58	1.212	1.281	1.19	1.463	0.9687	3.3139999999999996	1.123	1.278	1.784	1.062	2.654	1.237	1.148	1.656	1.278	1.982	3.888	1.4480000000000002	1.16	1.023	1.9169999999999998	0.4963	0.5515	1.055	0.5858	2.2319999999999998	0.6724
