Name	Description	GTEX-1192X-0011-R9b-SM-DO934	GTEX-11DZ1-0011-R9a-SM-DO933	GTEX-11EMC-0011-R9b-SM-DO921	GTEX-11GSP-0011-R9b-SM-5NQ77	GTEX-11ONC-0011-R9b-SM-5NQ8J	GTEX-11UD2-0011-R9b-SM-DO926	GTEX-11WQK-0011-R9b-SM-5BC6N	GTEX-11ZTS-0011-R9b-SM-DO93Q	GTEX-11ZUS-0011-R9b-SM-5BC76	GTEX-11ZVC-0011-R9a-SM-57WC5	GTEX-12126-0011-R9b-SM-5BC6P	GTEX-12WSC-0011-R9a-SM-5GU4U	GTEX-12WSD-0011-R9a-SM-5GU6W	GTEX-12WSH-0011-R9b-SM-5LZUG	GTEX-131XW-0011-R9a-SM-5N9EO	GTEX-131YS-0011-R9b-SM-5EQLY	GTEX-139T4-0011-R9b-SM-5HL6S	GTEX-139UW-0011-R9b-SM-5LZYT	GTEX-13CIG-0011-R9a-SM-5K7VU	GTEX-13CZV-0011-R9a-SM-5LZXT	GTEX-13FLV-0011-R9b-SM-5L3DA	GTEX-13FTY-0011-R9b-SM-5KM2U	GTEX-13FXS-0011-R9a-SM-5K7UI	GTEX-13JUV-0011-R9a-SM-5LZX3	GTEX-13N1W-0011-R9b-SM-5MR4R	GTEX-13N2G-0011-R9b-SM-5MR4E	GTEX-13NYB-0011-R9b-SM-5MR5P	GTEX-13NYS-0011-R9b-SM-5MR44	GTEX-13NZA-0011-R9b-SM-5MR5I	GTEX-13O1R-0011-R9b-SM-5KM33	GTEX-13OVJ-0011-R9b-SM-5L3GD	GTEX-13OVL-0011-R9a-SM-5P9GX	GTEX-13OW5-0011-R9b-SM-5O9CL	GTEX-13PL6-0011-R9b-SM-5O9CH	GTEX-13PLJ-0011-R9b-SM-5O9DV	GTEX-13PVQ-0011-R9b-SM-5LU3B	GTEX-13QJC-0011-R9b-SM-5PNX3	GTEX-13RTJ-0011-R9a-SM-5Q5AY	GTEX-13S7M-0011-R9a-SM-5O9DW	GTEX-13SLW-0011-R9a-SM-5O9BT	GTEX-13SLX-0011-R9b-SM-5SI6X	GTEX-13VXU-0011-R9b-SM-5SI73	GTEX-13X6I-0011-R9b-SM-5PNZJ	GTEX-145LU-0011-R9b-SM-5SI66	GTEX-147GR-0011-R9a-SM-5S2UY	GTEX-148VJ-0011-R9b-SM-5SI77	GTEX-14ABY-0011-R9a-SM-5PNZK	GTEX-14BIL-0011-R9a-SM-5SI7A	GTEX-14BIM-0011-R9a-SM-6LLJL	GTEX-14BIN-0011-R9a-SM-5SI76	GTEX-14BMV-0011-R9b-SM-5ZZUA	GTEX-14E6C-0011-R9a-SM-6EU33	GTEX-14E7W-0011-R9a-SM-62LE6	GTEX-14JIY-0011-R9a-SM-6EU34	GTEX-14PJM-0011-R9b-SM-6EU35	GTEX-14PJO-0011-R9b-SM-62LE9	GTEX-14PN4-0011-R9a-SM-6LLH9	GTEX-15CHQ-0011-R9a-SM-6LLHX	GTEX-15DCD-0011-R9b-SM-7KUED	GTEX-15DDE-0011-R9b-SM-6M46U	GTEX-15DYW-0011-R9b-SM-6PALB	GTEX-15EO6-0011-R9a-SM-6PALG	GTEX-15ER7-0011-R9b-SM-6PALF	GTEX-15G19-0011-R9b-SM-7KUEE	GTEX-16NPV-0011-R9b-SM-79ONF	GTEX-16XZZ-0011-R9b-SM-7DHKX	GTEX-16Z82-0011-R9a-SM-7DUFA	GTEX-17EVQ-0011-R9b-SM-79OJY	GTEX-18464-0011-R9a-SM-731BK	GTEX-1A32A-0011-R9b-SM-7MGXD	GTEX-1A8G7-0011-R9b-SM-7IGQH	GTEX-1B8L1-0011-R9b-SM-9WG5U	GTEX-1B933-0011-R9a-SM-79OOR	GTEX-1BAJH-0011-R9b-SM-7EPIQ	GTEX-1C6VQ-0011-R9a-SM-7SB85	GTEX-1C6VS-0011-R9b-SM-9WG5W	GTEX-1CAMQ-0011-R9a-SM-9WG5Z	GTEX-1CAV2-0011-R9b-SM-9WG5M	GTEX-1CB4H-0011-R9a-SM-CKZNL	GTEX-1EH9U-0011-R9b-SM-9WG5T	GTEX-1EKGG-0011-R9a-SM-CMKFV	GTEX-1EU9M-0011-R9a-SM-9WG61	GTEX-1EWIQ-0011-R9a-SM-ARL8L	GTEX-1F52S-0011-R9a-SM-9WG62	GTEX-1F6I4-0011-R9a-SM-CMKFU	GTEX-1F88F-0011-R9b-SM-9WG7L	GTEX-1GF9V-0011-R9a-SM-CL53K	GTEX-1GF9W-0011-R9b-SM-9WG7J	GTEX-1GN1U-0011-R9b-SM-CMKFW	GTEX-1GN2E-0011-R9b-SM-9WG7F	GTEX-1GN73-0011-R9a-SM-CKZO5	GTEX-1GTWX-0011-R9a-SM-ADEH4	GTEX-1GZ2Q-0011-R9a-SM-9WG7A	GTEX-1GZ4I-0011-R9b-SM-B2LY8	GTEX-1GZHY-0011-R9a-SM-9WG5R	GTEX-1H1DF-0011-R9b-SM-CM2RN	GTEX-1H1DG-0011-R9b-SM-ACKVB	GTEX-1H1ZS-0011-R9a-SM-CM2SO	GTEX-1H23P-0011-R9a-SM-CM2T1	GTEX-1H2FU-0011-R9b-SM-CE6S4	GTEX-1H3NZ-0011-R9a-SM-ADEH7	GTEX-1H3O1-0011-R9b-SM-CM2SQ	GTEX-1HBPH-0011-R9a-SM-CMKH3	GTEX-1HBPI-0011-R9b-SM-ARL76	GTEX-1HBPM-0011-R9b-SM-ARL7C	GTEX-1HFI6-0011-R9b-SM-CMKH4	GTEX-1HGF4-0011-R9a-SM-ADEH9	GTEX-1HR98-0011-R9b-SM-ARL79	GTEX-1HSMO-0011-R9b-SM-CM2T2	GTEX-1I19N-0011-R9a-SM-CMKHN	GTEX-1I1CD-0011-R9a-SM-CMKHB	GTEX-1I1GS-0011-R9b-SM-CMKHF	GTEX-1I1GV-0011-R9b-SM-ARZLE	GTEX-1I1HK-0011-R9a-SM-CMKHK	GTEX-1ICLZ-0011-R9a-SM-ARL7E	GTEX-1IDJH-0011-R9a-SM-ADEIN	GTEX-1IGQW-0011-R9b-SM-D4P25	GTEX-1IKJJ-0011-R9a-SM-ARZLI	GTEX-1IY9M-0011-R9b-SM-D3L8J	GTEX-1J1OQ-0011-R9b-SM-ARZMK	GTEX-1J8EW-0011-R9b-SM-D4P2F	GTEX-1J8JJ-0011-R9a-SM-ACKVF	GTEX-1JJ6O-0011-R9a-SM-EYYXP	GTEX-1JMLX-0011-R9a-SM-EYYXM	GTEX-1JN1M-0011-R9a-SM-EZ6MR	GTEX-1KANB-0011-R9b-SM-EZ6MO	GTEX-1LB8K-0011-R9a-SM-EZ6MP	GTEX-1LSNL-0011-R9b-SM-EYYWK	GTEX-1LVA9-0011-R9a-SM-EYYWF	GTEX-1LVAO-0011-R9a-SM-EZ6MY	GTEX-1MJK2-0011-R9b-SM-EZ6MZ	GTEX-1OJC4-0011-R9a-SM-EZ6N1	GTEX-1R46S-0011-R9a-SM-EZ6N7	GTEX-1RQEC-0011-R9a-SM-EZ6N3	GTEX-NL4W-0011-R9a-SM-2I3G1	GTEX-NPJ7-0011-R9a-SM-2TC5R	GTEX-NPJ8-0011-R9a-SM-2YUN5	GTEX-OHPN-0011-R9A-SM-5TDEJ	GTEX-OXRO-0011-R9A-SM-3NB1X	GTEX-PWO3-0011-R9A-SM-EVR2V	GTEX-Q2AG-0011-R9A-SM-2HMJ6	GTEX-QDT8-0011-R9A-SM-CYPRD	GTEX-QVJO-0011-R9A-SM-2S1QH	GTEX-QVUS-0011-R9A-SM-3GIJA	GTEX-R55E-0011-R9A-SM-2TC6C	GTEX-RNOR-0011-R9A-SM-2TF52	GTEX-RU72-0011-R9A-SM-2TF67	GTEX-T5JC-0011-R9A-SM-32PLV	GTEX-T6MN-0011-R9A-SM-32QOZ	GTEX-TSE9-0011-R9A-SM-3DB7Q	GTEX-WL46-0011-R9A-SM-3MJFP	GTEX-XLM4-0011-R9A-SM-4AT45	GTEX-XMD1-0011-R9A-SM-4AT49	GTEX-YFC4-0011-R9a-SM-4SOK4	GTEX-YJ89-0011-R9a-SM-4SOK7	GTEX-ZAB4-0011-R9a-SM-4SOKG	GTEX-ZE9C-0011-R9a-SM-4WWCY	GTEX-ZF28-0011-R9a-SM-4WWDY	GTEX-ZVZQ-0011-R9a-SM-51MRH
ENSG00000168314.17	MOBP	1256.0	649.1	2232.0	879.0	846.9	1783.0	1489.0	1016.0	2411.0	1348.0	2249.0	750.2	1202.0	1654.0	2126.0	1572.0	1179.0	3029.0	759.2	1231.0	817.1	1432.0	1657.0	1445.0	1831.0	1625.0	2147.0	666.5	1294.0	637.1	717.9	1542.0	405.6	989.1	2968.0	1320.0	1046.0	1390.0	882.7	794.1	1430.0	1430.0	1209.0	2278.0	1643.0	3143.0	2322.0	1848.0	1513.0	1326.0	1315.0	1726.0	2272.0	1387.0	1777.0	1826.0	985.5	871.2	1297.0	561.0	1397.0	1002.0	1434.0	844.9	879.6	1636.0	2779.0	2879.0	1465.0	1342.0	882.7	1071.0	1255.0	1452.0	2463.0	1413.0	940.5	3426.0	726.9	1080.0	1802.0	1652.0	1554.0	1468.0	1643.0	1783.0	2207.0	768.9	1778.0	1176.0	469.3	2656.0	1191.0	2092.0	1399.0	2283.0	702.9	1634.0	904.8	879.1	973.9	1833.0	2272.0	1208.0	1474.0	1074.0	841.2	1126.0	1506.0	1746.0	1031.0	3811.0	966.5	1405.0	879.8	2086.0	1164.0	573.6	1915.0	1751.0	1592.0	2952.0	1065.0	2636.0	988.2	2200.0	1025.0	1639.0	739.5	1003.0	2028.0	1178.0	1209.0	1867.0	712.7	1093.0	1486.0	832.6	1192.0	1229.0	1077.0	1535.0	751.0	1405.0	1095.0	1253.0	1203.0	1812.0	2211.0	1467.0	2000.0	1105.0	1394.0	956.2	2810.0	988.4	2608.0	1261.0	1355.0
ENSG00000151577.12	DRD3	0.029939999999999998	0.030889999999999997	0.02841	0.0	0.01728	0.04832	0.06844	0.037360000000000004	0.0821	0.0	0.0	0.0	0.1229	0.0	0.0	0.0	0.0	0.0	0.0	0.042010000000000006	0.0	0.0	0.01786	0.04009	0.0823	0.0	0.0	0.0	0.0	0.0231	0.1256	0.0	0.0	0.0	0.0	0.0	0.0	0.05201	0.0	0.02196	0.0	0.02167	0.01064	0.08469	0.0	0.0	0.02951	0.0	0.0	0.0	0.03943	0.0	0.08084	0.0	0.0	0.020319999999999998	0.0266	0.04217	0.03695	0.0	0.0	0.2026	0.014419999999999999	0.01647	0.0	0.0	0.0	0.02968	0.0	0.0	0.0	0.0	0.1037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0161	0.0	0.8983	0.06067	0.0	0.0	0.027839999999999997	0.0	0.0	0.1542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036789999999999996	0.0	0.01895	0.0	0.0	0.02025	0.0	0.0	0.029089999999999998	0.0	0.0156	0.02188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1263	0.0	0.0	0.0	0.032510000000000004	0.0	0.0	0.0	0.0	0.0	0.01324	0.0	0.1011	0.0	0.0	0.0	0.0	0.0	0.2938	0.0	0.2976	0.149	0.0	0.0	0.0	0.0	0.01258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06334
ENSG00000163659.12	TIPARP	10.47	10.52	10.26	9.641	6.614	31.77	15.82	7.899	9.621	5.5520000000000005	15.55	7.832999999999999	9.801	21.52	18.8	17.93	20.7	21.15	7.56	23.07	9.562000000000001	7.148	18.51	19.42	17.0	22.21	5.181	45.0	16.79	7.524	14.6	8.565	109.9	4.531000000000001	13.94	9.412	12.51	22.14	13.33	9.667	20.75	13.58	7.648	15.97	17.38	8.513	18.49	35.93	17.14	9.795	14.89	14.44	9.693999999999999	13.2	21.51	21.09	12.87	54.58	37.15	16.39	14.99	20.1	20.73	20.97	10.86	46.39	17.93	21.41	29.72	25.26	17.99	10.37	15.87	12.14	12.77	10.13	7.377000000000001	11.11	8.826	22.8	13.08	9.98	10.71	14.93	13.42	13.45	16.41	3.627	32.65	5.122999999999999	14.05	15.45	14.5	9.388	14.73	15.37	6.742999999999999	25.47	14.8	26.88	5.407	8.344	21.83	11.7	11.44	8.346	2.781	3.7489999999999997	8.76	39.93	9.453	14.39	4.019	16.32	7.809	14.07	4.6930000000000005	18.34	15.24	22.9	5.456	11.06	44.78	14.97	27.56	9.466000000000001	10.2	13.87	7.428	8.059	20.94	4.175	25.03	14.48	7.858	18.44	17.43	15.46	18.74	11.08	4.631	15.28	7.348	14.71	12.29	22.45	5.1579999999999995	98.96	6.829	15.6	12.67	8.288	37.69	16.06	9.016	21.9	22.03	15.17	25.28
ENSG00000109189.12	USP46	20.49	15.06	23.31	20.09	10.73	20.66	10.57	15.72	27.3	14.76	35.09	18.51	20.94	24.03	23.03	32.03	21.23	19.2	11.51	12.54	9.292	14.56	29.13	24.28	16.8	21.72	28.58	12.05	21.26	7.707000000000001	17.31	17.8	23.29	14.37	24.67	13.7	16.26	19.42	12.9	17.44	20.68	24.9	17.17	26.8	28.64	13.1	30.57	28.77	21.23	16.95	19.76	12.26	25.39	25.84	17.69	18.45	16.94	27.71	19.75	14.69	29.04	26.14	32.22	14.37	8.908999999999999	27.55	23.64	27.35	19.6	11.54	19.82	17.08	23.56	22.18	40.59	12.1	10.07	18.73	8.257	10.85	21.37	21.12	19.1	22.21	15.89	22.8	38.31	6.5889999999999995	19.87	11.57	21.87	12.78	16.32	25.6	20.51	12.57	8.761000000000001	23.47	11.17	18.63	10.84	17.15	19.4	14.36	10.5	18.03	8.453	10.46	10.17	20.49	8.714	13.19	11.48	26.16	13.32	14.45	12.96	15.8	20.66	30.14	12.55	24.87	19.99	20.03	16.2	16.0	11.91	19.17	15.79	16.31	32.15	12.14	18.86	20.13	11.06	17.59	25.42	15.79	11.0	11.01	18.42	24.78	28.87	24.39	21.84	36.44	13.77	30.82	25.03	20.14	26.39	14.33	21.75	25.23	28.94	22.01	23.92	16.02	25.93
ENSG00000164116.16	GUCY1A3	4.978	4.093999999999999	3.395	4.137	2.364	1.4409999999999998	1.1159999999999999	2.456	3.2060000000000004	2.175	5.035	4.488	5.562	2.602	5.211	13.56	3.1839999999999997	0.8825	2.992	2.365	1.643	2.242	8.777000000000001	3.1460000000000004	0.8974	7.517	2.681	2.5269999999999997	3.4739999999999998	0.8265	4.629	2.369	3.213	1.444	3.862	1.054	1.845	2.898	1.597	2.73	6.33	9.08	3.263	2.099	7.602	1.1179999999999999	5.23	4.944	3.391	3.6189999999999998	3.043	0.9479	5.033	4.573	2.228	4.637	2.702	21.77	9.456	5.095	7.335	6.216	8.731	4.328	0.6591	5.928999999999999	1.92	4.775	4.841	1.176	2.661	4.428999999999999	7.325	5.72	5.385	2.633	1.395	0.6211	1.565	3.6919999999999997	3.867	1.459	4.481	4.311	2.367	7.4270000000000005	5.212000000000001	0.9241	2.028	1.841	9.041	1.136	1.1179999999999999	3.5410000000000004	3.17	1.301	1.04	7.572	1.972	8.324	1.264	3.2510000000000003	2.202	5.617999999999999	1.244	4.074	1.051	3.51	1.9909999999999999	1.7930000000000001	0.7926	0.6129	2.1109999999999998	2.32	3.4789999999999996	2.3080000000000003	1.305	5.577999999999999	3.103	2.114	2.247	1.804	2.4659999999999997	2.34	3.7880000000000003	1.393	0.8956	2.202	3.8960000000000004	0.8086	4.825	2.195	3.3110000000000004	4.01	1.263	3.325	4.1160000000000005	2.546	2.8819999999999997	2.597	2.613	6.611000000000001	11.07	6.452999999999999	9.45	11.36	1.5030000000000001	10.11	5.88	4.393	3.7319999999999998	2.224	5.577000000000001	7.442	4.16	11.28	3.88	3.7760000000000002	7.36
ENSG00000164344.15	KLKB1	3.202	4.137	2.9210000000000003	6.6979999999999995	2.1630000000000003	0.4407	0.5249	1.3730000000000002	1.242	1.0979999999999999	2.4219999999999997	4.689	4.422	3.446	2.978	2.036	1.921	2.228	0.5961	1.062	4.675	1.1640000000000001	4.769	1.396	2.678	4.02	1.156	1.848	2.31	0.7755	1.406	1.5390000000000001	2.449	1.556	3.3960000000000004	1.7519999999999998	2.362	1.984	1.084	4.57	4.673	1.419	1.6669999999999998	3.318	4.032	0.6033	3.841	4.811	2.095	2.6039999999999996	4.185	0.9301	1.156	1.722	4.082	2.511	2.5580000000000003	4.737	2.7110000000000003	1.614	6.832000000000001	4.4319999999999995	5.332999999999999	1.611	1.0659999999999998	4.138999999999999	2.44	2.83	2.5669999999999997	1.594	2.329	0.9483	2.665	3.1660000000000004	1.232	0.3747	1.97	2.016	0.7276	4.788	2.004	1.175	2.772	2.037	5.657	2.434	5.98	0.6324	7.767	0.8148	1.409	1.672	2.2640000000000002	5.154	1.835	0.7752	0.4589	1.55	1.456	3.155	1.639	5.266	4.205	3.823	2.615	3.0610000000000004	0.4825	2.702	1.574	1.517	3.5839999999999996	2.3819999999999997	0.3935	3.895	3.3930000000000002	3.66	1.851	4.405	4.666	2.985	2.742	3.1260000000000003	4.8180000000000005	3.2569999999999997	2.8160000000000003	4.775	2.437	3.411	1.456	0.3959	3.676	1.6019999999999999	2.8510000000000004	3.266	1.405	0.4394	1.9269999999999998	2.7739999999999996	0.8534	2.302	1.05	4.065	3.9330000000000003	2.6180000000000003	5.47	4.941	1.8659999999999999	1.3119999999999998	1.1159999999999999	2.083	3.42	0.9143	1.601	5.093	2.474	3.917	2.6510000000000002	1.368	1.93
ENSG00000164326.4	CARTPT	4.604	28.4	7.56	36.51	7.523	0.6679	4.316	12.59	11.14	2.752	26.98	10.13	9.004	1.093	0.7179	6.666	1.068	0.9397	2.1319999999999997	3.7739999999999996	33.17	4.272	3.858	32.42	0.7821	5.968999999999999	23.83	117.5	9.961	2.135	33.88	13.97	1.7480000000000002	1.3319999999999999	0.5849	0.7556	0.8685	0.1797	1.266	21.38	3.195	9.922	20.97	0.8048	2.5789999999999997	0.4906	0.4843	0.6318	20.95	11.96	11.96	3.7039999999999997	2.5140000000000002	20.54	0.7618	0.5619	7.513999999999999	6.848	3.415	29.07	2.432	3.3930000000000002	0.7226	1.4509999999999998	2.222	7.017	0.1541	0.2051	6.486000000000001	1.867	0.32799999999999996	2.065	17.24	1.5090000000000001	1.389	1.601	4.324	1.5819999999999999	1.2790000000000001	5.867999999999999	23.77	4.508	6.167999999999999	9.407	2.8539999999999996	0.527	1.62	1.3869999999999998	1.057	0.6708	43.65	0.0	2.481	71.24	6.517	1.4	2.685	66.63	3.761	0.488	10.44	32.67	0.5202	4.277	0.5449	4.726	2.2359999999999998	1.44	2.112	14.06	4.023	2.5469999999999997	4.127	5.327000000000001	33.91	0.9701	6.731	10.2	1.238	6.218999999999999	8.902000000000001	1.672	1.391	0.6998	28.44	5.82	4.615	5.162999999999999	20.5	0.4243	1.156	8.126	1.52	27.08	23.99	25.79	39.64	4.454	0.1135	45.62	0.2918	5.191	121.3	5.916	101.2	23.29	1.357	1.6280000000000001	8.952	5.534	0.5433	5.023	3.075	16.59	0.4124	8.198	0.5044	2.827	8.727
ENSG00000112078.13	KCTD20	20.95	19.7	15.65	14.23	11.66	32.12	14.79	12.42	18.74	10.7	25.24	13.57	17.55	18.61	20.45	28.48	16.95	27.35	9.328	15.17	10.5	11.35	28.96	22.45	22.96	23.4	11.66	19.56	19.28	7.057	21.04	17.81	29.71	7.284	22.69	13.51	13.01	26.58	12.31	15.03	22.43	23.91	13.16	22.79	23.56	17.21	34.51	35.0	20.75	17.74	27.28	26.8	23.27	22.25	25.24	30.14	21.36	39.23	26.97	11.38	30.01	29.37	35.59	20.46	10.19	38.28	25.44	27.15	29.49	20.43	20.1	18.51	27.26	17.29	18.98	9.102	11.75	11.71	8.72	17.62	20.58	14.84	18.83	17.06	23.15	20.18	27.87	5.978	26.94	7.902	28.35	24.42	20.43	18.17	22.62	11.38	6.867000000000001	41.19	16.62	26.46	11.43	12.92	26.16	18.07	12.01	16.83	3.823	6.723	8.763	19.75	10.11	19.4	6.744	21.48	13.72	21.13	7.8229999999999995	21.13	25.19	21.02	10.78	17.95	16.0	18.9	27.96	14.35	10.8	18.37	11.64	11.46	26.86	8.612	21.03	22.08	12.92	18.78	19.14	23.73	10.28	15.62	9.231	29.82	23.79	21.84	27.27	34.52	7.652	50.18	15.84	14.68	24.92	12.55	24.83	23.92	21.27	22.05	20.96	14.24	19.79
ENSG00000112079.8	STK38	16.39	20.95	12.04	12.66	8.426	12.9	5.9510000000000005	8.179	8.791	7.436	12.8	9.441	12.33	17.03	12.31	12.39	11.74	11.97	7.306	10.84	9.949	5.712000000000001	15.27	16.14	9.707	19.87	9.01	16.72	11.63	2.931	14.07	9.612	29.97	5.688	14.79	8.35	10.99	13.46	9.767000000000001	13.5	11.86	13.47	11.69	13.84	13.75	8.759	16.26	17.8	12.85	9.615	20.27	5.17	7.327000000000001	14.15	12.77	15.69	14.61	30.34	13.73	13.39	16.14	14.77	13.98	13.52	8.541	17.6	15.81	13.3	20.01	9.305	11.83	8.766	13.66	10.55	9.547	7.15	6.535	7.478	4.763999999999999	9.273	5.367999999999999	6.785	13.42	14.76	14.81	12.26	15.74	4.493	18.12	5.567	11.27	9.294	9.876	13.16	10.33	10.21	5.452999999999999	10.11	10.39	24.2	10.07	10.73	18.71	11.24	14.41	8.373	2.783	7.447	11.47	12.29	9.006	11.61	5.586	26.35	9.728	16.13	6.551	9.177	17.68	15.51	7.815	13.35	11.06	11.1	20.73	8.795	8.296	12.75	5.1	10.46	16.0	6.127000000000001	12.56	11.56	10.41	9.547	19.21	18.2	12.11	17.3	4.078	14.98	15.6	18.69	15.51	26.87	6.382000000000001	20.61	9.177	12.64	16.51	5.88	18.63	17.01	16.95	19.55	17.13	13.34	8.503
ENSG00000164434.11	FABP7	17.51	8.267999999999999	19.41	20.12	9.861	11.16	5.666	12.84	23.87	10.04	13.18	20.58	35.67	17.57	19.78	44.36	10.42	5.815	8.777000000000001	15.58	12.82	14.12	35.12	8.985	7.654	22.33	19.02	7.901	13.21	4.473	7.157	10.64	25.17	5.596	14.42	8.947000000000001	7.1579999999999995	17.18	4.8	7.5760000000000005	19.84	11.23	10.95	24.87	18.75	3.554	14.36	10.74	15.22	9.745	15.91	9.043	42.14	36.85	16.73	15.87	7.14	19.6	13.6	8.017000000000001	34.76	12.35	20.89	5.416	6.822	15.54	17.34	17.23	15.24	9.235	21.97	12.59	16.31	19.06	8.462	3.9330000000000003	7.359	4.15	5.553	30.27	43.7	16.89	15.19	13.51	9.967	13.08	23.46	2.798	12.36	8.27	14.03	3.002	12.6	13.23	18.5	6.4079999999999995	6.312	22.62	4.66	28.2	14.16	14.76	25.76	21.92	5.019	15.4	3.6319999999999997	12.15	5.388999999999999	21.82	4.772	12.87	10.39	18.62	12.85	27.57	11.64	14.33	37.2	25.22	15.58	15.18	63.74	15.5	22.82	14.22	10.27	17.79	17.74	73.58	28.12	13.8	17.43	26.37	5.433	6.8020000000000005	8.892999999999999	12.69	7.8260000000000005	9.207	5.6579999999999995	21.66	12.53	33.61	15.66	18.13	7.66	14.49	17.85	22.24	7.332000000000001	12.98	13.03	26.07	13.57	36.99	12.63	9.833	21.04
ENSG00000071242.11	RPS6KA2	99.95	39.7	66.56	37.12	33.32	114.5	45.52	39.26	64.6	41.36	128.4	34.94	54.63	70.36	94.28	64.2	64.38	197.5	23.78	64.07	33.04	52.4	109.8	101.1	148.3	104.5	63.72	59.7	65.08	17.87	34.78	82.86	56.87	23.29	122.2	64.26	80.08	132.4	60.91	48.89	72.56	81.83	41.54	143.2	90.2	82.11	135.5	140.6	109.2	76.36	117.9	106.5	75.87	76.4	139.6	132.6	68.62	92.15	78.0	15.83	85.51	106.7	101.2	96.86	37.93	207.5	151.0	144.5	85.83	96.67	82.63	74.26	88.18	50.64	127.4	33.84	53.19	70.44	32.24	72.34	68.89	72.81	79.31	66.86	126.2	77.66	92.99	20.55	130.8	25.14	50.95	161.8	84.41	80.17	102.7	31.78	25.23	96.21	63.52	38.93	41.46	70.0	130.4	72.38	100.0	55.33	20.54	21.16	30.85	79.0	59.06	89.7	28.39	50.26	48.13	118.6	29.18	58.67	97.12	101.5	50.31	70.12	44.31	99.67	59.55	72.42	44.7	69.48	22.65	28.62	86.24	33.34	98.64	92.34	36.28	65.12	71.71	73.55	28.92	58.49	45.94	109.3	41.15	58.96	74.73	108.2	32.76	126.9	57.43	38.24	121.8	40.79	187.3	63.67	82.6	96.24	76.55	66.01	66.8
ENSG00000174945.13	AMZ1	1.273	0.7495	2.16	1.834	0.9711	0.831	0.7567	1.013	2.452	0.8186	1.976	1.3419999999999999	1.14	1.228	1.235	1.341	0.8202	1.012	0.4714	0.8644	1.236	0.8671	1.531	1.379	1.232	0.9059999999999999	1.4380000000000002	1.12	1.075	0.2412	1.702	2.237	0.8368	0.3652	1.061	0.7521	1.4340000000000002	1.589	0.7476	0.6709999999999999	1.442	1.75	1.153	1.892	1.693	0.3925	1.8219999999999998	1.632	2.92	0.7070000000000001	1.895	0.8498	1.5390000000000001	0.9895	2.437	1.4669999999999999	1.038	1.01	0.8567	0.5349	1.6840000000000002	1.508	1.005	0.6575	0.1865	1.742	1.568	1.208	0.6059	0.6304	0.583	0.8924	1.5919999999999999	1.22	1.3840000000000001	0.642	0.5318	0.4195	0.4156	1.061	1.44	1.182	1.0759999999999998	1.369	0.9176	1.23	1.791	0.2497	1.631	0.4658	2.211	0.8477	1.225	1.538	1.62	0.7896	0.3857	1.521	0.7656	0.525	0.9196	0.8475	1.2229999999999999	1.148	0.6134	1.695	0.3359	0.44799999999999995	0.2717	1.6030000000000002	0.6094	1.074	0.7531	1.041	0.5194	1.6	0.5142	1.489	1.709	1.65	0.909	0.6253	0.7364	1.462	0.6336	0.8135	0.6711	1.1079999999999999	0.6689	0.486	1.2009999999999998	1.203	0.7957	1.062	0.3211	0.9493	0.8536	0.8284	0.1513	0.7516	0.581	1.275	0.9991	0.4323	3.611	2.951	0.7878	1.6640000000000001	1.052	0.608	1.715	0.9596	0.667	1.7169999999999999	0.8309	1.374	0.5559	0.8972	0.6905
ENSG00000006530.15	AGK	15.81	12.43	10.48	11.62	7.062	11.22	5.22	8.292	11.92	5.3229999999999995	15.66	9.847999999999999	15.84	11.93	13.11	10.07	9.168	15.83	3.4610000000000003	7.816	9.173	5.984	18.43	16.45	14.55	15.93	8.177999999999999	10.82	10.38	2.019	13.86	13.7	10.22	4.7989999999999995	15.27	7.96	7.936	16.6	8.429	12.76	15.48	17.1	8.756	17.08	15.89	8.99	20.69	16.27	14.99	12.27	18.5	10.89	9.884	15.81	17.34	16.41	14.73	18.31	13.36	8.988999999999999	19.58	20.12	13.78	10.39	6.0360000000000005	17.9	14.94	15.28	18.79	12.57	6.928999999999999	11.44	17.65	9.107999999999999	9.896	6.095	5.476	8.515	2.799	9.969	9.905	7.621	11.6	12.31	15.83	13.45	17.73	1.926	21.96	4.176	23.67	15.65	11.5	15.23	12.56	3.995	3.668	17.74	8.603	12.34	8.959	11.55	18.16	12.82	11.83	10.79	2.406	4.242	6.8420000000000005	10.12	10.03	14.64	3.997	12.92	12.21	17.14	5.807	14.8	17.89	11.46	10.02	14.21	11.6	13.11	13.94	11.7	8.238999999999999	13.68	6.907	11.13	16.79	5.345	17.09	15.69	5.817	11.21	14.53	13.73	5.824	11.89	4.408	16.02	22.4	14.57	19.22	23.81	5.392	12.73	9.474	9.526	15.69	6.231	18.18	18.81	14.98	14.62	11.99	11.63	10.25
