Name	Description	GTEX-11DXW-0011-R3b-SM-DNZZE	GTEX-11DZ1-0011-R3a-SM-DNZYY	GTEX-11GSO-0011-R3b-SM-57WB2	GTEX-11GSP-0011-R3a-SM-9QEGF	GTEX-11UD1-0011-R3a-SM-5BC6S	GTEX-11WQC-0011-R3a-SM-DO11T	GTEX-11WQK-0011-R3b-SM-DO93K	GTEX-11ZTS-0011-R3a-SM-5BC78	GTEX-11ZVC-0011-R3a-SM-5BC6V	GTEX-12WSC-0011-R3a-SM-5P9F1	GTEX-12WSD-0011-R3b-SM-5LZWN	GTEX-12WSF-0011-R3a-SM-5DUW7	GTEX-12WSM-0011-R3b-SM-5LZWI	GTEX-12ZZW-0011-R3a-SM-5DUWW	GTEX-12ZZX-0011-R3b-SM-5EGLH	GTEX-12ZZZ-0011-R3b-SM-5DUXK	GTEX-13112-0011-R3b-SM-5HL9L	GTEX-1313W-0011-R3a-SM-5EGLI	GTEX-131XH-0011-R3b-SM-5DUWM	GTEX-131YS-0011-R3b-SM-5DUXB	GTEX-139T8-0011-R3b-SM-5HL4R	GTEX-139TT-0011-R3b-SM-5K7VL	GTEX-13CF2-0011-R3b-SM-5LZZ6	GTEX-13CIG-0011-R3b-SM-5K7XF	GTEX-13CZV-0011-R3a-SM-5KM27	GTEX-13FHO-0011-R3b-SM-5K7YA	GTEX-13FLV-0011-R3b-SM-5LZYP	GTEX-13IVO-0011-R3b-SM-5IJBJ	GTEX-13JVG-0011-R3b-SM-5LZXF	GTEX-13N1W-0011-R3a-SM-5MR5E	GTEX-13N2G-0011-R3b-SM-5MR5G	GTEX-13NYB-0011-R3b-SM-A9SM4	GTEX-13NYS-0011-R3b-SM-5MR41	GTEX-13O3O-0011-R3b-SM-5KM3R	GTEX-13O3Q-0011-R3a-SM-5P9H3	GTEX-13OVH-0011-R3a-SM-5KM49	GTEX-13OVL-0011-R3b-SM-5L3I8	GTEX-13OW5-0011-R3a-SM-5L3I5	GTEX-13OW7-0011-R3a-SM-5O9DA	GTEX-13OW8-0011-R3a-SM-5L3I4	GTEX-13PLJ-0011-R3a-SM-5O9DT	GTEX-13PVQ-0011-R3b-SM-5O9D6	GTEX-13QIC-0011-R3a-SM-5P9HT	GTEX-13RTJ-0011-R3a-SM-5PNX7	GTEX-13RTL-0011-R3a-SM-5P9JP	GTEX-13S7M-0011-R3a-SM-5PNX2	GTEX-13SLW-0011-R3b-SM-5SI6Y	GTEX-13VXU-0011-R3b-SM-5O9CU	GTEX-13X6I-0011-R3b-SM-5P9HM	GTEX-13X6J-0011-R3b-SM-5P9K5	GTEX-13X6K-0011-R3b-SM-5PNUD	GTEX-1445S-0011-R3a-SM-5P9HY	GTEX-144GL-0011-R3a-SM-5P9HP	GTEX-145LS-0011-R3a-SM-5S2VJ	GTEX-145LU-0011-R3a-SM-5P9K2	GTEX-145MG-0011-R3b-SM-5SI67	GTEX-145MH-0011-R3b-SM-5P9JQ	GTEX-1477Z-0011-R3b-SM-5PNX9	GTEX-148VJ-0011-R3b-SM-69LQJ	GTEX-14BIM-0011-R3b-SM-5S2RL	GTEX-14BIN-0011-R3b-SM-6AJBL	GTEX-14BMV-0011-R3a-SM-5ZZU7	GTEX-14C39-0011-R3b-SM-5YYA3	GTEX-14DAQ-0011-R3b-SM-5YYAJ	GTEX-14E7W-0011-R3b-SM-5YYB5	GTEX-14JG1-0011-R3a-SM-62LEC	GTEX-14JIY-0011-R3a-SM-5YYAQ	GTEX-14LLW-0011-R3b-SM-62LFW	GTEX-14LZ3-0011-R3a-SM-664NQ	GTEX-14PJM-0011-R3b-SM-5ZZV9	GTEX-14PJO-0011-R3a-SM-6AJBY	GTEX-14PN4-0011-R3b-SM-686ZU	GTEX-14PQA-0011-R3b-SM-69LQO	GTEX-15CHQ-0011-R3b-SM-686ZY	GTEX-15DCD-0011-R3b-SM-D4P1P	GTEX-15DYW-0011-R3b-SM-6LPIM	GTEX-15EO6-0011-R3b-SM-7KUDY	GTEX-15ER7-0011-R3a-SM-6LPIK	GTEX-15G19-0011-R3a-SM-6LPIG	GTEX-15SHU-0011-R3a-SM-7IGPS	GTEX-16XZZ-0011-R3a-SM-7IGLH	GTEX-16YQH-0011-R3a-SM-7EPGM	GTEX-17EVP-0011-R3a-SM-7EPI9	GTEX-17EVQ-0011-R3b-SM-7LT9B	GTEX-17F97-0011-R3b-SM-7LT9E	GTEX-17HHY-0011-R3a-SM-7EWDK	GTEX-17HII-0011-R3a-SM-7LT9D	GTEX-18A6Q-0011-R3a-SM-718A7	GTEX-1A3MX-0011-R3b-SM-79OOW	GTEX-1B8L1-0011-R3a-SM-7EPIO	GTEX-1B933-0011-R3b-SM-7P8PL	GTEX-1B996-0011-R3b-SM-9QEGY	GTEX-1BAJH-0011-R3a-SM-7IGNU	GTEX-1C6WA-0011-R3a-SM-9OSVP	GTEX-1CB4G-0011-R3a-SM-CE6QQ	GTEX-1CB4H-0011-R3b-SM-9OSVI	GTEX-1E1VI-0011-R3a-SM-9OSWH	GTEX-1EH9U-0011-R3b-SM-CL534	GTEX-1EMGI-0011-R3b-SM-CE6R9	GTEX-1EN7A-0011-R3a-SM-9OSVT	GTEX-1EU9M-0011-R3a-SM-9QEHY	GTEX-1EX96-0011-R3b-SM-ARZMH	GTEX-1F48J-0011-R3b-SM-9OSVY	GTEX-1F52S-0011-R3a-SM-CKZNI	GTEX-1F6I4-0011-R3a-SM-9QEH9	GTEX-1F75A-0011-R3b-SM-ARL8K	GTEX-1F7RK-0011-R3b-SM-9OSWJ	GTEX-1GF9W-0011-R3b-SM-CJI2S	GTEX-1GMR8-0011-R3b-SM-9QEIG	GTEX-1GN73-0011-R3b-SM-9QEIL	GTEX-1GTWX-0011-R3b-SM-CJI2Z	GTEX-1GZ2Q-0011-R3a-SM-A96RP	GTEX-1GZ4I-0011-R3b-SM-9OSWP	GTEX-1H1ZS-0011-R3b-SM-CE6RS	GTEX-1H23P-0011-R3b-SM-CL54S	GTEX-1H2FU-0011-R3b-SM-CKZP4	GTEX-1H3O1-0011-R3a-SM-ACKVD	GTEX-1H3VE-0011-R3a-SM-CE6SK	GTEX-1HB9E-0011-R3a-SM-ARL7D	GTEX-1HBPH-0011-R3a-SM-A96RY	GTEX-1HCU6-0011-R3a-SM-ARU75	GTEX-1HFI6-0011-R3b-SM-A9SKB	GTEX-1HGF4-0011-R3b-SM-CL54W	GTEX-1HR98-0011-R3b-SM-A9G1U	GTEX-1HUB1-0011-R3b-SM-CKZOX	GTEX-1I1GR-0011-R3a-SM-CM2T4	GTEX-1I1GS-0011-R3b-SM-CYPS7	GTEX-1I1GV-0011-R3a-SM-CL557	GTEX-1IDJH-0011-R3a-SM-CJI42	GTEX-1IKJJ-0011-R3b-SM-C1YRW	GTEX-1IKK5-0011-R3b-SM-C1YRY	GTEX-1J1OQ-0011-R3b-SM-D4P2B	GTEX-1J8EW-0011-R3a-SM-ARU8A	GTEX-1J8Q2-0011-R3b-SM-ACKVG	GTEX-1JJEA-0011-R3b-SM-EXUTD	GTEX-1JMOU-0011-R3a-SM-EYYXN	GTEX-1JMPZ-0011-R3a-SM-EYYWX	GTEX-1KD4Q-0011-R3b-SM-EXOID	GTEX-1LVAO-0011-R3a-SM-EXOI7	GTEX-1MCQQ-0011-R3a-SM-EXURW	GTEX-1N2EE-0011-R3b-SM-EXURY	GTEX-N7MS-0011-R3a-SM-33HC6	GTEX-N7MT-0011-R3a-SM-2I3GC	GTEX-NL3H-0011-R3a-SM-2I3GL	GTEX-NPJ8-0011-R3a-SM-2HMIW	GTEX-P44G-0011-R3A-SM-2I3FC	GTEX-P44H-0011-R3A-SM-D3L8E	GTEX-PVOW-0011-R3A-SM-32PKX	GTEX-PWO3-0011-R3A-SM-2I5EX	GTEX-Q2AG-0011-R3A-SM-2HMJ9	GTEX-QDT8-0011-R3A-SM-32PKR	GTEX-QVUS-0011-R3A-SM-3GAFD	GTEX-RNOR-0011-R3A-SM-5SI8E	GTEX-RVPV-0011-R3A-SM-2TF63	GTEX-T2IS-0011-R3A-SM-32QPB	GTEX-UTHO-0011-R3A-SM-3GIK8	GTEX-WHSE-0011-R3A-SM-3P5ZM	GTEX-WL46-0011-R3A-SM-3TW8E	GTEX-WZTO-0011-R3B-SM-3NMC6	GTEX-X4EP-0011-R3A-SM-3P626	GTEX-X4XX-0011-R3B-SM-46MWK	GTEX-X4XY-0011-R3B-SM-EXOHI	GTEX-X585-0011-R3B-SM-46MVG	GTEX-XLM4-0011-R3B-SM-4AT6E	GTEX-XMD1-0011-R3B-SM-4AT5R	GTEX-Y8DK-0011-R3A-SM-4RTW5	GTEX-YFC4-0011-R3a-SM-4RGLP	GTEX-YJ89-0011-R3b-SM-4V6EF	GTEX-Z93S-0011-R3b-SM-4RGNH	GTEX-ZAB4-0011-R3a-SM-4RGNQ	GTEX-ZDXO-0011-R3a-SM-4WKFS	GTEX-ZE9C-0011-R3a-SM-4WKGT	GTEX-ZF28-0011-R3a-SM-4WWDA	GTEX-ZUA1-0011-R3a-SM-4YCEE	GTEX-ZVT3-0011-R3b-SM-51MTJ	GTEX-ZVZQ-0011-R3a-SM-57WC7
ENSG00000151577.12	DRD3	0.01201	0.024630000000000003	0.1022	0.0	0.02957	0.0	0.049260000000000005	0.03059	0.0	0.02609	0.0	0.0	0.03363	0.0	0.1208	0.02901	0.06204	0.02877	0.07612000000000001	0.04027	0.0	0.5905	0.09544	0.0	0.01475	0.0	0.0	0.0	0.0	0.05095	0.01462	0.026000000000000002	0.0	0.031830000000000004	0.02373	0.0	0.0166	0.01741	0.0	0.0	0.0	0.008914	0.1315	0.07295	0.0	0.0	0.0	0.03562	0.0	0.04663	0.0	0.0	0.0	0.07196	0.0	0.0	0.1318	0.0	0.02242	0.05446	0.0	0.1159	0.0	0.0	0.0	0.055439999999999996	0.02252	0.02069	0.0	0.2609	0.01523	0.02775	0.0	0.0	0.011770000000000001	0.0	0.0279	0.01668	0.0	0.033530000000000004	0.0	0.1214	0.06917000000000001	0.006217	0.0	0.0	0.0221	0.02118	0.04348	0.05461	0.1031	0.011940000000000001	0.0	0.022869999999999998	0.0	0.0	0.01884	0.0	0.08399	0.0	0.0	0.08377000000000001	0.04596	0.0	0.0	0.0	0.0	0.0	0.0	0.02748	0.0656	0.015569999999999999	0.0	0.0	0.01874	0.0	0.0	0.0	0.02513	0.0	0.0276	0.01078	0.0	0.0	0.02168	0.08407	0.0	0.0	0.07326	0.02516	0.0	0.02069	0.0	0.0	0.03631	0.06213	0.0	0.03428	0.0	0.0	0.09208	0.212	0.0	0.03642	0.0	0.0	0.04713	0.01078	0.0	0.06489	0.0	0.02758	0.08693	0.02391	0.03916	0.0	0.04622	0.029710000000000004	0.1346	0.2083	0.0	0.0	0.0	0.08681	0.0	0.1602	0.09308	0.08926	0.03967	0.05654	0.03084	0.0	0.0	0.0	0.0	0.0
ENSG00000163659.12	TIPARP	3.947	3.44	6.159	5.141	7.2589999999999995	5.2410000000000005	14.42	7.042000000000001	3.802	2.21	3.55	4.1419999999999995	5.189	3.6719999999999997	6.606	5.115	5.313	2.786	5.127999999999999	3.554	6.222	6.912000000000001	4.495	25.23	7.044	7.812	6.218	5.353	6.277	19.43	13.21	3.4939999999999998	15.42	12.1	5.412000000000001	6.818	6.319	10.42	5.811	7.431	3.049	9.949	5.534	7.457000000000001	5.17	7.143	5.035	3.554	6.849	5.547999999999999	11.24	12.69	7.2010000000000005	7.867000000000001	8.379	3.97	3.47	4.359	3.9819999999999998	4.042	3.5380000000000003	3.321	9.344	5.239	4.518	8.557	5.279	11.87	5.818	12.82	5.946000000000001	5.48	8.712	7.77	8.851	5.125	8.658	9.436	5.446000000000001	4.8	6.7379999999999995	6.63	5.51	4.121	4.84	5.942	7.305	4.946000000000001	8.013	3.772	3.9189999999999996	19.39	4.902	3.327	6.412999999999999	15.73	5.104	7.995	8.264	4.006	4.431	8.157	7.832999999999999	9.347000000000001	4.048	3.5980000000000003	1.992	6.672000000000001	6.421	29.14	7.403	12.61	4.418	7.638	15.47	5.47	5.207999999999999	4.032	15.36	5.462999999999999	9.801	4.893	8.346	3.478	6.227	4.4	7.68	5.172000000000001	7.212999999999999	8.079	5.928999999999999	8.406	3.298	5.454	7.5360000000000005	17.23	8.476	5.207999999999999	23.48	3.542	6.2620000000000005	5.372000000000001	13.6	5.888999999999999	14.99	10.35	8.038	6.803	8.163	4.516	9.624	11.32	3.28	7.579	3.918	6.912999999999999	14.9	2.603	6.652	31.1	8.836	4.404	7.621	8.437999999999999	10.77	5.037	5.756	3.4810000000000003	3.75	7.83	5.843999999999999	6.291	7.234	6.2410000000000005	3.8689999999999998	5.026
ENSG00000109189.12	USP46	15.68	20.76	22.45	13.55	22.21	14.02	9.151	13.15	10.65	16.86	11.65	15.08	16.33	7.343999999999999	21.68	18.11	13.58	20.5	26.41	18.16	12.19	20.74	16.21	13.1	15.83	16.78	17.87	8.225	14.28	17.41	15.33	17.38	18.49	13.06	22.85	15.09	17.48	10.85	12.58	12.42	8.088	13.18	14.29	19.86	6.239	15.58	14.24	20.92	20.62	22.47	25.63	13.49	16.66	21.19	12.61	11.45	24.51	10.21	6.269	23.34	19.32	13.29	16.77	13.23	21.28	19.98	26.63	14.05	12.71	22.08	12.03	25.65	11.62	31.5	23.99	12.91	27.2	23.44	9.121	18.85	8.771	27.03	23.53	8.703	19.06	13.41	12.4	14.52	25.77	22.46	18.95	11.72	13.31	14.92	16.55	16.21	9.674	10.39	25.32	7.267	9.767999999999999	16.49	18.74	15.87	14.03	21.2	15.7	12.05	19.59	20.82	17.09	24.87	12.65	17.35	15.45	8.515	20.35	4.2	19.1	11.13	9.795	24.3	18.12	8.308	13.89	19.91	12.4	13.73	21.39	25.44	14.01	19.3	6.374	17.39	24.06	22.48	20.8	11.65	19.22	12.18	20.42	33.18	17.28	27.08	23.87	25.1	20.3	44.46	20.89	33.34	25.78	36.68	23.43	19.0	28.89	21.43	18.77	23.26	34.91	4.816	26.75	10.4	29.45	27.41	13.72	21.05	25.84	17.29	29.02	30.79	21.16	15.54	13.67	20.05	10.06	16.79
ENSG00000164116.16	GUCY1A3	3.37	8.279	7.172000000000001	2.346	4.784	2.102	1.249	2.173	1.551	4.202	1.9269999999999998	3.818	4.237	1.9	7.393	4.428999999999999	3.29	8.429	8.106	5.914	2.1069999999999998	8.09	3.813	2.224	2.287	2.06	2.747	0.9907	1.4569999999999999	5.893	3.5810000000000004	3.373	2.313	3.53	6.852	3.221	4.567	3.583	1.781	2.75	1.5219999999999998	1.5490000000000002	3.2439999999999998	4.705	0.6608	3.636	2.623	8.232000000000001	4.611000000000001	7.417999999999999	8.422	1.581	4.439	5.197	2.3	2.17	9.479	1.365	0.7941	6.761	6.454	4.105	2.521	3.043	3.18	5.6979999999999995	7.473	2.187	1.9780000000000002	8.326	2.197	8.627	2.799	10.39	6.702999999999999	2.487	7.343999999999999	5.553999999999999	2.006	4.287	0.8661	8.958	11.36	1.36	5.09	2.681	1.9980000000000002	3.2880000000000003	7.343	7.252000000000001	6.9270000000000005	3.28	3.3339999999999996	4.68	3.826	4.025	2.248	0.7876	7.744	1.16	1.255	5.09	4.973	2.82	4.101	6.599	4.106	2.613	3.992	7.269	4.418	4.5089999999999995	2.092	6.252999999999999	1.722	1.9569999999999999	6.3260000000000005	0.8763	4.805	2.124	3.02	5.845	2.9139999999999997	1.8459999999999999	2.8930000000000002	6.471	4.553999999999999	3.2239999999999998	6.669	7.976	1.806	3.694	1.5619999999999998	3.985	6.897	4.03	5.91	1.521	4.19	3.043	6.144	11.64	4.475	9.965	6.43	6.7989999999999995	4.573	14.36	5.763	11.33	7.74	11.37	9.241	4.885	5.6	6.565	5.388	8.755	9.95	3.582	6.962999999999999	2.496	11.31	8.727	3.253	7.63	10.1	5.224	11.22	9.222000000000001	6.218999999999999	3.214	2.485	6.872000000000001	2.445	3.7710000000000004
ENSG00000164344.15	KLKB1	6.082000000000001	6.608	3.363	5.2589999999999995	4.842	4.471	1.46	2.181	0.5760000000000001	4.0089999999999995	6.417000000000001	1.365	3.332	1.742	3.2689999999999997	2.5380000000000003	3.8710000000000004	1.431	3.219	3.873	2.262	1.193	2.822	0.7811	1.9569999999999999	2.716	4.913	1.358	2.4819999999999998	3.5380000000000003	2.073	1.972	1.882	3.048	2.803	5.3660000000000005	2.739	4.461	5.334	4.953	3.094	4.812	5.541	4.621	1.29	2.0580000000000003	3.2560000000000002	1.713	2.238	4.021	4.138999999999999	5.6610000000000005	3.8539999999999996	2.8489999999999998	2.786	6.585	2.9389999999999996	2.488	0.5856	3.59	3.344	4.485	2.7889999999999997	5.644	0.9349	1.08	0.887	1.064	2.778	5.191	3.675	2.255	3.1260000000000003	6.636	6.186	4.073	4.638999999999999	5.63	2.011	5.657	2.272	0.7346	4.542	2.949	5.45	4.249	3.417	2.7569999999999997	4.705	1.0190000000000001	3.136	2.158	4.0760000000000005	4.8069999999999995	6.422999999999999	3.679	2.89	6.752999999999999	4.086	3.935	2.3569999999999998	4.862	3.0010000000000003	3.37	4.303999999999999	1.4680000000000002	2.234	4.989	4.816	1.265	2.9819999999999998	4.917	4.516	2.7030000000000003	1.025	1.278	5.407	1.534	1.9169999999999998	4.084	2.197	5.459	2.213	4.203	4.0	2.451	2.805	3.161	4.276	4.881	2.177	3.045	2.983	3.372	4.636	2.202	2.055	4.3580000000000005	0.4844	3.272	6.321000000000001	2.9160000000000004	4.004	1.922	3.552	2.213	3.576	1.806	4.665	3.3539999999999996	3.444	6.061	1.6780000000000002	3.37	2.186	6.191	0.5556	2.476	2.4419999999999997	0.7341	5.27	1.538	10.02	3.5869999999999997	2.319	3.335	5.337999999999999	2.804	2.105	1.699	2.966	4.689	2.9160000000000004	3.765	3.5189999999999997	2.658
ENSG00000164326.4	CARTPT	4.17	20.92	6.919	0.7091	2.069	0.3204	2.8089999999999997	0.6607	0.24	3.1260000000000003	1.53	1.253	4.271	6.3260000000000005	4.828	1.078	3.055	9.642000000000001	7.102	4.974	1.78	7.779	1.704	1.465	8.742	1.985	17.44	0.2062	1.274	3.367	4.522	5.143	2.9810000000000003	5.306	6.621	1.1340000000000001	1.807	2.738	0.371	4.977	0.9388	0.6777	5.928	3.58	0.8408	4.352	3.242	2.605	8.717	1.712	1.929	0.5334	0.38	11.13	1.81	2.074	3.543	0.3124	0.6779999999999999	9.222000000000001	2.966	68.91	4.65	2.255	2.8489999999999998	65.99	3.7939999999999996	8.956	0.3936	1.595	2.8689999999999998	5.705	10.1	7.164	2.399	4.141	4.942	5.852	0.9848	3.91	2.021	1.8659999999999999	2.2230000000000003	0.6767	2.9939999999999998	1.785	8.571	1.683	8.001	6.722	5.9110000000000005	7.281000000000001	2.533	2.351	3.141	3.611	2.3930000000000002	2.151	2.7569999999999997	0.4659	1.6369999999999998	3.0389999999999997	9.529	2.105	4.494	12.41	1.215	12.46	2.334	2.303	6.252999999999999	2.286	2.8480000000000003	3.385	8.418	0.426	21.35	1.037	4.168	5.417999999999999	3.457	3.463	16.18	0.3267	3.802	2.736	5.545	3.909	8.988	4.716	2.2969999999999997	4.54	0.6131	5.107	2.133	11.27	14.46	1.876	4.0889999999999995	0.9866	2.5140000000000002	2.6719999999999997	3.688	3.545	12.71	16.43	20.44	8.01	1.4280000000000002	14.13	1.912	5.528	4.313	3.801	9.314	1.156	4.152	8.777000000000001	8.242	3.285	13.61	9.8	32.67	5.85	1.579	1.538	5.414	2.228	3.358	17.34	1.758	1.103	12.07	4.168	0.9443	2.394
ENSG00000112078.13	KCTD20	14.65	15.33	18.73	12.24	17.27	10.9	14.22	10.82	9.107000000000001	12.04	8.927999999999999	12.26	12.07	5.459	19.23	15.41	13.47	16.02	19.38	15.55	8.11	17.81	14.1	12.27	15.17	17.44	14.1	6.074	13.78	15.29	23.55	11.67	21.9	14.06	16.09	14.19	15.89	12.55	12.28	14.15	7.356	15.76	12.77	19.07	6.529	12.95	10.41	15.61	20.49	19.7	28.32	12.78	20.19	17.67	12.79	10.54	20.4	9.251	9.652000000000001	17.76	14.93	8.232999999999999	15.96	12.03	13.84	20.05	18.96	20.39	9.331	20.28	16.56	19.72	16.01	25.53	22.97	10.55	21.19	19.97	8.674	16.07	7.29	21.56	19.86	9.218	14.2	14.18	12.21	14.11	21.12	15.91	14.66	17.74	14.06	10.94	15.31	19.29	9.101	8.962	21.66	7.794	8.267999999999999	14.78	17.5	14.62	10.69	13.41	9.583	12.51	14.69	19.37	19.73	16.63	11.05	21.96	21.74	8.717	16.77	3.613	18.28	12.04	12.08	17.24	12.17	6.303999999999999	15.52	16.65	12.02	11.07	20.33	21.23	9.689	14.86	7.524	13.15	20.01	20.08	18.14	10.34	18.24	10.19	17.9	25.43	21.16	12.67	26.3	19.82	19.55	29.14	16.96	21.64	28.24	29.69	19.16	18.51	19.67	13.79	17.54	20.99	28.9	27.16	17.89	6.9239999999999995	22.39	25.1	16.4	16.86	21.61	13.61	18.78	24.37	19.01	11.11	11.29	17.95	7.565	13.83
ENSG00000112079.8	STK38	11.94	14.31	12.24	7.541	9.068999999999999	7.526	7.091	6.974	4.285	8.334	8.465	7.002999999999999	10.15	6.232	11.21	7.627999999999999	8.137	5.003	11.06	11.65	7.532	4.481	8.309	7.98	11.89	9.742	11.01	6.794	9.965	9.617	14.6	10.23	13.96	8.929	9.793	10.81	9.831	11.05	8.484	12.56	4.864	9.066	10.07	13.96	4.646	12.06	9.702	9.689	11.11	9.206	17.52	7.9910000000000005	11.72	12.2	9.267999999999999	8.847999999999999	9.871	6.267	3.089	17.47	7.4879999999999995	11.52	10.5	8.853	4.281000000000001	4.313	4.883	9.799	8.342	10.87	10.59	6.489	11.83	13.0	13.67	9.023	11.79	12.08	10.33	8.135	9.179	4.6419999999999995	7.607	6.407	13.12	12.29	11.66	12.49	13.57	5.815	10.49	6.1160000000000005	11.75	8.162	9.937999999999999	16.97	6.2379999999999995	8.684	9.047	5.106	6.419	10.84	11.94	13.44	7.2139999999999995	4.834	4.221	9.827	11.07	8.558	11.23	9.437999999999999	8.281	10.12	8.13	7.7620000000000005	10.69	6.149	9.626	8.185	5.692	10.95	6.77	8.755	10.84	11.01	10.79	11.31	14.06	12.81	5.416	8.825	5.027	11.05	10.1	10.49	14.05	8.56	7.581	6.404	10.42	10.63	17.48	11.38	27.52	10.01	14.49	15.35	13.57	11.35	14.99	20.0	9.113	10.26	11.29	19.17	6.082000000000001	8.797	13.39	32.63	18.63	6.862	21.41	11.88	13.19	12.7	13.91	10.26	8.296	12.3	9.638	14.95	12.73	11.36	7.77	10.01
ENSG00000164434.11	FABP7	50.0	35.83	48.99	50.77	80.11	51.1	59.81	37.79	27.49	43.73	34.71	42.21	42.45	12.07	46.79	59.76	64.17	28.72	35.43	52.59	19.66	48.67	31.11	57.03	49.66	45.1	56.73	22.76	35.22	62.41	48.04	59.42	36.08	66.54	62.73	65.45	57.68	34.53	47.9	58.44	30.59	50.32	98.18	41.73	18.32	56.88	32.92	49.01	79.14	65.98	50.18	73.25	64.03	52.69	62.1	70.0	25.15	26.62	25.29	60.51	61.74	33.88	76.06	62.07	50.1	72.02	75.02	46.01	44.06	50.75	49.7	52.81	49.19	71.82	87.61	49.53	47.53	63.82	29.66	49.38	21.23	112.4	83.26	46.09	61.9	63.49	48.2	50.27	91.34	39.88	72.58	68.66	60.38	58.64	72.88	73.82	32.16	22.9	42.25	56.18	58.08	56.53	65.36	41.87	54.67	52.32	42.41	44.57	67.54	58.27	49.36	54.5	40.07	46.98	59.44	42.79	53.86	14.48	60.4	29.07	30.19	46.4	42.72	17.16	68.51	59.54	56.51	28.21	50.41	47.36	62.14	73.12	27.0	31.99	98.66	106.2	88.06	44.47	69.58	48.56	46.21	27.09	29.55	38.25	42.86	22.93	46.81	38.87	30.49	45.43	29.43	56.64	25.07	46.44	46.76	53.11	62.73	21.92	57.47	11.77	71.2	6.528	45.89	51.85	46.45	49.1	43.84	38.89	65.63	58.69	53.95	45.99	28.74	64.45	35.84	44.6
ENSG00000071242.11	RPS6KA2	22.38	23.76	26.53	13.92	16.19	9.346	12.75	9.891	8.375	26.98	16.34	25.93	23.57	8.046	36.97	26.62	18.35	32.04	36.69	32.85	21.52	24.28	22.02	15.3	25.41	28.5	18.85	8.731	14.13	31.23	28.38	19.01	41.82	21.36	33.99	27.2	27.01	17.59	13.0	21.5	8.402999999999999	14.23	24.27	35.79	6.912999999999999	29.6	18.97	28.42	41.5	39.34	51.69	13.21	33.83	30.51	20.12	15.67	38.49	10.57	9.57	43.28	29.79	15.46	21.96	19.73	21.13	13.49	29.73	23.53	10.97	47.16	24.04	27.79	22.95	47.72	34.94	19.08	29.89	28.89	12.42	26.99	15.88	36.13	50.52	9.291	19.76	23.74	16.61	26.61	41.43	34.71	30.15	19.34	17.94	25.26	21.9	28.83	12.12	18.94	34.01	8.854	13.64	31.38	30.45	26.93	21.05	33.57	27.0	22.89	26.25	28.52	27.59	35.13	17.95	31.51	19.08	10.45	28.26	7.002000000000001	46.45	19.76	17.79	39.74	15.55	14.6	19.25	29.49	22.38	17.82	35.65	32.69	19.51	27.74	7.332000000000001	21.72	35.93	31.16	33.25	15.51	32.23	16.74	31.53	28.16	77.55	26.21	50.49	32.62	35.16	54.27	23.63	43.31	33.31	35.57	32.65	35.26	27.42	35.37	37.28	33.68	48.07	27.55	37.02	13.52	42.72	36.54	38.12	30.5	24.55	21.56	41.7	37.66	37.67	18.52	16.4	24.9	8.776	24.22
ENSG00000174945.13	AMZ1	2.736	1.808	3.009	2.525	2.234	1.5419999999999998	2.515	2.18	1.7109999999999999	2.927	1.8159999999999998	1.874	3.4960000000000004	1.4569999999999999	4.621	2.807	2.7439999999999998	3.8960000000000004	4.348	3.673	2.313	2.565	3.117	1.63	2.41	2.3080000000000003	2.0269999999999997	0.8062	2.387	3.9160000000000004	2.667	1.3330000000000002	3.514	2.766	2.72	2.968	3.594	1.567	1.778	2.7569999999999997	1.374	2.256	3.426	3.123	1.732	4.167	2.231	2.819	3.035	4.322	4.391	2.758	4.093	2.287	3.392	2.283	3.657	1.899	1.167	3.028	3.114	3.35	2.658	3.217	3.59	2.747	3.147	2.6660000000000004	1.239	4.314	2.18	1.922	2.741	4.3069999999999995	3.4189999999999996	3.3310000000000004	3.5389999999999997	3.715	1.555	2.5839999999999996	1.71	2.784	4.015	1.963	1.5330000000000001	3.912	2.779	3.073	2.824	3.1319999999999997	2.329	2.761	2.747	1.7730000000000001	2.496	2.077	1.36	1.7719999999999998	3.6889999999999996	1.069	2.112	3.4539999999999997	2.075	2.523	2.7739999999999996	4.619	1.5390000000000001	2.258	2.262	3.7769999999999997	3.052	2.6910000000000003	1.892	1.5630000000000002	3.145	0.8992	2.8	1.7280000000000002	3.812	2.502	3.335	4.561	2.6239999999999997	1.169	2.8760000000000003	2.474	2.34	2.391	5.022	3.5580000000000003	1.9880000000000002	2.542	1.232	2.7880000000000003	3.1839999999999997	2.7710000000000004	2.362	2.435	3.193	2.5789999999999997	3.326	2.549	2.679	1.435	1.8130000000000002	3.142	3.366	4.39	1.515	3.647	2.658	2.6180000000000003	2.533	4.399	3.159	1.538	4.3469999999999995	2.6189999999999998	5.367999999999999	0.8238	3.02	0.9668	2.562	4.172	1.787	2.875	3.5260000000000002	2.096	3.179	2.575	3.045	1.517	1.554	2.815	1.376	2.6919999999999997
