Name	Description	GTEX-1192X-0011-R7b-SM-DNZZC	GTEX-11DXW-0011-R7b-SM-DO119	GTEX-11DXY-0011-R7a-SM-DO11L	GTEX-11DYG-0011-R7b-SM-EXUS6	GTEX-11DZ1-0011-R7a-SM-DNZZH	GTEX-11GSP-0011-R7b-SM-57WC3	GTEX-11NUK-0011-R7a-SM-DO93P	GTEX-11NV4-0011-R7a-SM-57WDH	GTEX-11OF3-0011-R7a-SM-57WCG	GTEX-11ONC-0011-R7b-SM-DO93J	GTEX-11PRG-0011-R7a-SM-DNZZT	GTEX-11TTK-0011-R7b-SM-DNZZZ	GTEX-11WQC-0011-R7b-SM-5BC7A	GTEX-12WSA-0011-R7b-SM-5GU5U	GTEX-12WSC-0011-R7b-SM-5LU9L	GTEX-12WSD-0011-R7b-SM-5PNWE	GTEX-12WSE-0011-R7a-SM-5PNWF	GTEX-12WSF-0011-R7b-SM-5HL99	GTEX-12WSI-0011-R7b-SM-5GU78	GTEX-12WSM-0011-R7b-SM-5EGLD	GTEX-12ZZW-0011-R7a-SM-5DUWC	GTEX-12ZZX-0011-R7b-SM-5DUVV	GTEX-12ZZY-0011-R7a-SM-5EGLB	GTEX-12ZZZ-0011-R7b-SM-5EGLE	GTEX-13112-0011-R7b-SM-5DUVW	GTEX-1313W-0011-R7b-SM-5DUWL	GTEX-131YS-0011-R7a-SM-5IJDA	GTEX-132Q8-0011-R7b-SM-5N9F1	GTEX-139TS-0011-R7a-SM-5K7X7	GTEX-139TT-0011-R7b-SM-5J2MN	GTEX-13CF2-0011-R7b-SM-5K7UV	GTEX-13CZV-0011-R7b-SM-5LZXH	GTEX-13FHO-0011-R7b-SM-5LZXD	GTEX-13FHP-0011-R7b-SM-5LZYI	GTEX-13FLV-0011-R7b-SM-5K7WW	GTEX-13FLW-0011-R7b-SM-5L3EZ	GTEX-13FXS-0011-R7a-SM-5L3FC	GTEX-13G51-0011-R7b-SM-5LZXG	GTEX-13JUV-0011-R7b-SM-5LZZG	GTEX-13JVG-0011-R7b-SM-5MR3Q	GTEX-13N1W-0011-R7b-SM-5MR4F	GTEX-13N2G-0011-R7a-SM-5MR42	GTEX-13NYB-0011-R7a-SM-5MR5D	GTEX-13O3O-0011-R7b-SM-5P9GZ	GTEX-13O3Q-0011-R7a-SM-5KM38	GTEX-13OVJ-0011-R7a-SM-5L3G1	GTEX-13OVL-0011-R7a-SM-5P9GW	GTEX-13OW5-0011-R7a-SM-5O9C9	GTEX-13OW6-0011-R7b-SM-5L3H4	GTEX-13OW8-0011-R7a-SM-5L3FP	GTEX-13PVQ-0011-R7a-SM-5L3G3	GTEX-13QJC-0011-R7b-SM-5PNUM	GTEX-13RTJ-0011-R7b-SM-5P9JS	GTEX-13S7M-0011-R7a-SM-5O9DK	GTEX-13VXU-0011-R7b-SM-5SI72	GTEX-13X6I-0011-R7b-SM-5PNWP	GTEX-13X6J-0011-R7b-SM-5PNUC	GTEX-13X6K-0011-R7b-SM-5P9K7	GTEX-1445S-0011-R7b-SM-5PNUG	GTEX-144GL-0011-R7b-SM-5P9HX	GTEX-144GO-0011-R7b-SM-5S2TT	GTEX-145LS-0011-R7a-SM-5PNWM	GTEX-145MG-0011-R7b-SM-5P9JY	GTEX-145MH-0011-R7a-SM-5PNWH	GTEX-147GR-0011-R7a-SM-5S2RP	GTEX-14ABY-0011-R7b-SM-5PNWS	GTEX-14ASI-0011-R7b-SM-5YY9G	GTEX-14BIN-0011-R7b-SM-5S2RI	GTEX-14BMV-0011-R7b-SM-5YY9J	GTEX-14C5O-0011-R7b-SM-5YYAH	GTEX-14E7W-0011-R7b-SM-5ZZV4	GTEX-14JG1-0011-R7b-SM-5YYAV	GTEX-14LZ3-0011-R7a-SM-69LQN	GTEX-14PJM-0011-R7a-SM-6AJBX	GTEX-14PJO-0011-R7a-SM-664NR	GTEX-14PN4-0011-R7b-SM-69LQQ	GTEX-15CHQ-0011-R7b-SM-D4P1Q	GTEX-15DCD-0011-R7b-SM-6LPID	GTEX-15DYW-0011-R7a-SM-7KULG	GTEX-15EO6-0011-R7a-SM-6M46Q	GTEX-15ER7-0011-R7a-SM-6M46N	GTEX-15G19-0011-R7b-SM-6M479	GTEX-15RJE-0011-R7a-SM-7DHL9	GTEX-16YQH-0011-R7a-SM-79ON1	GTEX-16Z82-0011-R7a-SM-7MKGJ	GTEX-17EVP-0011-R7a-SM-7LTAN	GTEX-17EVQ-0011-R7a-SM-7EWDA	GTEX-17F97-0011-R7b-SM-7MGVY	GTEX-17HG3-0011-R7b-SM-7EPGR	GTEX-17HHY-0011-R7a-SM-718A1	GTEX-17HII-0011-R7a-SM-79OMS	GTEX-17MF6-0011-R7b-SM-7LG6J	GTEX-183WM-0011-R7b-SM-731AX	GTEX-18464-0011-R7b-SM-731CM	GTEX-18465-0011-R7b-SM-7LG6V	GTEX-1A3MX-0011-R7a-SM-7DUEM	GTEX-1A8G6-0011-R7b-SM-7MXTV	GTEX-1AX9I-0011-R7b-SM-7P8Q3	GTEX-1B8L1-0011-R7b-SM-9OSVK	GTEX-1B8SF-0011-R7b-SM-9OSVM	GTEX-1B933-0011-R7a-SM-7DUGX	GTEX-1B996-0011-R7b-SM-7IGNT	GTEX-1C64N-0011-R7a-SM-7IGOI	GTEX-1C6WA-0011-R7b-SM-7P8S8	GTEX-1CB4G-0011-R7b-SM-9QEGP	GTEX-1CB4H-0011-R7b-SM-CJI27	GTEX-1E1VI-0011-R7b-SM-9QEGR	GTEX-1E2YA-0011-R7a-SM-CJI1Z	GTEX-1EH9U-0011-R7a-SM-9QEGU	GTEX-1EKGG-0011-R7a-SM-CKZNN	GTEX-1EMGI-0011-R7b-SM-9QEH5	GTEX-1EN7A-0011-R7b-SM-9QEHX	GTEX-1EU9M-0011-R7b-SM-9OSVU	GTEX-1EX96-0011-R7a-SM-9OSVW	GTEX-1F48J-0011-R7a-SM-CJI2G	GTEX-1F52S-0011-R7b-SM-9QEH8	GTEX-1F6I4-0011-R7a-SM-CJI24	GTEX-1F75A-0011-R7b-SM-9QEHE	GTEX-1F75B-0011-R7a-SM-ARU84	GTEX-1F75W-0011-R7a-SM-9QEI6	GTEX-1GF9V-0011-R7a-SM-CJI2R	GTEX-1GF9W-0011-R7b-SM-9QEIF	GTEX-1GMR8-0011-R7b-SM-CJI2I	GTEX-1GMRU-0011-R7b-SM-A96TJ	GTEX-1GN2E-0011-R7b-SM-9QEIJ	GTEX-1GN73-0011-R7a-SM-CJI2U	GTEX-1GTWX-0011-R7a-SM-A96RO	GTEX-1GZ2Q-0011-R7b-SM-9OSWN	GTEX-1GZ4I-0011-R7b-SM-ARU71	GTEX-1H1CY-0011-R7a-SM-CJI32	GTEX-1H1DG-0011-R7b-SM-A96RR	GTEX-1H1ZS-0011-R7a-SM-CL54P	GTEX-1H23P-0011-R7b-SM-CKZP2	GTEX-1H3NZ-0011-R7a-SM-A9SKD	GTEX-1H3O1-0011-R7a-SM-CE6SJ	GTEX-1H3VE-0011-R7b-SM-CE6S9	GTEX-1H4P4-0011-R7b-SM-ARU77	GTEX-1HB9E-0011-R7b-SM-A9G1Q	GTEX-1HCU6-0011-R7b-SM-ARL77	GTEX-1HCVE-0011-R7b-SM-A9G1I	GTEX-1HFI6-0011-R7b-SM-CM2SS	GTEX-1HGF4-0011-R7a-SM-A96S2	GTEX-1HT8W-0011-R7b-SM-CMKH8	GTEX-1I1CD-0011-R7a-SM-CMKHA	GTEX-1I1GQ-0011-R7a-SM-CJI41	GTEX-1I1GS-0011-R7a-SM-CM2T6	GTEX-1I1GV-0011-R7a-SM-ARU6R	GTEX-1ICLZ-0011-R7a-SM-ARZLU	GTEX-1IDJH-0011-R7a-SM-A9SM1	GTEX-1IKJJ-0011-R7a-SM-ARZLH	GTEX-1IKK5-0011-R7b-SM-A9G39	GTEX-1IKOH-0011-R7b-SM-CKZPH	GTEX-1IOXB-0011-R7b-SM-CE6SM	GTEX-1IY9M-0011-R7a-SM-D4P49	GTEX-1J1OQ-0011-R7b-SM-ARU87	GTEX-1J8Q2-0011-R7a-SM-CKZPF	GTEX-1JJ6O-0011-R7b-SM-EXUTB	GTEX-1JMQK-0011-R7b-SM-EXUTF	GTEX-1LH75-0011-R7a-SM-EXOIF	GTEX-1LSNL-0011-R7a-SM-EYYWI	GTEX-1LVA9-0011-R7a-SM-EYYWG	GTEX-1LVAO-0011-R7a-SM-EYYWZ	GTEX-1MA7X-0011-R7b-SM-EYYWS	GTEX-1MJK2-0011-R7a-SM-EXUS4	GTEX-1OJC4-0011-R7a-SM-EYYX4	GTEX-1R46S-0011-R7b-SM-EXUTH	GTEX-N7MS-0011-R7a-SM-2HMKN	GTEX-N7MT-0011-R7a-SM-2I3FZ	GTEX-NL3H-0011-R7a-SM-2I3G5	GTEX-NPJ7-0011-R7a-SM-EV79B	GTEX-NPJ8-0011-R7a-SM-2HMJV	GTEX-OHPN-0011-R7A-SM-2I5FI	GTEX-P44G-0011-R7A-SM-2I3F9	GTEX-Q2AG-0011-R7A-SM-2HMJP	GTEX-QDT8-0011-R7A-SM-32PKF	GTEX-QMR6-0011-R7A-SM-32PKL	GTEX-QVJO-0011-R7A-SM-2S1QO	GTEX-R55E-0011-R7A-SM-2TC5Z	GTEX-RNOR-0011-R7A-SM-2TF4V	GTEX-RU72-0011-R7A-SM-2TF5U	GTEX-S7SE-0011-R7A-SM-2XCDI	GTEX-T5JC-0011-R7A-SM-32PME	GTEX-T6MN-0011-R7A-SM-32QP5	GTEX-TSE9-0011-R7A-SM-3DB7P	GTEX-WHSE-0011-R7A-SM-3P5YZ	GTEX-WL46-0011-R7A-SM-3LK7X	GTEX-WVLH-0011-R7A-SM-3MJFB	GTEX-WWYW-0011-R7A-SM-3NB3H	GTEX-WZTO-0011-R7B-SM-4E3IS	GTEX-X261-0011-R7A-SM-4E3JJ	GTEX-XLM4-0011-R7A-SM-4AT5L	GTEX-Y8DK-0011-R7A-SM-4SOJZ	GTEX-YFC4-0011-R7b-SM-4V6E2	GTEX-YJ89-0011-R7a-SM-4V6GO	GTEX-Z93S-0011-R7b-SM-4RGNK	GTEX-ZAB4-0011-R7a-SM-4SOKE	GTEX-ZDXO-0011-R7a-SM-4WWCU	GTEX-ZE7O-0011-R7a-SM-57WCU	GTEX-ZE9C-0011-R7a-SM-4WWCX	GTEX-ZF28-0011-R7a-SM-4WKF5	GTEX-ZUA1-0011-R7b-SM-4YCDP	GTEX-ZV68-0011-R7a-SM-51MT4	GTEX-ZVT3-0011-R7a-SM-57WCO	GTEX-ZVZQ-0011-R7b-SM-57WBB	GTEX-ZXG5-0011-R7b-SM-57WCC
ENSG00000162374.16	ELAVL4	1.567	0.4218	0.9118	0.7439	0.424	0.8326	0.5521	0.882	0.8763	0.525	0.7226	0.8087	0.473	0.2928	1.021	0.6157	0.431	0.4263	1.026	0.4932	0.2605	1.137	1.3219999999999998	0.8190000000000001	0.6721	1.097	1.189	0.4744	0.1872	1.043	0.6195	0.6525	0.8596	0.3437	0.713	1.256	1.245	0.94	0.5329999999999999	0.3815	0.42	0.8849	0.8742	0.7397	0.9956	0.8202	0.1603	0.3396	1.088	0.4881	0.4666	0.6965	1.36	0.6795	1.65	0.8313	1.375	0.6662	0.4524	0.4836	0.1677	1.7180000000000002	0.5343	1.334	0.7414	1.46	0.8067	0.6683	0.4681	0.8789	0.5453	1.1320000000000001	0.3248	0.8478	1.188	0.94	1.159	0.9567	1.254	0.8601	0.6244	0.5891	0.7556	1.581	0.4692	0.9526	0.4188	0.8452	0.5706	0.4275	0.4906	0.1392	0.3375	0.682	0.6866	1.1520000000000001	0.1455	0.7571	1.092	0.6297	1.474	0.6695	0.1924	0.9436	1.065	0.2774	0.2595	0.08256000000000001	0.1906	0.5429	1.097	0.154	0.2582	0.843	0.6241	0.3547	0.2537	0.8128	0.1886	0.7743	0.5158	0.4346	0.3637	0.2939	0.4187	0.7859999999999999	0.5662	0.6395	0.4547	0.7117	0.6729	1.1740000000000002	0.5332	0.7935	0.8128	0.2137	0.11900000000000001	1.1440000000000001	3.8310000000000004	0.3989	1.12	0.8325	1.285	0.6892	0.3952	0.41600000000000004	0.4704	1.391	1.321	1.237	0.4925	0.1474	0.5445	0.8169	0.9211	0.5479	1.103	0.6008	0.7123	0.6881	0.1273	1.4609999999999999	0.2421	1.43	1.3419999999999999	0.1116	1.329	0.8567	0.8621	3.2089999999999996	2.551	0.8674	0.5706	1.276	1.6159999999999999	0.6531	1.722	1.013	2.021	0.4443	0.8082	0.7036	1.643	0.6568	0.6568	1.054	1.141	1.3090000000000002	1.166	0.3562	1.546	0.8809999999999999	0.8113	0.4337	5.821000000000001	1.237	0.2561	0.2747	0.8201	0.3602	0.9489	0.2482	0.2406	1.797	0.6482
ENSG00000169291.9	SHE	3.029	1.261	1.919	1.475	1.4880000000000002	1.984	1.281	1.0090000000000001	1.181	1.217	1.183	2.479	1.67	1.0759999999999998	2.168	2.383	0.3942	0.9086	1.486	1.148	1.295	3.322	3.302	2.057	2.4090000000000003	1.801	2.043	1.391	0.9291	1.754	0.6333	1.6340000000000001	3.077	0.6307	1.57	2.41	1.808	0.9591	1.3559999999999999	0.9668	1.756	5.34	2.249	1.4769999999999999	1.422	6.632999999999999	1.973	1.607	2.6839999999999997	1.217	3.2089999999999996	2.484	2.084	1.355	2.8089999999999997	4.069	1.56	2.509	1.68	2.824	0.6591	2.169	1.024	2.184	1.099	1.555	1.795	1.294	3.16	2.43	0.6165	2.117	2.146	1.694	2.3280000000000003	1.429	1.95	2.022	2.1069999999999998	1.304	3.4539999999999997	4.463	2.9360000000000004	0.7688	0.9509	1.5	1.33	1.217	2.24	1.604	1.73	1.033	2.695	1.158	2.339	2.397	1.761	1.11	2.4459999999999997	1.073	3.321	1.771	1.506	1.085	2.504	2.033	0.9626	3.122	1.177	1.2990000000000002	1.208	0.7462	1.121	2.983	2.266	0.9768	1.482	1.224	2.758	1.4469999999999998	1.3630000000000002	0.9003	2.032	1.496	0.732	1.38	0.9123	3.095	1.719	2.5860000000000003	2.786	3.283	2.667	2.184	1.163	1.614	1.153	1.665	2.229	1.028	2.634	1.504	2.052	1.47	1.122	2.7039999999999997	2.569	1.903	1.65	1.229	1.028	0.3797	1.561	1.761	4.051	0.7435	2.189	1.9180000000000001	2.9010000000000002	0.722	0.8089	1.619	1.052	1.761	1.5859999999999999	1.386	1.6980000000000002	3.305	1.348	2.8960000000000004	3.497	4.015	1.485	2.9589999999999996	3.5460000000000003	2.339	4.559	2.3280000000000003	1.197	1.099	1.739	1.097	2.219	1.6780000000000002	1.391	2.608	2.231	2.439	2.4	2.0980000000000003	2.4859999999999998	1.4240000000000002	1.5830000000000002	1.002	0.6309	2.713	1.4880000000000002	0.6714	2.013	1.146	2.577	0.7127	1.9480000000000002	2.084	1.082
ENSG00000132702.12	HAPLN2	157.6	29.02	108.1	81.55	105.7	52.42	74.26	90.66	71.18	64.58	61.36	41.5	24.37	99.74	97.78	36.71	11.27	56.91	39.09	68.27	24.7	56.67	136.1	48.46	67.32	70.84	101.4	54.7	5.599	88.63	45.42	111.5	69.78	30.75	134.7	97.03	48.36	82.98	38.61	51.31	80.83	186.3	113.1	97.84	66.23	232.1	24.22	75.41	128.6	41.05	91.8	184.9	199.2	58.11	102.7	109.8	76.17	63.29	83.45	75.5	36.65	57.32	26.47	66.97	29.29	76.81	61.77	64.85	75.44	116.3	25.92	133.6	8.676	143.2	138.6	101.7	134.9	82.96	81.44	45.77	90.5	75.35	289.1	88.06	33.26	87.35	76.04	106.4	53.13	83.31	60.62	47.18	69.48	83.47	68.98	179.1	58.06	181.3	61.33	36.61	80.79	469.7	6.604	81.05	47.56	69.1	13.91	21.2	27.3	30.8	70.62	24.24	27.9	63.0	92.77	44.25	35.39	92.07	39.44	63.19	40.7	16.46	63.24	69.82	38.43	262.8	143.9	87.54	29.82	108.2	124.7	366.9	169.5	76.23	34.86	28.91	12.05	245.8	276.7	63.71	56.35	86.77	36.05	750.9	87.8	59.37	92.25	102.1	73.76	190.9	239.2	17.97	39.31	60.94	64.85	68.87	88.75	75.85	54.25	81.13	9.226	50.62	27.28	50.43	107.6	11.26	37.66	100.1	8.757	22.76	36.94	18.88	79.12	135.0	58.89	86.85	75.32	79.66	76.0	13.18	35.27	106.0	59.55	67.88	71.08	60.24	30.28	97.4	139.7	33.85	132.7	46.62	24.78	16.74	43.5	138.4	15.56	20.67	38.01	31.48	43.7	18.26	11.1	102.2	62.37
ENSG00000143248.12	RGS5	74.22	117.7	99.19	104.2	48.72	116.4	118.2	100.6	85.49	123.3	98.02	68.92	171.3	42.94	97.32	72.18	169.7	74.69	99.04	72.05	58.05	131.0	135.2	120.9	94.87	135.5	62.51	17.35	69.03	112.9	29.78	95.57	59.41	87.98	80.2	111.4	170.4	95.03	110.7	118.1	90.49	46.14	223.8	115.6	84.58	142.9	104.8	63.48	127.9	65.59	101.1	111.5	95.37	90.11	111.4	99.24	93.98	123.5	127.2	97.43	74.41	133.6	106.2	112.5	87.98	110.1	131.9	94.89	159.2	28.77	69.7	123.9	50.83	49.99	93.91	44.65	117.6	118.7	138.4	99.18	135.9	68.23	23.03	24.65	58.82	69.68	96.35	42.18	116.0	116.0	93.52	38.08	34.76	102.9	106.2	72.94	97.16	77.77	85.98	111.5	105.3	54.45	80.33	75.91	90.81	38.55	50.6	61.83	30.78	72.7	86.16	73.46	48.63	99.42	31.13	65.65	119.8	83.16	73.2	87.53	84.77	56.04	114.9	102.3	104.7	58.27	62.57	68.42	99.1	194.3	94.29	135.6	68.21	57.25	104.5	25.86	60.08	91.37	97.89	41.8	104.6	94.09	123.5	93.79	73.66	75.11	106.4	64.25	64.7	106.3	93.5	51.81	111.4	55.2	73.84	51.6	66.04	129.4	18.93	77.22	66.14	46.81	93.9	126.3	134.8	40.68	225.2	124.6	97.5	67.63	44.69	85.96	72.44	165.1	148.3	149.1	141.2	136.9	134.8	76.34	77.79	84.03	106.4	49.77	60.9	146.7	154.5	74.06	95.59	66.51	82.94	182.9	138.4	106.6	108.7	69.76	85.71	66.82	57.64	35.22	104.5	47.01	98.13	111.9	109.1
ENSG00000116161.17	CACYBP	46.43	13.11	47.21	51.31	79.78	73.28	28.07	45.68	40.19	47.24	64.25	52.86	12.63	25.97	64.61	29.35	5.357	29.68	68.05	20.07	24.04	23.78	44.41	36.89	39.91	47.7	86.68	31.57	5.877000000000001	52.78	25.0	14.55	24.1	9.647	50.19	43.03	30.18	50.91	10.13	24.27	88.6	144.9	26.1	26.45	52.39	115.9	7.306	18.13	37.67	16.47	70.01	23.87	64.83	20.0	35.45	46.25	40.57	35.64	20.46	17.39	7.893	59.83	17.26	55.91	18.69	44.75	27.92	21.79	16.23	88.12	16.22	26.82	15.64	32.64	31.03	53.66	82.86	22.35	24.3	38.91	36.62	33.0	52.23	103.5	34.1	54.11	8.981	39.59	18.13	13.0	12.44	7.862	15.66	16.49	16.49	43.81	9.725	58.59	46.43	21.36	66.26	241.6	6.571000000000001	50.48	35.82	12.33	9.243	4.6610000000000005	6.734	29.29	56.49	6.013999999999999	8.685	33.9	17.58	14.83	10.69	54.75	22.55	29.02	20.63	14.91	14.62	11.3	10.18	82.44	28.99	21.14	11.81	21.8	24.85	51.8	15.82	29.5	45.92	11.3	4.859	88.46	42.81	32.61	82.01	32.01	46.98	52.23	37.05	13.63	25.49	93.37	72.06	47.41	48.53	4.364	23.48	63.31	45.67	25.9	38.13	25.47	60.57	30.95	11.02	62.51	10.36	36.68	39.81	6.515	28.41	50.61	38.69	16.67	41.73	20.9	22.31	39.74	91.38	24.77	92.17	44.51	57.2	17.18	63.21	56.85	89.17	43.67	50.95	41.34	14.11	114.4	39.93	11.56	56.92	18.97	22.28	16.03	45.01	67.78	12.84	12.13	35.33	18.48	59.64	13.92	7.925	40.78	16.51
ENSG00000144119.3	C1QL2	9.351	5.874	7.973	12.41	3.1689999999999996	8.301	6.595	8.146	4.904	5.6339999999999995	6.499	5.627999999999999	4.992	3.299	9.599	11.34	4.1930000000000005	1.8159999999999998	11.9	3.915	7.312	6.757999999999999	6.502000000000001	6.117000000000001	13.54	4.538	9.407	4.437	4.935	7.662000000000001	7.7379999999999995	4.202	9.776	5.858	11.11	5.149	3.761	6.426	2.031	4.186	6.183	2.883	4.68	3.513	3.7489999999999997	4.63	6.872000000000001	3.11	6.582999999999999	5.263999999999999	7.346	2.497	4.277	2.74	4.487	5.881	6.157	3.145	4.44	4.499	1.902	5.928999999999999	11.07	8.327	5.896	6.256	9.898	5.1739999999999995	6.567	5.437	5.55	4.959	3.8280000000000003	6.337000000000001	4.05	6.021	7.9239999999999995	2.946	6.902	6.42	4.081	0.8605	7.0	11.39	10.9	8.99	5.667999999999999	7.084	4.704	2.864	4.38	3.9339999999999997	3.821	3.647	7.151	4.716	2.307	3.897	5.649	4.12	6.459	14.02	2.432	3.9130000000000003	4.968	2.72	2.865	1.495	2.068	8.454	6.472	3.6910000000000003	3.591	9.162	2.083	3.181	2.6039999999999996	6.6	3.824	5.157	6.655	2.7230000000000003	5.397	5.88	4.62	9.752	2.86	7.53	4.6610000000000005	4.47	5.297000000000001	5.97	5.257999999999999	3.926	8.176	5.2	3.012	4.2219999999999995	5.185	8.515	9.17	7.026	6.204	9.084	4.881	4.768	2.568	5.916	14.3	7.595	6.779	2.512	10.97	10.63	7.377000000000001	5.7620000000000005	4.315	4.205	3.174	6.356	4.055	6.729	4.2410000000000005	5.113	5.872000000000001	2.673	5.729	3.341	1.135	3.9360000000000004	3.565	4.123	6.636	2.84	5.422000000000001	1.954	5.2829999999999995	6.66	4.648	3.923	10.52	9.735	11.9	4.245	7.421	3.819	3.569	5.605	7.728	9.263	5.936	4.245	5.153	4.665	4.873	7.181	4.0089999999999995	7.01	12.0	3.08	7.537999999999999	5.221	5.404	9.24	5.331
ENSG00000271179.1	RP11-629P16.1	0.0	0.0	0.09396	0.0	0.0	0.5720000000000001	0.08417000000000001	0.0	0.0	0.0	0.0	0.1015	0.0	0.0	0.0	0.0	0.0	0.05687999999999999	0.5227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5102	0.07987999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06842000000000001	0.0	0.0	0.0	0.1294	0.0	0.0	0.0	0.1558	0.0	0.0	0.1162	0.0	0.0	0.0	0.0	0.1431	0.0	0.0	0.0	0.06322	0.1407	0.0	0.0	0.0	0.3239	0.0	0.0	0.0	0.0	0.05607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1886	0.0	0.0	0.0	0.4111	0.0	0.1084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.254	0.08067	0.0	0.1132	0.09766	0.0	0.0	0.0	0.0	0.0	0.4315	0.0	0.0	0.0	0.0	0.0	0.0	0.040760000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.04634	0.0	0.1853	0.0	0.0	0.0	0.1176	0.0	0.0	0.1984	0.1313	0.0	0.0	0.1418	0.0	0.0	0.0	0.1068	0.1322	0.0	0.0	0.0	0.0	0.7065	0.3223	0.07637000000000001	0.1711	0.0	0.0	0.03363	0.0	0.0	0.0	0.0	0.1092	0.0	0.0	0.05287000000000001	0.0	0.0	0.0	0.0	0.0	0.1422	0.0	0.0	0.0	0.06822	0.0	0.0	0.04735	0.0	0.0	0.1953	0.0	0.1006	0.0	0.0	0.0	0.1073	0.0	0.0	0.0	0.0	0.1147	0.0	0.0	0.0	0.0	0.0	0.05869	0.1955	0.0	0.0	0.0	0.0	0.1103	0.0	0.0	0.0	0.0
ENSG00000150551.10	LYPD1	20.32	9.505	15.16	25.94	14.15	27.99	16.54	9.169	13.27	14.29	22.54	11.31	11.4	19.59	31.99	37.08	6.74	8.154	19.77	14.26	20.43	21.37	23.14	19.2	31.46	7.907	30.49	9.404	11.97	30.69	25.81	9.571	12.99	15.24	22.91	19.26	14.93	10.84	7.472	11.16	29.29	36.22	14.28	14.73	15.47	19.43	18.61	13.86	17.91	8.02	18.95	19.31	14.81	15.06	19.16	15.16	11.02	13.09	17.33	16.44	10.62	17.09	17.67	15.18	11.58	7.1739999999999995	11.69	14.43	17.43	8.017999999999999	13.4	16.1	10.33	22.03	13.23	14.04	21.68	10.32	13.85	20.0	19.17	7.824	7.667999999999999	13.74	24.94	18.25	8.988999999999999	13.47	16.66	12.67	15.56	10.51	13.01	9.347999999999999	14.32	27.63	14.99	7.407	11.99	14.0	23.82	13.06	10.87	5.417999999999999	20.74	11.52	15.82	5.706	7.425	24.27	14.65	6.992000000000001	9.874	16.24	9.59	18.17	11.3	17.17	9.992	15.41	17.17	9.048	13.06	13.63	10.08	9.138	9.46	15.89	15.6	24.94	13.19	12.83	8.362	10.58	20.36	8.31	7.2139999999999995	7.404	43.16	21.29	27.04	16.42	15.18	8.107999999999999	15.21	29.98	13.38	9.467	13.1	21.9	14.07	7.35	17.47	18.3	22.31	8.818999999999999	7.431	23.43	12.92	26.39	24.62	9.318999999999999	9.731	19.41	21.37	12.33	14.8	13.85	12.31	14.32	21.9	9.831	9.979	11.2	16.58	5.959	16.79	19.13	11.73	10.01	15.7	12.22	40.55	11.03	9.336	8.576	8.575	14.02	18.45	27.31	15.14	17.43	9.777000000000001	10.41	8.325	12.46	20.63	18.0	23.84	11.92	26.86	27.66	15.14	13.15	13.36
ENSG00000118260.14	CREB1	4.631	2.16	4.159	3.295	3.266	4.6080000000000005	3.275	4.002	3.572	3.3560000000000003	4.0280000000000005	3.514	2.612	3.428	5.725	5.143	1.6019999999999999	2.6889999999999996	4.513999999999999	2.938	2.375	3.9139999999999997	6.852	4.345	4.3469999999999995	3.7510000000000003	6.071000000000001	3.2119999999999997	1.1540000000000001	4.319	3.135	2.875	3.235	1.7590000000000001	3.935	4.635	4.645	5.077	3.234	2.362	3.886	6.718999999999999	3.782	2.824	3.512	6.193	2.037	2.365	4.817	2.7760000000000002	3.6260000000000003	4.168	5.803999999999999	2.675	5.555	5.457000000000001	4.827	4.022	3.202	3.2710000000000004	1.996	5.278	2.513	6.3420000000000005	2.69	5.5889999999999995	3.725	2.852	3.8789999999999996	4.302	2.186	5.7589999999999995	2.088	3.832	4.346	3.615	6.337000000000001	4.147	3.2969999999999997	4.712	5.468999999999999	3.5239999999999996	4.195	4.646	2.116	3.2880000000000003	2.273	2.472	3.0669999999999997	2.681	2.553	1.4269999999999998	2.968	3.102	2.582	4.621	2.47	3.822	4.04	2.5980000000000003	6.349	4.869	1.682	2.97	3.94	2.6519999999999997	1.399	1.6780000000000002	1.453	3.105	3.9360000000000004	1.349	1.764	3.55	3.3739999999999997	2.016	2.2359999999999998	3.865	2.739	3.377	3.0580000000000003	1.6219999999999999	1.751	2.2969999999999997	1.901	3.775	3.71	3.364	2.023	3.81	3.415	6.523	4.025	3.9819999999999998	3.022	1.9369999999999998	1.067	5.747999999999999	4.843	2.312	6.852	3.452	3.313	6.742999999999999	3.443	2.21	5.191	3.924	5.138	4.831	4.2989999999999995	0.8472	2.938	4.231	4.331	1.881	4.156000000000001	4.349	4.19	3.302	1.751	3.904	2.22	4.519	4.906000000000001	1.17	4.808	4.398	2.885	2.539	3.5	3.364	3.002	4.967	10.43	6.093	9.267000000000001	5.815	6.282	2.546	3.84	3.803	7.837999999999999	2.494	2.676	3.687	3.553	8.011000000000001	3.818	1.597	4.38	3.536	3.262	2.975	3.3480000000000003	6.445	3.168	2.342	4.08	2.167	5.364	1.839	1.94	7.084	3.5180000000000002
