Name	Description	GTEX-11DXW-0011-R1a-SM-DNZZD	GTEX-11EI6-0011-R1a-SM-DO93L	GTEX-11GS4-0011-R1a-SM-DO129	GTEX-11GSO-0011-R1b-SM-57WD3	GTEX-11GSP-0011-R1a-SM-9QEJ3	GTEX-11ONC-0011-R1a-SM-57WD4	GTEX-11TUW-0011-R1a-SM-DO92S	GTEX-11UD1-0011-R1b-SM-5BC7D	GTEX-11WQC-0011-R1b-SM-DO932	GTEX-11ZTS-0011-R1a-SM-5BC71	GTEX-11ZVC-0011-R1b-SM-5BC6M	GTEX-1212Z-0011-R1b-SM-5BC72	GTEX-12WSD-0011-R1b-SM-5LZVY	GTEX-12WSE-0011-R1b-SM-5GU4V	GTEX-12WSF-0011-R1a-SM-5DUVI	GTEX-12WSH-0011-R1a-SM-5GU5V	GTEX-12WSM-0011-R1a-SM-5LZW6	GTEX-12ZZX-0011-R1a-SM-5EQ6B	GTEX-13112-0011-R1b-SM-5HL7K	GTEX-1313W-0011-R1b-SM-5EQ4A	GTEX-131XH-0011-R1a-SM-5DUWA	GTEX-131YS-0011-R1a-SM-5DUXC	GTEX-132Q8-0011-R1a-SM-5EGLK	GTEX-1399T-0011-R1b-SM-5DUWN	GTEX-139T8-0011-R1a-SM-5HL75	GTEX-139TT-0011-R1a-SM-5LZVD	GTEX-13CF2-0011-R1a-SM-5LZY1	GTEX-13FHO-0011-R1b-SM-5KLZG	GTEX-13FHP-0011-R1b-SM-5K7XL	GTEX-13FLW-0011-R1b-SM-5LZX2	GTEX-13FTY-0011-R1a-SM-5LZXE	GTEX-13FXS-0011-R1a-SM-5K7U6	GTEX-13G51-0011-R1a-SM-5LZYR	GTEX-13JUV-0011-R1a-SM-5LZY4	GTEX-13JVG-0011-R1a-SM-5KM32	GTEX-13N1W-0011-R1b-SM-5MR4T	GTEX-13N2G-0011-R1b-SM-5MR3G	GTEX-13NYB-0011-R1b-SM-5KM4F	GTEX-13NYS-0011-R1b-SM-5MR55	GTEX-13NZ8-0011-R1b-SM-5KM3V	GTEX-13NZA-0011-R1b-SM-5LUAF	GTEX-13O3O-0011-R1b-SM-5KM2K	GTEX-13O3Q-0011-R1b-SM-5KM3L	GTEX-13OVJ-0011-R1b-SM-5L3I6	GTEX-13OVL-0011-R1a-SM-5L3H5	GTEX-13OW5-0011-R1b-SM-5L3GE	GTEX-13OW6-0011-R1a-SM-5L3HQ	GTEX-13OW7-0011-R1b-SM-5L3HF	GTEX-13OW8-0011-R1a-SM-5L3HI	GTEX-13PDP-0011-R1a-SM-5PNX5	GTEX-13QIC-0011-R1a-SM-5O9CJ	GTEX-13QJC-0011-R1b-SM-5S2UU	GTEX-13RTJ-0011-R1a-SM-5O9D9	GTEX-13RTL-0011-R1a-SM-5PNZ8	GTEX-13S7M-0011-R1b-SM-5PNZE	GTEX-13SLW-0011-R1a-SM-5S2W7	GTEX-13X6I-0011-R1b-SM-5PNZC	GTEX-144GL-0011-R1a-SM-5PNZ5	GTEX-144GO-0011-R1a-SM-5PNWO	GTEX-145LS-0011-R1b-SM-5PNUP	GTEX-145LU-0011-R1a-SM-5Q5CE	GTEX-145MH-0011-R1b-SM-5PNWY	GTEX-14ABY-0011-R1a-SM-6EU2W	GTEX-14ASI-0011-R1b-SM-5S2TY	GTEX-14BIM-0011-R1a-SM-69LQI	GTEX-14C5O-0011-R1b-SM-6AJBW	GTEX-14E6D-0011-R1b-SM-5YYAW	GTEX-14E7W-0011-R1b-SM-5YYAT	GTEX-14JIY-0011-R1a-SM-68713	GTEX-14LLW-0011-R1a-SM-5ZZVD	GTEX-14LZ3-0011-R1a-SM-69LP5	GTEX-14PJM-0011-R1a-SM-CNPO3	GTEX-14PJO-0011-R1b-SM-6AJAK	GTEX-14PN4-0011-R1b-SM-69LP8	GTEX-14PQA-0011-R1b-SM-6EU1G	GTEX-15CHQ-0011-R1a-SM-COH27	GTEX-15DCD-0011-R1b-SM-6LPIJ	GTEX-15ER7-0011-R1b-SM-7KUE1	GTEX-15UF6-0011-R1a-SM-9QEGH	GTEX-16GPK-0011-R1b-SM-7EWDH	GTEX-16NPV-0011-R1b-SM-7MGVZ	GTEX-16XZZ-0011-R1a-SM-7LTAH	GTEX-16YQH-0011-R1a-SM-7LT8R	GTEX-16Z82-0011-R1b-SM-7EPHZ	GTEX-17EVP-0011-R1a-SM-7DHLA	GTEX-17EVQ-0011-R1a-SM-7189S	GTEX-17F97-0011-R1b-SM-7IGM9	GTEX-17HG3-0011-R1a-SM-7LG6H	GTEX-17HHY-0011-R1a-SM-7189V	GTEX-17HII-0011-R1b-SM-7MGVW	GTEX-17JCI-0011-R1b-SM-718A3	GTEX-17MF6-0011-R1a-SM-72D6O	GTEX-183WM-0011-R1a-SM-718A8	GTEX-18A6Q-0011-R1b-SM-731DI	GTEX-1A32A-0011-R1a-SM-7P8SQ	GTEX-1A3MX-0011-R1b-SM-7P8PH	GTEX-1A8G6-0011-R1a-SM-7P8PC	GTEX-1AX9I-0011-R1b-SM-7RHG2	GTEX-1B8L1-0011-R1a-SM-7P8SS	GTEX-1B8SF-0011-R1b-SM-7P8Q8	GTEX-1B933-0011-R1b-SM-9QEGW	GTEX-1B996-0011-R1b-SM-7P8PO	GTEX-1BAJH-0011-R1a-SM-7P8SV	GTEX-1C64N-0011-R1b-SM-7P8Q7	GTEX-1C6VQ-0011-R1a-SM-7P8Q2	GTEX-1C6VR-0011-R1a-SM-7MXUE	GTEX-1CAV2-0011-R1a-SM-ARZML	GTEX-1CB4G-0011-R1b-SM-9QEHT	GTEX-1CB4J-0011-R1a-SM-9WG64	GTEX-1E1VI-0011-R1a-SM-ARZMM	GTEX-1E2YA-0011-R1b-SM-CJI29	GTEX-1EH9U-0011-R1b-SM-CJI2B	GTEX-1EKGG-0011-R1b-SM-9QEI1	GTEX-1EMGI-0011-R1b-SM-9OSWZ	GTEX-1EWIQ-0011-R1a-SM-9OSX7	GTEX-1EX96-0011-R1a-SM-CE6R5	GTEX-1F48J-0011-R1a-SM-9QEIC	GTEX-1F6I4-0011-R1a-SM-9OSWU	GTEX-1F6IF-0011-R1b-SM-9WG78	GTEX-1F75A-0011-R1b-SM-CE6RA	GTEX-1F75W-0011-R1a-SM-ARU81	GTEX-1GF9V-0011-R1a-SM-CKZNQ	GTEX-1GF9W-0011-R1a-SM-9QEIQ	GTEX-1GMR8-0011-R1b-SM-CJI2O	GTEX-1GN1U-0011-R1a-SM-CJI25	GTEX-1GN2E-0011-R1b-SM-CE6RJ	GTEX-1GN73-0011-R1a-SM-CKZNT	GTEX-1GTWX-0011-R1a-SM-CE6RL	GTEX-1GZ2Q-0011-R1a-SM-CJI2Y	GTEX-1GZHY-0011-R1a-SM-CE6RR	GTEX-1H1CY-0011-R1a-SM-CKZOZ	GTEX-1H1DG-0011-R1b-SM-CKZP1	GTEX-1H1ZS-0011-R1b-SM-A9G1E	GTEX-1H23P-0011-R1a-SM-ACKVC	GTEX-1H3NZ-0011-R1a-SM-CKZP5	GTEX-1H3O1-0011-R1b-SM-CL554	GTEX-1H3VE-0011-R1a-SM-A9G1K	GTEX-1H4P4-0011-R1b-SM-CL54V	GTEX-1HBPI-0011-R1b-SM-A9SKF	GTEX-1HGF4-0011-R1a-SM-CJI3S	GTEX-1HR98-0011-R1a-SM-ARZLQ	GTEX-1HSKV-0011-R1b-SM-CMKH7	GTEX-1HSMO-0011-R1a-SM-CM2SV	GTEX-1HT8W-0011-R1b-SM-CJI3V	GTEX-1I1GQ-0011-R1a-SM-CY8GG	GTEX-1I1GS-0011-R1a-SM-CJI43	GTEX-1I1GV-0011-R1a-SM-CL559	GTEX-1I1HK-0011-R1b-SM-CM2T7	GTEX-1ICLZ-0011-R1b-SM-A9SM3	GTEX-1IDJH-0011-R1b-SM-ARU6U	GTEX-1IKK5-0011-R1b-SM-CE6SQ	GTEX-1IOXB-0011-R1a-SM-D4P27	GTEX-1IY9M-0011-R1a-SM-EXURZ	GTEX-1J1OQ-0011-R1a-SM-A9G1Z	GTEX-1J8Q2-0011-R1a-SM-D4P2D	GTEX-1LB8K-0011-R1b-SM-EZ6MV	GTEX-1LG7Y-0011-R1a-SM-EYYWV	GTEX-N7MS-0011-R1a-SM-2HMJG	GTEX-N7MT-0011-R1a-SM-CNPO1	GTEX-NL3H-0011-R1a-SM-48TDJ	GTEX-NPJ7-0011-R1a-SM-3GACT	GTEX-NPJ8-0011-R1a-SM-33HCB	GTEX-OHPN-0011-R1A-SM-2I5GB	GTEX-P44G-0011-R1A-SM-2I3FE	GTEX-P44H-0011-R1A-SM-3NM8J	GTEX-PVOW-0011-R1A-SM-32PL6	GTEX-PWO3-0011-R1A-SM-2I5EW	GTEX-Q2AG-0011-R1A-SM-2HMJI	GTEX-QDT8-0011-R1A-SM-32PKS	GTEX-QMR6-0011-R1A-SM-32PKW	GTEX-QVJO-0011-R1A-SM-2S1QI	GTEX-QVUS-0011-R1A-SM-3GAD2	GTEX-R55E-0011-R1A-SM-2TC6N	GTEX-RNOR-0011-R1A-SM-CNNP5	GTEX-S7SE-0011-R1A-SM-2XCDE	GTEX-T5JC-0011-R1A-SM-32PM6	GTEX-T6MN-0011-R1A-SM-32QOY	GTEX-TSE9-0011-R1A-SM-3DB7E	GTEX-UTHO-0011-R1A-SM-3GIJO	GTEX-WHSE-0011-R1A-SM-3P5ZK	GTEX-WL46-0011-R1A-SM-3LK6M	GTEX-WVLH-0011-R1A-SM-4MVOK	GTEX-WWYW-0011-R1A-SM-3TW8G	GTEX-WZTO-0011-R1B-SM-3NMAR	GTEX-X4EP-0011-R1A-SM-3P624	GTEX-X4XX-0011-R1B-SM-3P622	GTEX-X585-0011-R1B-SM-46MVE	GTEX-XMD1-0011-R1A-SM-4AT4C	GTEX-Y8DK-0011-R1A-SM-4RGLO	GTEX-YFC4-0011-R1a-SM-4V6EH	GTEX-YJ89-0011-R1a-SM-4RGLS	GTEX-ZAB4-0011-R1a-SM-4RGNO	GTEX-ZDXO-0011-R1a-SM-4WKF4	GTEX-ZE7O-0011-R1a-SM-57WDM	GTEX-ZF28-0011-R1a-SM-4WWD1	GTEX-ZUA1-0011-R1a-SM-4YCE2	GTEX-ZVZQ-0011-R1a-SM-57WBU
ENSG00000162374.16	ELAVL4	7.71	4.118	10.68	3.2319999999999998	6.585	3.176	0.5861	6.426	1.9980000000000002	2.07	0.8067	1.1420000000000001	15.38	26.97	27.46	23.22	7.379	7.596	6.609	23.25	21.53	5.824	3.2489999999999997	6.541	4.816	12.87	2.218	6.353	2.249	14.06	1.432	12.35	10.03	21.65	1.135	11.68	8.995	12.66	3.26	1.619	0.7070000000000001	18.02	14.84	6.162000000000001	1.901	1.6019999999999999	18.91	5.6129999999999995	1.68	3.2289999999999996	1.031	1.7919999999999998	2.8369999999999997	1.74	4.878	3.5069999999999997	10.38	13.08	1.3719999999999999	8.546	3.5060000000000002	22.93	23.2	11.46	3.447	13.73	8.205	4.398	13.54	27.06	1.334	4.99	2.867	7.335	4.303999999999999	10.79	4.829	8.816	1.291	3.408	0.8411	8.097000000000001	23.75	10.78	4.073	1.4269999999999998	3.9589999999999996	6.742000000000001	8.616	2.426	4.438	1.341	1.1340000000000001	1.222	1.4569999999999999	6.654	5.82	14.3	6.928	9.906	6.645	6.233	1.94	3.333	1.061	8.622	0.7302	12.7	1.012	3.5189999999999997	0.8912	2.256	7.943	14.34	12.82	8.146	18.53	12.1	3.957	14.68	1.702	1.396	22.92	4.064	8.511000000000001	1.885	8.546	7.529	11.38	1.124	4.226	6.025	9.121	0.8621	10.49	22.96	2.8339999999999996	0.5122	6.4239999999999995	3.0839999999999996	1.984	6.912000000000001	5.376	7.875	5.601	6.8839999999999995	1.176	9.259	33.47	15.89	5.65	11.3	13.57	5.022	2.03	5.227	11.17	18.01	11.09	7.739	6.557	3.515	2.435	18.2	11.53	19.71	6.36	20.33	15.24	12.9	9.861	5.307	17.49	26.1	6.468	7.916	42.95	13.09	3.682	15.56	25.06	4.843999999999999	31.9	12.73	5.416	10.35	25.66	2.847	5.295	13.42	3.84	18.9	12.39	1.636	5.965	6.489	2.171
ENSG00000169291.9	SHE	1.033	1.212	1.0270000000000001	1.932	1.126	1.3519999999999999	3.205	2.8369999999999997	2.947	0.9639	1.986	1.4	1.556	0.9205	1.3619999999999999	0.6454	0.907	1.13	0.8545	1.297	1.265	2.609	1.469	1.2	1.5290000000000001	0.978	0.8489	2.781	0.912	0.9668	0.8379	0.7392	1.5119999999999998	2.6	1.757	1.969	2.6519999999999997	1.725	2.201	1.643	1.939	0.8155	1.115	4.48	1.6909999999999998	1.732	2.109	0.8693	2.855	1.62	1.263	1.819	2.013	0.447	1.886	1.7169999999999999	2.593	0.4063	0.4453	3.736	0.2049	1.788	1.449	2.028	1.254	2.9730000000000003	1.682	3.833	1.145	0.8713	3.153	1.2209999999999999	1.68	2.35	4.204	2.883	0.971	1.4340000000000002	1.858	2.7760000000000002	1.4340000000000002	1.943	1.455	1.1420000000000001	1.5090000000000001	0.925	1.11	2.416	1.121	1.103	2.009	0.8013	1.629	1.923	0.6767	1.1420000000000001	0.6239	1.068	3.025	1.015	2.306	1.216	1.5490000000000002	0.9772	0.8915	0.8959	1.123	2.0709999999999997	5.236000000000001	0.5486	3.5210000000000004	1.355	1.3259999999999998	1.261	1.3119999999999998	1.415	2.316	1.3780000000000001	1.518	1.31	0.9541	0.708	1.9969999999999999	2.077	1.088	0.5239	1.064	0.6991	2.374	3.38	1.959	4.856	1.689	1.965	3.387	1.436	1.192	0.7696	1.909	0.9429	0.6668	1.453	1.075	1.119	2.716	1.4669999999999999	1.4509999999999998	0.8158	2.202	2.0269999999999997	1.4409999999999998	0.935	1.399	1.3769999999999998	0.6815	1.588	0.8653	1.111	2.9010000000000002	1.041	2.356	4.043	1.801	1.114	3.862	2.066	1.6780000000000002	2.903	2.5789999999999997	2.281	5.7410000000000005	5.803999999999999	2.6460000000000004	1.436	1.281	1.107	1.804	1.3230000000000002	3.091	1.06	1.5859999999999999	3.536	1.5019999999999998	2.908	6.152	2.7760000000000002	3.205	3.023	0.491	1.6480000000000001	1.406	2.775	2.094	0.6582	0.9237	2.469	1.087
ENSG00000132702.12	HAPLN2	45.58	39.04	15.81	130.9	28.57	33.68	199.5	213.6	103.5	76.7	45.25	69.2	113.1	53.21	72.2	101.0	176.3	79.43	53.43	70.33	64.21	41.86	75.92	72.04	8.898	88.05	50.88	69.19	46.86	50.7	10.5	113.7	268.9	210.1	241.9	525.3	262.2	58.73	83.12	53.93	121.5	66.06	44.71	157.8	397.2	776.1	212.6	104.0	31.35	31.61	535.1	503.9	792.3	115.7	230.0	35.03	98.1	30.3	36.56	116.9	51.57	14.33	43.44	74.68	12.93	85.46	54.26	162.4	51.23	44.16	100.4	98.82	186.3	75.23	70.67	140.8	53.0	235.7	191.0	222.7	47.17	291.2	94.65	55.08	617.4	201.8	24.06	78.23	215.6	89.52	70.27	130.2	75.12	493.7	86.04	40.08	52.58	244.6	63.29	113.2	197.2	220.9	94.17	83.36	150.7	76.76	21.82	75.43	216.5	55.18	184.3	65.93	111.1	75.02	11.78	63.52	113.4	114.0	104.3	57.65	18.92	34.17	76.62	34.56	246.1	79.38	156.2	134.7	90.57	20.89	148.6	336.2	93.05	294.2	104.5	277.6	121.4	100.5	252.9	84.86	79.39	123.5	87.62	18.28	152.4	174.0	87.96	44.57	36.38	87.38	89.37	78.65	63.62	25.98	41.82	178.4	22.47	94.83	216.5	24.72	46.69	55.71	24.12	22.79	376.2	78.21	19.87	184.0	39.35	132.7	67.18	231.5	21.15	50.36	28.09	48.11	139.6	49.78	185.2	92.51	121.0	69.72	65.48	229.7	20.51	115.4	140.0	191.4	25.84	59.28	37.85	206.5	55.89	10.14	25.51	100.4	34.81
ENSG00000143248.12	RGS5	60.38	89.05	64.04	90.32	79.54	83.9	120.8	203.4	123.7	143.1	82.82	115.6	80.33	95.63	76.03	38.01	58.89	35.83	79.45	82.79	56.9	136.3	36.55	85.47	25.13	68.52	57.55	49.61	44.84	69.51	49.77	43.53	42.13	33.77	139.9	52.91	80.42	106.3	30.98	18.36	58.59	53.64	64.45	93.9	67.03	27.09	107.8	35.15	62.89	10.75	60.66	51.61	56.25	33.02	130.6	70.21	65.68	16.75	59.24	154.7	17.85	86.84	83.95	102.5	23.58	21.09	83.98	147.0	81.23	11.7	34.52	63.7	89.87	80.95	48.77	128.9	68.51	34.83	106.6	125.2	5.4510000000000005	61.42	38.9	119.9	44.99	64.11	43.73	88.55	49.86	81.16	95.41	88.7	22.43	69.39	69.36	49.61	52.0	49.12	99.86	51.04	71.77	41.42	95.2	58.98	31.94	42.4	44.35	67.41	42.88	46.54	60.98	45.89	50.65	55.31	63.11	46.7	33.34	80.75	112.3	75.8	55.08	60.32	55.16	67.24	48.27	81.31	56.06	50.52	29.23	71.71	159.5	123.0	30.15	59.75	61.25	112.3	39.48	41.81	71.63	93.2	27.77	78.03	65.47	55.63	75.75	55.28	62.68	76.95	54.46	74.17	108.5	43.9	40.83	37.23	45.91	70.59	82.51	77.65	71.72	41.31	74.9	36.23	46.28	47.33	93.44	156.6	106.5	96.09	98.49	108.8	103.2	100.7	130.7	111.0	77.13	54.75	110.4	50.58	113.5	32.85	91.62	117.3	58.72	111.8	16.24	48.51	45.45	36.25	66.63	65.79	71.56	93.61	61.56	43.94	25.59	115.6	45.38
ENSG00000116161.17	CACYBP	35.62	33.01	38.54	27.31	51.18	24.5	35.58	37.57	18.67	27.38	20.5	20.08	35.91	55.34	69.09	141.8	33.62	81.28	29.39	65.45	91.93	30.11	20.45	28.59	14.93	66.67	8.035	29.09	9.758	54.76	7.101	65.19	68.37	95.97	35.09	80.47	67.15	47.29	66.72	98.45	24.05	93.05	53.48	106.0	27.72	59.37	58.24	31.24	13.14	75.2	36.96	36.92	56.94	18.69	33.7	17.66	49.8	69.81	8.322000000000001	38.12	20.69	59.05	67.45	44.97	18.88	82.56	32.48	35.76	66.38	117.4	26.28	32.36	15.15	41.2	28.23	44.21	23.83	62.92	24.75	24.01	10.21	52.48	80.4	28.21	50.94	18.33	20.01	46.94	48.57	16.17	33.77	14.03	17.22	50.83	28.99	51.16	24.31	87.95	52.15	55.74	62.61	63.67	25.12	20.74	19.39	25.5	6.257999999999999	59.27	117.4	21.71	19.12	15.29	30.48	96.36	29.52	57.82	100.9	39.12	45.5	80.41	13.5	9.152000000000001	47.31	32.42	45.4	12.87	75.67	28.55	70.38	7.495	35.85	44.37	50.29	21.78	65.07	78.07	20.06	11.22	52.72	23.08	13.98	60.22	75.09	44.01	43.1	42.17	21.1	35.42	76.4	72.88	50.28	73.17	72.34	33.61	11.52	53.16	31.34	78.92	59.12	49.38	35.23	51.85	14.02	48.59	67.43	92.55	33.93	87.8	56.34	61.14	69.73	55.67	55.5	68.26	31.05	49.76	99.82	54.72	44.83	79.31	73.39	29.65	141.9	78.96	37.88	48.62	147.2	33.14	24.02	64.02	15.32	61.28	40.6	7.11	17.64	48.33	12.87
ENSG00000144119.3	C1QL2	23.78	38.43	30.77	13.68	24.92	55.36	9.826	16.7	16.42	14.98	8.654	11.13	16.54	38.77	7.84	14.41	9.836	19.09	10.21	12.93	79.77	7.316	26.85	21.71	29.42	9.661	8.685	29.52	17.17	13.65	8.695	40.58	27.11	8.575	15.24	58.1	15.16	14.62	15.81	7.261	3.859	9.086	38.23	50.71	7.638	6.229	41.57	47.59	22.42	32.18	11.88	18.66	33.73	17.49	8.61	25.2	35.88	69.74	12.72	18.86	26.87	29.14	10.55	20.06	55.48	63.29	14.79	13.26	15.29	7.912000000000001	6.518	19.88	20.47	12.16	19.33	31.75	21.35	26.68	8.521	20.62	7.952999999999999	19.56	16.19	31.49	8.255	10.28	52.51	20.72	28.9	24.2	26.63	8.828	8.475	7.914	7.671	22.9	12.33	9.367	29.48	33.0	22.48	25.96	11.76	24.96	8.931000000000001	17.17	5.691	26.19	6.877000000000001	14.08	4.6080000000000005	12.97	16.33	27.42	29.31	27.01	25.56	31.52	11.39	39.02	22.65	20.02	19.23	12.92	24.49	3.2319999999999998	23.3	13.65	71.91	5.421	17.52	24.49	37.99	2.174	8.821	7.5489999999999995	12.88	5.608	27.36	16.62	16.34	34.17	39.82	18.73	30.67	20.33	15.34	11.46	17.36	38.68	78.94	48.66	77.5	85.86	17.11	21.67	18.05	11.76	23.64	6.662000000000001	81.62	2.208	15.67	27.19	22.32	13.04	5.489	27.36	8.544	11.57	17.07	3.7119999999999997	9.952	9.068	31.99	42.96	7.4239999999999995	8.052	5.702000000000001	28.71	14.85	26.19	11.12	24.69	5.535	13.18	30.0	26.54	37.58	13.54	7.928999999999999	10.01	11.39	9.175	13.14	15.72	20.02
ENSG00000271179.1	RP11-629P16.1	0.0	0.0	0.05665	0.0	0.1612	0.1421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4465	0.0	0.0	0.3021	0.0	0.2033	0.1309	0.3992	0.0	0.0	0.06961	0.0	0.0	0.1353	0.0	0.0	0.1268	0.0	0.1641	0.0	0.0	0.0	0.0	0.0	0.0	0.2191	0.0	0.0	0.0	0.06359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06391000000000001	0.0	0.4063	0.0	0.0466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2124	0.2004	0.0	0.0	0.053779999999999994	0.2973	0.0	0.09769	0.09391000000000001	0.0	0.1062	0.0	0.0	0.1216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1814	0.0	0.0	0.0	0.050730000000000004	0.1196	0.05484	0.0	0.0	0.0	0.0	0.04162	0.1656	0.0	0.2137	0.08761000000000001	0.0	0.0	0.0	0.0	0.0	0.1208	0.0	0.05786	0.0	0.0	0.1513	0.0	0.0	0.1769	0.0	0.0	0.1423	0.0	0.04442	0.1367	0.0	0.04534	0.2415	0.0	0.0612	0.2223	0.0	0.057629999999999994	0.0	0.0	0.1129	0.0	0.0	0.0	0.057370000000000004	0.0	0.050769999999999996	0.0	0.06125	0.0	0.0	0.0	0.2651	0.0	0.0	0.3082	0.0	0.0	0.3791	0.07585	0.2627	0.04289	0.2	0.0	0.0	0.2155	0.0	0.4023	0.0	0.0	0.0	0.0	0.1333	0.5189	0.2591	0.0	0.0	0.0	0.0	0.0	0.0	0.1661	0.1698	0.2079	0.0	0.0	0.2086	0.0	0.0	0.0	0.3053	0.04411	0.2208	0.1457	0.0	0.0	0.319	0.0	0.0	0.2411	0.0	0.0	0.0	0.03513	0.0	0.0	0.0
ENSG00000150551.10	LYPD1	42.0	36.08	15.66	14.03	7.906000000000001	6.287999999999999	6.934	12.4	11.45	12.81	13.81	11.76	14.13	39.83	4.363	20.88	5.97	33.84	8.67	32.39	40.28	12.59	9.636000000000001	16.43	3.929	26.0	6.805	17.94	20.33	20.12	7.567	30.73	22.22	16.31	12.88	37.43	34.77	25.44	21.68	6.535	3.102	50.28	37.8	38.79	8.206	8.62	18.76	12.54	12.94	29.46	7.492999999999999	10.11	6.89	10.51	6.681	6.811	4.362	39.42	5.8	15.4	5.162000000000001	15.47	22.82	16.69	6.1770000000000005	18.03	8.935	15.93	23.26	5.26	4.249	10.32	9.172	19.74	12.06	33.72	7.8870000000000005	17.07	7.504	11.62	2.447	13.32	27.29	19.95	9.503	8.572000000000001	8.577	28.6	20.05	13.75	33.42	5.681	4.12	6.17	7.022	12.55	15.33	33.81	20.48	22.95	31.05	15.19	13.33	22.68	6.311	16.54	4.555	22.89	26.5	7.805	7.297999999999999	7.568	16.48	32.48	9.793	14.21	36.68	14.55	18.14	59.33	10.18	11.71	21.62	27.82	13.87	6.3260000000000005	17.39	14.56	62.39	2.863	26.38	16.77	10.87	2.793	15.39	9.741	10.26	3.2089999999999996	14.46	17.35	11.45	17.72	10.66	23.81	25.66	14.98	12.32	9.527000000000001	7.957000000000001	17.24	14.54	40.27	10.52	9.628	8.975	20.33	25.46	14.2	8.908999999999999	7.146	13.53	5.6	4.9910000000000005	10.18	25.97	25.74	9.292	29.33	43.89	10.61	21.63	12.12	14.22	12.35	13.99	10.96	24.86	18.62	4.715	24.02	17.78	20.14	14.91	28.02	23.36	13.47	54.69	13.62	5.751	15.25	13.78	10.45	10.56	6.218999999999999	7.586	21.41	6.19
ENSG00000118260.14	CREB1	2.8569999999999998	2.867	3.4619999999999997	4.899	4.605	3.003	4.7589999999999995	6.843999999999999	4.337	5.556	3.971	4.918	5.012	4.365	4.937	5.2139999999999995	3.141	6.705	2.721	5.2379999999999995	8.407	3.675	4.045	2.9139999999999997	1.9780000000000002	4.093999999999999	2.005	5.141	1.736	4.188	1.2770000000000001	4.183	8.695	6.881	4.5169999999999995	6.296	5.327000000000001	3.0439999999999996	4.211	3.2319999999999998	3.609	4.703	2.6180000000000003	6.327000000000001	5.456	6.103	6.218	3.841	2.7769999999999997	2.494	8.031	6.0920000000000005	12.42	2.585	5.0569999999999995	3.213	4.476	4.297	2.278	5.706	3.213	5.416	5.707000000000001	5.528	1.974	5.127000000000001	3.405	6.307	4.6080000000000005	3.585	3.5639999999999996	3.821	4.025	2.7739999999999996	4.772	5.403	3.4739999999999998	6.997000000000001	4.081	5.186	1.682	4.4239999999999995	5.485	3.397	5.723	3.8760000000000003	2.469	3.198	4.3580000000000005	2.463	4.282	3.85	2.042	9.918	2.281	3.267	2.821	5.432	5.629	3.4019999999999997	4.617	3.747	3.617	2.963	2.6719999999999997	3.215	1.392	3.9530000000000003	9.363999999999999	2.02	3.7710000000000004	2.537	3.764	5.033	2.909	2.365	5.388	3.585	5.1579999999999995	3.661	2.188	1.732	3.7430000000000003	1.9180000000000001	3.67	2.265	3.218	2.9389999999999996	3.728	2.225	4.992	5.621	4.7010000000000005	6.417000000000001	5.013	9.491	2.056	2.3930000000000002	7.439	2.883	1.57	5.952000000000001	3.471	3.215	5.545	4.2139999999999995	4.461	4.077	4.886	5.537999999999999	4.817	3.617	8.138	2.807	2.0	6.127999999999999	3.1919999999999997	4.843	4.825	2.266	5.016	5.443	3.199	4.038	8.961	6.013	5.08	6.466	7.457999999999999	9.993	7.501	12.02	6.233	4.7989999999999995	4.545	3.279	8.708	2.66	7.559	3.745	6.489	3.7910000000000004	7.971	8.077	9.736	5.229	7.518	5.296	2.925	4.566	2.792	8.547	5.059	1.712	1.778	5.58	2.524
